event_id,roi_ustrip_min,roi_ustrip_max,roi_vstrip_min,roi_vstrip_max,roi_u_size,roi_v_size,roi_uv_size_sum,roi_2d_size,roi_max_width,ML_success,CURRENT_success
726,1979.0,2140.0,1543.0,2060.0,162.0,518.0,680.0,83916.0,518.0,True,True
728,1578.0,1728.0,1099.0,1311.0,151.0,213.0,364.0,32163.0,213.0,True,True
731,2581.0,2731.0,2101.0,2313.0,151.0,213.0,364.0,32163.0,213.0,True,True
743,1739.0,1889.0,1290.0,1502.0,151.0,213.0,364.0,32163.0,213.0,True,True
745,1056.0,1206.0,1057.0,1270.0,151.0,214.0,365.0,32314.0,214.0,False,False
750,3478.0,3628.0,2796.0,3008.0,151.0,213.0,364.0,32163.0,213.0,True,False
761,3313.0,3463.0,2644.0,2856.0,151.0,213.0,364.0,32163.0,213.0,True,False
763,458.0,815.0,343.0,1020.0,358.0,678.0,1036.0,242724.0,678.0,True,False
764,1285.0,1435.0,1299.0,1511.0,151.0,213.0,364.0,32163.0,213.0,True,True
765,2022.0,2172.0,1804.0,2016.0,151.0,213.0,364.0,32163.0,213.0,True,True
767,3119.0,3269.0,2735.0,2947.0,151.0,213.0,364.0,32163.0,213.0,True,True
769,1295.0,1445.0,1342.0,1554.0,151.0,213.0,364.0,32163.0,213.0,False,True
770,1782.0,1932.0,1506.0,1718.0,151.0,213.0,364.0,32163.0,213.0,True,False
771,2379.0,2529.0,1656.0,1868.0,151.0,213.0,364.0,32163.0,213.0,False,False
774,1926.0,2076.0,1937.0,2149.0,151.0,213.0,364.0,32163.0,213.0,True,False
777,1304.0,1454.0,1279.0,1491.0,151.0,213.0,364.0,32163.0,213.0,True,True
778,1231.0,1497.0,739.0,1366.0,267.0,628.0,895.0,167676.0,628.0,True,True
779,1094.0,1244.0,911.0,1124.0,151.0,214.0,365.0,32314.0,214.0,True,True
782,409.0,746.0,693.0,1311.0,338.0,619.0,957.0,209222.0,619.0,True,True
784,794.0,944.0,1062.0,1274.0,151.0,213.0,364.0,32163.0,213.0,False,False
789,389.0,733.0,619.0,1249.0,345.0,631.0,976.0,217695.0,631.0,True,True
793,3493.0,3849.0,2766.0,3113.0,357.0,348.0,705.0,124236.0,357.0,True,True
800,1322.0,1472.0,991.0,1203.0,151.0,213.0,364.0,32163.0,213.0,True,False
805,2625.0,2775.0,2355.0,2567.0,151.0,213.0,364.0,32163.0,213.0,True,True
