event_id,roi_ustrip_min,roi_ustrip_max,roi_vstrip_min,roi_vstrip_max,roi_u_size,roi_v_size,roi_uv_size_sum,roi_2d_size,roi_max_width,ML_success,CURRENT_success
5836,2604.0,2754.0,2392.0,2604.0,151.0,213.0,364.0,32163.0,213.0,True,False
5837,450.0,805.0,386.0,1057.0,356.0,672.0,1028.0,239232.0,672.0,True,True
5841,2480.0,2630.0,2145.0,2358.0,151.0,214.0,365.0,32314.0,214.0,False,False
5843,1191.0,1341.0,1377.0,1589.0,151.0,213.0,364.0,32163.0,213.0,True,False
5848,2472.0,2622.0,2308.0,2520.0,151.0,213.0,364.0,32163.0,213.0,False,False
5855,949.0,1099.0,1051.0,1263.0,151.0,213.0,364.0,32163.0,213.0,True,False
5858,2037.0,2187.0,1798.0,2010.0,151.0,213.0,364.0,32163.0,213.0,False,True
5862,1974.0,2124.0,1768.0,1980.0,151.0,213.0,364.0,32163.0,213.0,True,True
5863,3347.0,3497.0,2928.0,3141.0,151.0,214.0,365.0,32314.0,214.0,True,False
5865,1753.0,1903.0,1313.0,1525.0,151.0,213.0,364.0,32163.0,213.0,False,False
5867,377.0,722.0,615.0,1245.0,346.0,631.0,977.0,218326.0,631.0,True,True
5873,2015.0,2165.0,1727.0,1939.0,151.0,213.0,364.0,32163.0,213.0,True,True
5874,1997.0,2147.0,1899.0,2112.0,151.0,214.0,365.0,32314.0,214.0,True,False
5879,2693.0,2843.0,1823.0,2035.0,151.0,213.0,364.0,32163.0,213.0,True,True
5881,2335.0,2485.0,1713.0,1925.0,151.0,213.0,364.0,32163.0,213.0,True,True
5883,884.0,1034.0,1139.0,1351.0,151.0,213.0,364.0,32163.0,213.0,True,True
5888,1288.0,1523.0,1349.0,1887.0,236.0,539.0,775.0,127204.0,539.0,False,False
5893,2295.0,2445.0,1978.0,2190.0,151.0,213.0,364.0,32163.0,213.0,True,False
5897,3011.0,3290.0,2747.0,3110.0,280.0,364.0,644.0,101920.0,364.0,True,True
5898,2524.0,2674.0,2265.0,2478.0,151.0,214.0,365.0,32314.0,214.0,True,False
5900,685.0,835.0,906.0,1118.0,151.0,213.0,364.0,32163.0,213.0,True,True
5901,3023.0,3173.0,2658.0,2871.0,151.0,214.0,365.0,32314.0,214.0,False,False
5904,2049.0,2199.0,1848.0,2061.0,151.0,214.0,365.0,32314.0,214.0,False,False
5905,1931.0,2081.0,1655.0,1867.0,151.0,213.0,364.0,32163.0,213.0,True,True
5906,1540.0,1690.0,1620.0,1832.0,151.0,213.0,364.0,32163.0,213.0,True,True
5908,2029.0,2179.0,1860.0,2072.0,151.0,213.0,364.0,32163.0,213.0,False,False
5912,1962.0,2112.0,1416.0,1628.0,151.0,213.0,364.0,32163.0,213.0,True,True
5916,2536.0,2686.0,1757.0,1969.0,151.0,213.0,364.0,32163.0,213.0,True,False
5925,1916.0,2066.0,1857.0,2069.0,151.0,213.0,364.0,32163.0,213.0,True,False
5929,1803.0,1953.0,1706.0,1918.0,151.0,213.0,364.0,32163.0,213.0,False,False
5931,2800.0,2950.0,2519.0,2732.0,151.0,214.0,365.0,32314.0,214.0,True,True
5936,2706.0,2856.0,2321.0,2533.0,151.0,213.0,364.0,32163.0,213.0,True,True
5937,2296.0,2446.0,1895.0,2107.0,151.0,213.0,364.0,32163.0,213.0,True,True
5940,941.0,1091.0,1243.0,1455.0,151.0,213.0,364.0,32163.0,213.0,False,True
5941,3048.0,3198.0,2591.0,2803.0,151.0,213.0,364.0,32163.0,213.0,False,False
5943,2489.0,2699.0,1790.0,2269.0,211.0,480.0,691.0,101280.0,480.0,True,True
5944,2133.0,2283.0,1660.0,1872.0,151.0,213.0,364.0,32163.0,213.0,False,False
5946,1848.0,1998.0,1354.0,1566.0,151.0,213.0,364.0,32163.0,213.0,True,False
5947,3067.0,3217.0,2268.0,2481.0,151.0,214.0,365.0,32314.0,214.0,True,True
5948,761.0,911.0,766.0,978.0,151.0,213.0,364.0,32163.0,213.0,True,True
5951,2730.0,2880.0,2242.0,2454.0,151.0,213.0,364.0,32163.0,213.0,True,True
5956,2623.0,2773.0,2152.0,2364.0,151.0,213.0,364.0,32163.0,213.0,False,False
5958,2354.0,2504.0,1932.0,2144.0,151.0,213.0,364.0,32163.0,213.0,True,True
5959,2382.0,2532.0,1818.0,2030.0,151.0,213.0,364.0,32163.0,213.0,True,True
5962,1977.0,2127.0,1815.0,2027.0,151.0,213.0,364.0,32163.0,213.0,False,True
5963,1664.0,1814.0,1734.0,1946.0,151.0,213.0,364.0,32163.0,213.0,True,False
5968,931.0,1081.0,1245.0,1457.0,151.0,213.0,364.0,32163.0,213.0,True,True
5970,1009.0,1281.0,1060.0,1636.0,273.0,577.0,850.0,157521.0,577.0,True,True
5971,1392.0,1629.0,1065.0,1645.0,238.0,581.0,819.0,138278.0,581.0,True,False
5974,2183.0,2333.0,1795.0,2007.0,151.0,213.0,364.0,32163.0,213.0,True,True
5975,2190.0,2340.0,1980.0,2192.0,151.0,213.0,364.0,32163.0,213.0,True,False
5976,2072.0,2222.0,1570.0,1782.0,151.0,213.0,364.0,32163.0,213.0,True,True
5977,2200.0,2350.0,2024.0,2236.0,151.0,213.0,364.0,32163.0,213.0,False,False
5978,1341.0,1573.0,1297.0,1843.0,233.0,547.0,780.0,127451.0,547.0,True,True
5981,3126.0,3276.0,2703.0,2915.0,151.0,213.0,364.0,32163.0,213.0,False,False
5982,2878.0,3028.0,2565.0,2777.0,151.0,213.0,364.0,32163.0,213.0,True,True
5987,2649.0,2799.0,2327.0,2539.0,151.0,213.0,364.0,32163.0,213.0,True,True
5989,1847.0,1997.0,1294.0,1506.0,151.0,213.0,364.0,32163.0,213.0,True,True
5992,1060.0,1210.0,1213.0,1425.0,151.0,213.0,364.0,32163.0,213.0,False,True
5995,3460.0,3610.0,2881.0,3093.0,151.0,213.0,364.0,32163.0,213.0,True,True
5998,785.0,935.0,955.0,1168.0,151.0,214.0,365.0,32314.0,214.0,True,True
5999,2805.0,2955.0,2298.0,2510.0,151.0,213.0,364.0,32163.0,213.0,False,True
6003,1786.0,1936.0,1859.0,2071.0,151.0,213.0,364.0,32163.0,213.0,False,False
6011,2933.0,3083.0,2679.0,2892.0,151.0,214.0,365.0,32314.0,214.0,False,False
6012,1323.0,1583.0,660.0,1298.0,261.0,639.0,900.0,166779.0,639.0,True,True
6013,2991.0,3141.0,2639.0,2851.0,151.0,213.0,364.0,32163.0,213.0,True,False
6015,466.0,819.0,394.0,1064.0,354.0,671.0,1025.0,237534.0,671.0,True,True
6021,2015.0,2165.0,1410.0,1622.0,151.0,213.0,364.0,32163.0,213.0,False,False
6023,3503.0,3653.0,2924.0,3137.0,151.0,214.0,365.0,32314.0,214.0,True,False
6024,2826.0,2976.0,2265.0,2477.0,151.0,213.0,364.0,32163.0,213.0,True,False
6025,2804.0,2954.0,2468.0,2680.0,151.0,213.0,364.0,32163.0,213.0,True,True
6028,647.0,966.0,720.0,1341.0,320.0,622.0,942.0,199040.0,622.0,True,True
6033,2807.0,2957.0,2272.0,2484.0,151.0,213.0,364.0,32163.0,213.0,True,True
6040,1141.0,1291.0,1477.0,1689.0,151.0,213.0,364.0,32163.0,213.0,True,True
6041,1239.0,1389.0,1176.0,1388.0,151.0,213.0,364.0,32163.0,213.0,True,False
6042,1826.0,1976.0,1711.0,1924.0,151.0,214.0,365.0,32314.0,214.0,False,False
6045,3011.0,3161.0,2129.0,2341.0,151.0,213.0,364.0,32163.0,213.0,True,False
6046,1216.0,1366.0,1025.0,1237.0,151.0,213.0,364.0,32163.0,213.0,True,False
6048,2377.0,2527.0,1946.0,2158.0,151.0,213.0,364.0,32163.0,213.0,True,True
6057,2501.0,2651.0,2174.0,2386.0,151.0,213.0,364.0,32163.0,213.0,True,True
6062,1157.0,1307.0,1021.0,1233.0,151.0,213.0,364.0,32163.0,213.0,True,True
6063,2190.0,2340.0,1504.0,1716.0,151.0,213.0,364.0,32163.0,213.0,True,False
6066,2861.0,3011.0,2381.0,2593.0,151.0,213.0,364.0,32163.0,213.0,False,True
6067,1445.0,1595.0,1306.0,1518.0,151.0,213.0,364.0,32163.0,213.0,False,False
6069,550.0,878.0,688.0,1311.0,329.0,624.0,953.0,205296.0,624.0,True,True
6071,2479.0,2629.0,2332.0,2545.0,151.0,214.0,365.0,32314.0,214.0,True,False
6073,252.0,622.0,381.0,1046.0,371.0,666.0,1037.0,247086.0,666.0,True,False
6079,2764.0,2914.0,1990.0,2202.0,151.0,213.0,364.0,32163.0,213.0,True,True
6083,3097.0,3247.0,2646.0,2858.0,151.0,213.0,364.0,32163.0,213.0,False,False
6086,1057.0,1207.0,1267.0,1479.0,151.0,213.0,364.0,32163.0,213.0,True,True
6089,2732.0,2882.0,2324.0,2536.0,151.0,213.0,364.0,32163.0,213.0,True,False
6091,1552.0,1702.0,1553.0,1766.0,151.0,214.0,365.0,32314.0,214.0,True,True
6093,1136.0,1286.0,1114.0,1326.0,151.0,213.0,364.0,32163.0,213.0,False,False
6096,1297.0,1559.0,655.0,1294.0,263.0,640.0,903.0,168320.0,640.0,False,False
6097,1268.0,1418.0,1248.0,1460.0,151.0,213.0,364.0,32163.0,213.0,True,False
6104,1806.0,1956.0,1598.0,1810.0,151.0,213.0,364.0,32163.0,213.0,True,True
6106,3255.0,3405.0,2582.0,2794.0,151.0,213.0,364.0,32163.0,213.0,True,False
6109,777.0,927.0,1136.0,1348.0,151.0,213.0,364.0,32163.0,213.0,True,False
6111,1747.0,1897.0,1812.0,2024.0,151.0,213.0,364.0,32163.0,213.0,True,False
6114,426.0,766.0,644.0,1271.0,341.0,628.0,969.0,214148.0,628.0,True,True
6115,1573.0,1723.0,1188.0,1401.0,151.0,214.0,365.0,32314.0,214.0,True,False
6117,2949.0,3099.0,2481.0,2693.0,151.0,213.0,364.0,32163.0,213.0,True,True
6118,1812.0,1962.0,1736.0,1948.0,151.0,213.0,364.0,32163.0,213.0,False,True
6120,1167.0,1317.0,882.0,1094.0,151.0,213.0,364.0,32163.0,213.0,True,False
6122,578.0,921.0,410.0,1080.0,344.0,671.0,1015.0,230824.0,671.0,False,False
6126,588.0,738.0,635.0,847.0,151.0,213.0,364.0,32163.0,213.0,False,False
6127,2517.0,2667.0,2057.0,2269.0,151.0,213.0,364.0,32163.0,213.0,True,True
6132,1859.0,2009.0,1512.0,1724.0,151.0,213.0,364.0,32163.0,213.0,True,True
6137,2883.0,3033.0,2402.0,2614.0,151.0,213.0,364.0,32163.0,213.0,True,True
6138,1525.0,1675.0,1276.0,1488.0,151.0,213.0,364.0,32163.0,213.0,False,False
6140,2101.0,2251.0,2022.0,2234.0,151.0,213.0,364.0,32163.0,213.0,True,True
6141,1915.0,2065.0,1278.0,1490.0,151.0,213.0,364.0,32163.0,213.0,True,True
6145,1500.0,1650.0,1494.0,1706.0,151.0,213.0,364.0,32163.0,213.0,False,True
6149,3095.0,3245.0,2592.0,2805.0,151.0,214.0,365.0,32314.0,214.0,False,False
6153,708.0,858.0,883.0,1096.0,151.0,214.0,365.0,32314.0,214.0,True,True
6155,2538.0,2688.0,2284.0,2496.0,151.0,213.0,364.0,32163.0,213.0,False,False
6156,1670.0,1820.0,1632.0,1844.0,151.0,213.0,364.0,32163.0,213.0,True,True
6158,1081.0,1231.0,1271.0,1483.0,151.0,213.0,364.0,32163.0,213.0,False,False
6159,3405.0,3555.0,2657.0,2869.0,151.0,213.0,364.0,32163.0,213.0,False,False
6160,1918.0,2068.0,1829.0,2041.0,151.0,213.0,364.0,32163.0,213.0,False,True
6161,3124.0,3274.0,2743.0,2955.0,151.0,213.0,364.0,32163.0,213.0,True,True
6163,665.0,986.0,665.0,1295.0,322.0,631.0,953.0,203182.0,631.0,False,False
6165,721.0,871.0,869.0,1081.0,151.0,213.0,364.0,32163.0,213.0,True,False
6172,1193.0,1343.0,1050.0,1262.0,151.0,213.0,364.0,32163.0,213.0,False,False
6176,3046.0,3196.0,2646.0,2858.0,151.0,213.0,364.0,32163.0,213.0,False,False
6179,449.0,782.0,721.0,1336.0,334.0,616.0,950.0,205744.0,616.0,True,False
6181,2966.0,3116.0,2398.0,2610.0,151.0,213.0,364.0,32163.0,213.0,False,True
6184,2135.0,2285.0,1564.0,1776.0,151.0,213.0,364.0,32163.0,213.0,True,True
6185,2306.0,2456.0,1960.0,2172.0,151.0,213.0,364.0,32163.0,213.0,True,True
6187,1774.0,1966.0,1184.0,1748.0,193.0,565.0,758.0,109045.0,565.0,False,False
6188,1833.0,1983.0,1514.0,1726.0,151.0,213.0,364.0,32163.0,213.0,True,True
6190,997.0,1147.0,955.0,1167.0,151.0,213.0,364.0,32163.0,213.0,True,False
6191,3260.0,3410.0,2506.0,2718.0,151.0,213.0,364.0,32163.0,213.0,False,True
6192,2192.0,2342.0,1843.0,2055.0,151.0,213.0,364.0,32163.0,213.0,True,True
6193,1841.0,1991.0,1380.0,1592.0,151.0,213.0,364.0,32163.0,213.0,True,True
6194,1393.0,1543.0,1430.0,1642.0,151.0,213.0,364.0,32163.0,213.0,True,False
6196,1229.0,1379.0,1406.0,1618.0,151.0,213.0,364.0,32163.0,213.0,True,True
6197,3275.0,3425.0,2736.0,2948.0,151.0,213.0,364.0,32163.0,213.0,True,True
6200,3203.0,3353.0,2407.0,2619.0,151.0,213.0,364.0,32163.0,213.0,False,True
6201,1168.0,1417.0,1280.0,1825.0,250.0,546.0,796.0,136500.0,546.0,True,True
6207,1836.0,1986.0,1488.0,1701.0,151.0,214.0,365.0,32314.0,214.0,True,True
6213,840.0,1127.0,1010.0,1589.0,288.0,580.0,868.0,167040.0,580.0,False,False
6214,2247.0,2397.0,2136.0,2348.0,151.0,213.0,364.0,32163.0,213.0,True,False
6220,1649.0,1799.0,1578.0,1790.0,151.0,213.0,364.0,32163.0,213.0,False,False
6222,3186.0,3336.0,2801.0,3013.0,151.0,213.0,364.0,32163.0,213.0,True,False
6224,2285.0,2435.0,1871.0,2083.0,151.0,213.0,364.0,32163.0,213.0,True,True
6227,637.0,787.0,377.0,589.0,151.0,213.0,364.0,32163.0,213.0,True,True
6230,1850.0,2000.0,1410.0,1622.0,151.0,213.0,364.0,32163.0,213.0,False,False
6231,2703.0,2853.0,2382.0,2594.0,151.0,213.0,364.0,32163.0,213.0,True,True
6243,3456.0,3606.0,3007.0,3219.0,151.0,213.0,364.0,32163.0,213.0,True,True
6248,1254.0,1503.0,1092.0,1667.0,250.0,576.0,826.0,144000.0,576.0,False,True
6249,2873.0,3023.0,2281.0,2493.0,151.0,213.0,364.0,32163.0,213.0,False,False
6251,2428.0,2578.0,2174.0,2386.0,151.0,213.0,364.0,32163.0,213.0,False,False
6253,1452.0,1602.0,1581.0,1793.0,151.0,213.0,364.0,32163.0,213.0,False,False
6257,2614.0,2764.0,2336.0,2548.0,151.0,213.0,364.0,32163.0,213.0,True,False
6258,812.0,1101.0,1026.0,1602.0,290.0,577.0,867.0,167330.0,577.0,True,True
6260,920.0,1070.0,965.0,1177.0,151.0,213.0,364.0,32163.0,213.0,True,True
6266,1547.0,1697.0,1638.0,1850.0,151.0,213.0,364.0,32163.0,213.0,False,True
6268,3087.0,3237.0,2590.0,2802.0,151.0,213.0,364.0,32163.0,213.0,True,False
6269,714.0,864.0,616.0,828.0,151.0,213.0,364.0,32163.0,213.0,True,True
6274,1192.0,1342.0,1005.0,1217.0,151.0,213.0,364.0,32163.0,213.0,True,False
6275,963.0,1113.0,1267.0,1479.0,151.0,213.0,364.0,32163.0,213.0,True,False
6276,3633.0,3783.0,2879.0,3091.0,151.0,213.0,364.0,32163.0,213.0,True,True
6279,1740.0,1890.0,1611.0,1823.0,151.0,213.0,364.0,32163.0,213.0,True,True
6280,3252.0,3402.0,2903.0,3115.0,151.0,213.0,364.0,32163.0,213.0,True,False
6283,2761.0,2911.0,2075.0,2287.0,151.0,213.0,364.0,32163.0,213.0,True,False
6289,2712.0,2862.0,2128.0,2340.0,151.0,213.0,364.0,32163.0,213.0,True,False
6291,816.0,1123.0,694.0,1323.0,308.0,630.0,938.0,194040.0,630.0,True,True
6295,2562.0,2712.0,2224.0,2436.0,151.0,213.0,364.0,32163.0,213.0,False,False
6299,1512.0,1662.0,1280.0,1492.0,151.0,213.0,364.0,32163.0,213.0,True,False
6306,1541.0,1691.0,1349.0,1561.0,151.0,213.0,364.0,32163.0,213.0,True,True
6307,454.0,786.0,726.0,1340.0,333.0,615.0,948.0,204795.0,615.0,True,False
6312,1457.0,1607.0,1132.0,1344.0,151.0,213.0,364.0,32163.0,213.0,False,False
6317,724.0,1024.0,939.0,1526.0,301.0,588.0,889.0,176988.0,588.0,True,True
6321,2191.0,2341.0,1858.0,2070.0,151.0,213.0,364.0,32163.0,213.0,True,True
6325,3018.0,3168.0,2669.0,2882.0,151.0,214.0,365.0,32314.0,214.0,False,False
6328,1935.0,2085.0,1851.0,2063.0,151.0,213.0,364.0,32163.0,213.0,True,True
6338,3342.0,3492.0,2813.0,3025.0,151.0,213.0,364.0,32163.0,213.0,True,True
6339,1037.0,1187.0,1254.0,1466.0,151.0,213.0,364.0,32163.0,213.0,True,True
6342,996.0,1146.0,1270.0,1482.0,151.0,213.0,364.0,32163.0,213.0,True,False
6343,2418.0,2568.0,2165.0,2377.0,151.0,213.0,364.0,32163.0,213.0,False,False
6347,2821.0,2971.0,2523.0,2736.0,151.0,214.0,365.0,32314.0,214.0,False,False
6349,2658.0,2808.0,2256.0,2468.0,151.0,213.0,364.0,32163.0,213.0,True,False
6350,989.0,1139.0,754.0,966.0,151.0,213.0,364.0,32163.0,213.0,False,False
6352,941.0,1091.0,1192.0,1404.0,151.0,213.0,364.0,32163.0,213.0,True,True
6354,2933.0,3083.0,2555.0,2767.0,151.0,213.0,364.0,32163.0,213.0,True,True
6358,2856.0,3006.0,2486.0,2699.0,151.0,214.0,365.0,32314.0,214.0,False,False
6359,2099.0,2249.0,1757.0,1969.0,151.0,213.0,364.0,32163.0,213.0,False,False
6362,2745.0,2895.0,2214.0,2426.0,151.0,213.0,364.0,32163.0,213.0,True,False
6363,2148.0,2298.0,1507.0,1719.0,151.0,213.0,364.0,32163.0,213.0,True,False
6366,1147.0,1297.0,1188.0,1400.0,151.0,213.0,364.0,32163.0,213.0,True,True
6367,1549.0,1699.0,1556.0,1768.0,151.0,213.0,364.0,32163.0,213.0,True,True
6368,1951.0,2101.0,1935.0,2147.0,151.0,213.0,364.0,32163.0,213.0,True,True
6369,2973.0,3123.0,2486.0,2698.0,151.0,213.0,364.0,32163.0,213.0,False,False
6379,2142.0,2292.0,1561.0,1773.0,151.0,213.0,364.0,32163.0,213.0,True,True
6383,3395.0,3545.0,2590.0,2802.0,151.0,213.0,364.0,32163.0,213.0,True,True
6387,1175.0,1325.0,1226.0,1438.0,151.0,213.0,364.0,32163.0,213.0,True,False
6391,2832.0,2982.0,2631.0,2844.0,151.0,214.0,365.0,32314.0,214.0,False,False
6396,402.0,552.0,684.0,896.0,151.0,213.0,364.0,32163.0,213.0,True,True
6397,2875.0,3025.0,2223.0,2435.0,151.0,213.0,364.0,32163.0,213.0,True,False
6406,2884.0,3034.0,2343.0,2555.0,151.0,213.0,364.0,32163.0,213.0,True,False
6409,1079.0,1366.0,608.0,1253.0,288.0,646.0,934.0,186048.0,646.0,True,True
6410,957.0,1107.0,770.0,982.0,151.0,213.0,364.0,32163.0,213.0,True,True
6416,2231.0,2381.0,1919.0,2131.0,151.0,213.0,364.0,32163.0,213.0,True,False
6417,2407.0,3967.0,1615.0,3455.0,1561.0,1841.0,3402.0,2873801.0,1841.0,False,False
6419,2202.0,3932.0,2093.0,3455.0,1731.0,1363.0,3094.0,2359353.0,1731.0,True,True
6421,1307.0,1457.0,1297.0,1509.0,151.0,213.0,364.0,32163.0,213.0,True,True
6423,3179.0,3329.0,2331.0,2543.0,151.0,213.0,364.0,32163.0,213.0,True,True
6424,849.0,999.0,1008.0,1220.0,151.0,213.0,364.0,32163.0,213.0,True,False
6426,2543.0,2693.0,1968.0,2180.0,151.0,213.0,364.0,32163.0,213.0,True,True
6430,2527.0,2677.0,2183.0,2395.0,151.0,213.0,364.0,32163.0,213.0,True,False
6432,977.0,1251.0,1071.0,1644.0,275.0,574.0,849.0,157850.0,574.0,True,True
6433,2429.0,2579.0,2016.0,2228.0,151.0,213.0,364.0,32163.0,213.0,True,True
6436,1518.0,1668.0,1122.0,1334.0,151.0,213.0,364.0,32163.0,213.0,True,False
6439,2306.0,2456.0,1686.0,1898.0,151.0,213.0,364.0,32163.0,213.0,True,False
6440,1779.0,1963.0,1486.0,2010.0,185.0,525.0,710.0,97125.0,525.0,True,True
6441,705.0,1018.0,744.0,1363.0,314.0,620.0,934.0,194680.0,620.0,True,True
6442,1457.0,1607.0,1545.0,1757.0,151.0,213.0,364.0,32163.0,213.0,True,True
6444,791.0,941.0,788.0,1000.0,151.0,213.0,364.0,32163.0,213.0,True,True
6449,1209.0,1359.0,1410.0,1622.0,151.0,213.0,364.0,32163.0,213.0,True,True
6455,2872.0,3022.0,2521.0,2734.0,151.0,214.0,365.0,32314.0,214.0,True,False
6456,855.0,1181.0,271.0,965.0,327.0,695.0,1022.0,227265.0,695.0,True,False
6460,1377.0,1527.0,1534.0,1746.0,151.0,213.0,364.0,32163.0,213.0,True,True
6463,804.0,954.0,824.0,1036.0,151.0,213.0,364.0,32163.0,213.0,True,True
6465,489.0,639.0,274.0,486.0,151.0,213.0,364.0,32163.0,213.0,False,False
6467,2657.0,2807.0,2365.0,2577.0,151.0,213.0,364.0,32163.0,213.0,True,True
6468,2337.0,2487.0,1777.0,1989.0,151.0,213.0,364.0,32163.0,213.0,True,True
6471,3137.0,3440.0,2539.0,2921.0,304.0,383.0,687.0,116432.0,383.0,True,True
6474,2030.0,2180.0,1988.0,2200.0,151.0,213.0,364.0,32163.0,213.0,False,True
6477,735.0,885.0,729.0,941.0,151.0,213.0,364.0,32163.0,213.0,True,True
6487,2066.0,2216.0,1924.0,2136.0,151.0,213.0,364.0,32163.0,213.0,True,True
6490,2129.0,2279.0,1684.0,1896.0,151.0,213.0,364.0,32163.0,213.0,False,False
6495,2468.0,2618.0,1946.0,2158.0,151.0,213.0,364.0,32163.0,213.0,True,False
6499,1939.0,2089.0,1390.0,1602.0,151.0,213.0,364.0,32163.0,213.0,False,True
6517,872.0,1022.0,908.0,1120.0,151.0,213.0,364.0,32163.0,213.0,True,True
6518,2766.0,2916.0,2500.0,2712.0,151.0,213.0,364.0,32163.0,213.0,True,False
6521,1015.0,1165.0,1250.0,1462.0,151.0,213.0,364.0,32163.0,213.0,True,False
6524,448.0,780.0,744.0,1355.0,333.0,612.0,945.0,203796.0,612.0,True,False
6531,3531.0,3681.0,3012.0,3224.0,151.0,213.0,364.0,32163.0,213.0,True,True
6537,387.0,739.0,494.0,1145.0,353.0,652.0,1005.0,230156.0,652.0,False,False
6541,596.0,746.0,782.0,995.0,151.0,214.0,365.0,32314.0,214.0,False,False
6544,2994.0,3144.0,2718.0,2930.0,151.0,213.0,364.0,32163.0,213.0,True,False
6553,2096.0,2246.0,1786.0,1999.0,151.0,214.0,365.0,32314.0,214.0,True,False
6554,3425.0,3575.0,2737.0,2949.0,151.0,213.0,364.0,32163.0,213.0,True,False
6557,2249.0,2399.0,2090.0,2302.0,151.0,213.0,364.0,32163.0,213.0,False,True
6558,1211.0,1361.0,1270.0,1483.0,151.0,214.0,365.0,32314.0,214.0,True,False
6562,2353.0,2503.0,2080.0,2292.0,151.0,213.0,364.0,32163.0,213.0,True,True
6564,2598.0,2748.0,2282.0,2494.0,151.0,213.0,364.0,32163.0,213.0,True,True
6566,1330.0,1480.0,1434.0,1646.0,151.0,213.0,364.0,32163.0,213.0,True,True
6568,2897.0,3047.0,2683.0,2895.0,151.0,213.0,364.0,32163.0,213.0,True,True
6569,2746.0,2896.0,2431.0,2643.0,151.0,213.0,364.0,32163.0,213.0,True,True
6571,2944.0,3094.0,2607.0,2819.0,151.0,213.0,364.0,32163.0,213.0,False,True
6573,1488.0,1638.0,1427.0,1639.0,151.0,213.0,364.0,32163.0,213.0,False,False
6575,1767.0,1917.0,1744.0,1956.0,151.0,213.0,364.0,32163.0,213.0,True,True
6578,1512.0,1662.0,1436.0,1648.0,151.0,213.0,364.0,32163.0,213.0,True,False
6583,2507.0,2721.0,2205.0,2636.0,215.0,432.0,647.0,92880.0,432.0,True,False
6588,943.0,1093.0,840.0,1052.0,151.0,213.0,364.0,32163.0,213.0,True,False
6589,2002.0,2152.0,1450.0,1662.0,151.0,213.0,364.0,32163.0,213.0,True,False
6590,3311.0,3461.0,2825.0,3038.0,151.0,214.0,365.0,32314.0,214.0,True,True
6591,307.0,667.0,465.0,1118.0,361.0,654.0,1015.0,236094.0,654.0,False,True
6592,3306.0,3456.0,2925.0,3137.0,151.0,213.0,364.0,32163.0,213.0,True,False
6594,1773.0,1923.0,1356.0,1569.0,151.0,214.0,365.0,32314.0,214.0,True,True
6595,2292.0,2442.0,1947.0,2159.0,151.0,213.0,364.0,32163.0,213.0,True,False
6599,1330.0,1563.0,1297.0,1844.0,234.0,548.0,782.0,128232.0,548.0,False,False
6602,1571.0,1721.0,1397.0,1609.0,151.0,213.0,364.0,32163.0,213.0,False,False
6604,928.0,1078.0,1035.0,1247.0,151.0,213.0,364.0,32163.0,213.0,True,True
6605,2528.0,2678.0,1892.0,2104.0,151.0,213.0,364.0,32163.0,213.0,True,True
6608,1149.0,1299.0,1349.0,1561.0,151.0,213.0,364.0,32163.0,213.0,True,False
6611,3038.0,3188.0,2734.0,2946.0,151.0,213.0,364.0,32163.0,213.0,True,False
6613,616.0,766.0,468.0,680.0,151.0,213.0,364.0,32163.0,213.0,True,True
6616,2282.0,2432.0,1889.0,2101.0,151.0,213.0,364.0,32163.0,213.0,False,False
6618,3045.0,3195.0,2558.0,2771.0,151.0,214.0,365.0,32314.0,214.0,True,True
6624,2523.0,2673.0,2178.0,2391.0,151.0,214.0,365.0,32314.0,214.0,True,False
6640,3099.0,3249.0,2607.0,2819.0,151.0,213.0,364.0,32163.0,213.0,True,True
6641,1266.0,1416.0,1409.0,1621.0,151.0,213.0,364.0,32163.0,213.0,True,False
6644,3203.0,3353.0,2903.0,3115.0,151.0,213.0,364.0,32163.0,213.0,True,True
6645,2904.0,3054.0,2210.0,2422.0,151.0,213.0,364.0,32163.0,213.0,True,True
6648,1535.0,1685.0,1503.0,1715.0,151.0,213.0,364.0,32163.0,213.0,True,True
6649,1182.0,1332.0,938.0,1150.0,151.0,213.0,364.0,32163.0,213.0,False,False
6656,2645.0,2795.0,2379.0,2591.0,151.0,213.0,364.0,32163.0,213.0,False,False
6657,1037.0,1187.0,726.0,939.0,151.0,214.0,365.0,32314.0,214.0,True,True
6658,2524.0,2674.0,1921.0,2133.0,151.0,213.0,364.0,32163.0,213.0,True,True
6659,2769.0,2919.0,2332.0,2544.0,151.0,213.0,364.0,32163.0,213.0,True,False
6662,2648.0,2798.0,2108.0,2320.0,151.0,213.0,364.0,32163.0,213.0,True,True
6663,463.0,813.0,447.0,1108.0,351.0,662.0,1013.0,232362.0,662.0,True,True
6664,610.0,760.0,767.0,979.0,151.0,213.0,364.0,32163.0,213.0,True,True
6665,2577.0,2801.0,2376.0,2785.0,225.0,410.0,635.0,92250.0,410.0,True,True
6666,2262.0,2412.0,1882.0,2094.0,151.0,213.0,364.0,32163.0,213.0,True,True
6668,436.0,769.0,728.0,1341.0,334.0,614.0,948.0,205076.0,614.0,True,False
6669,1866.0,2016.0,1661.0,1873.0,151.0,213.0,364.0,32163.0,213.0,True,False
6670,3061.0,3211.0,2536.0,2748.0,151.0,213.0,364.0,32163.0,213.0,True,True
6671,2140.0,2290.0,1712.0,1924.0,151.0,213.0,364.0,32163.0,213.0,True,False
