event_id blob_id cy cx iy ix y_strip x_strip area real_area
2549 6 82.000000 46.000000 82 46 2138 2278 1 1
2550 0 63.821429 49.732143 64 50 2135 2226 56 56
2551 0 52.000000 37.500000 52 38 2474 2658 2 2
2551 1 77.500000 19.500000 78 20 2527 2624 4 4
2551 2 77.500000 46.000000 78 46 2527 2700 2 2
2551 3 92.000000 46.000000 92 46 2578 2700 1 1
2552 0 49.315789 37.605263 49 38 2216 2620 38 38
2553 0 54.608696 5.565217 55 6 1419 1864 23 23
2554 0 33.000000 50.000000 33 50 768 944 3 3
2555 0 85.347826 28.413043 85 28 2117 2514 46 46
2557 0 26.000000 14.000000 26 14 2282 2604 1 1
2557 1 44.000000 14.000000 44 14 2300 2604 1 1
2557 2 74.000000 14.000000 74 14 2330 2604 1 1
2557 3 96.000000 14.000000 96 14 2373 2604 1 1
2557 4 115.000000 21.000000 115 21 2401 2624 1 1
2557 5 125.000000 21.000000 125 21 2410 2624 1 1
2558 0 62.000000 12.500000 62 12 1032 795 18 18
2559 0 47.000000 91.000000 47 91 928 1130 1 1
2559 1 58.333333 91.333333 58 91 938 1130 3 3
2560 0 65.500000 43.000000 66 43 1834 2121 30 30
2561 0 49.142857 21.714286 49 22 2689 3582 7 7
2562 0 63.000000 46.500000 63 46 987 683 6 6
2563 0 32.500000 25.000000 32 25 2487 2869 54 54
2564 0 50.500000 45.000000 50 45 2103 2976 12 12
2565 0 26.500000 28.000000 26 28 1755 2018 20 20
2567 0 50.000000 25.000000 50 25 2649 3163 1 1
2568 0 53.651163 24.255814 54 24 3067 3597 43 43
2569 0 39.000000 33.000000 39 33 2258 2546 1 1
2569 1 41.000000 33.000000 41 33 2260 2546 1 1
2569 2 47.000000 33.000000 47 33 2267 2546 1 1
2569 3 63.833333 33.000000 64 33 2285 2546 12 12
2569 4 73.000000 33.000000 73 33 2294 2546 1 1
2569 5 79.000000 32.600000 79 33 2300 2546 5 5
2569 6 91.800000 32.600000 92 33 2315 2546 5 5
2569 7 99.000000 33.000000 99 33 2322 2546 1 1
2570 0 59.500000 34.000000 60 34 1983 2096 6 6
2571 0 80.500000 44.000000 80 44 1819 2253 42 42
2571 1 81.000000 71.000000 81 71 1820 2291 1 1
2572 0 78.000000 12.000000 78 12 2592 3221 1 1
2572 1 99.000000 11.000000 99 11 2618 3220 1 1
2573 0 53.969231 12.169231 54 12 1627 1594 65 65
2574 0 60.500000 16.500000 60 16 1202 1705 16 16
2575 0 30.000000 80.000000 30 80 2378 2704 1 1
2575 1 60.801980 23.079208 61 23 2486 2594 101 101
2576 0 26.000000 49.500000 26 50 1340 1212 2 2
2577 0 125.000000 32.500000 125 32 1730 1777 42 42
2578 0 43.500000 14.000000 44 14 2290 2828 2 2
2579 0 68.130435 34.826087 68 35 2834 3475 23 23
2580 0 66.565217 23.608696 67 24 2960 3553 23 23
2581 0 7.000000 13.500000 7 14 1588 1547 2 2
2582 0 28.500000 28.500000 28 28 2169 2779 4 4
2582 1 61.000000 28.500000 61 28 2210 2779 6 6
2582 2 94.000000 28.000000 94 28 2242 2779 1 1
2582 3 96.500000 28.000000 96 28 2244 2779 2 2
2583 0 38.065789 28.118421 38 28 998 965 76 76
2583 1 81.000000 2.500000 81 2 1067 861 2 2
2584 0 15.000000 33.000000 15 33 1958 2192 3 3
2585 0 76.000000 23.500000 76 24 563 661 30 30
2585 1 82.500000 56.500000 82 56 594 738 4 4
2585 2 91.000000 27.000000 91 27 624 664 1 1
2585 3 160.000000 56.000000 160 56 790 738 1 1
2586 0 51.000000 33.000000 51 33 1836 2094 9 9
2587 0 81.000000 10.000000 81 10 1786 1915 9 9
2588 0 50.500000 75.000000 50 75 2325 2581 18 18
2589 0 52.500000 26.500000 52 26 2497 2655 2 2
2589 1 52.909091 52.363636 53 52 2498 2687 11 11
2589 2 60.000000 52.500000 60 52 2530 2687 12 12
2589 3 60.000000 26.000000 60 26 2530 2655 1 1
2589 4 68.500000 52.500000 68 52 2538 2687 2 2
2589 5 71.500000 53.000000 72 53 2542 2688 2 2
2589 6 106.000000 52.500000 106 52 2584 2687 2 2
2590 0 26.500000 25.000000 26 25 2316 2774 42 42
2591 0 76.500000 46.500000 76 46 2093 2292 8 8
2592 0 32.000000 11.000000 32 11 1629 1568 1 1
2593 0 30.500000 19.000000 30 19 1755 1914 2 2
2594 0 113.000000 31.000000 113 31 2846 3357 1 1
2595 0 91.000000 27.500000 91 28 1738 1618 6 6
2596 0 5.600000 21.200000 6 21 1823 2196 5 5
2596 1 6.000000 52.000000 6 52 1823 2234 1 1
2596 2 34.000000 21.000000 34 21 1898 2196 1 1
2596 3 44.187500 51.937500 44 52 1927 2234 16 16
2596 4 43.000000 13.000000 43 13 1926 2177 1 1
2596 5 43.000000 43.000000 43 43 1926 2225 1 1
2596 6 45.500000 21.000000 46 21 1929 2196 2 2
2597 0 22.267857 34.660714 22 35 1794 2486 56 56
2598 0 72.107143 6.321429 72 6 3046 3530 28 28
2599 0 34.000000 40.000000 34 40 2824 3501 3 3
2600 0 41.500000 33.500000 42 34 2893 3274 48 48
2601 0 82.000000 56.000000 82 56 1085 668 7 7
2601 1 119.909091 20.636364 120 21 1164 632 11 11
2602 0 35.000000 52.000000 35 52 2158 2813 15 15
2602 1 81.000000 52.250000 81 52 2239 2813 4 4
2603 0 47.000000 53.000000 47 53 2361 3031 1 1
2603 1 55.000000 16.000000 55 16 2370 2984 9 9
2604 0 74.500000 29.000000 74 29 2374 3103 6 6
2605 0 63.837838 29.027027 64 29 1819 1858 37 37
2606 0 33.000000 45.000000 33 45 1856 2185 1 1
2606 1 35.916667 27.916667 36 28 1859 2153 24 24
2607 0 82.500000 28.000000 82 28 1831 2389 6 6
2607 1 82.000000 38.000000 82 38 1831 2421 1 1
2608 0 48.000000 51.000000 48 51 924 1264 15 15
2609 0 70.500000 28.500000 70 28 1754 1743 8 8
2610 0 37.000000 40.500000 37 40 1010 688 30 30
2611 0 93.500000 63.000000 94 63 759 818 12 12
2612 0 25.200000 55.500000 25 56 2710 3034 10 10
2613 0 41.000000 26.000000 41 26 1627 1421 9 9
2614 0 62.985507 43.347826 63 43 1844 1677 69 69
2615 0 70.500000 24.090909 70 24 2114 2526 88 88
2616 0 25.500000 42.000000 26 42 1911 2068 2 2
2617 0 25.000000 36.500000 25 36 1899 1959 12 12
2617 1 83.600000 36.800000 84 37 1982 1960 5 5
2618 0 44.500000 49.500000 44 50 1188 884 16 16
2619 0 36.000000 65.500000 36 66 822 1076 36 36
2620 0 103.083333 29.800000 103 30 1692 1964 60 60
2621 0 13.000000 15.000000 13 15 2558 2890 1 1
2621 1 33.933333 40.533333 34 41 2586 2944 15 15
2621 2 34.470588 15.352941 34 15 2586 2890 17 17
2622 0 11.500000 37.500000 12 38 2063 1998 36 36
2623 0 57.096774 20.451613 57 20 1798 2517 31 31
2623 1 79.000000 21.000000 79 21 1826 2518 1 1
2625 0 29.400000 15.200000 29 15 2082 2894 5 5
2625 1 34.000000 15.500000 34 16 2118 2895 2 2
2626 0 55.000000 85.000000 55 85 1041 1192 1 1
2626 1 75.800000 71.400000 76 71 1066 1158 5 5
2626 2 154.000000 82.000000 154 82 1176 1189 1 1
2626 3 159.500000 83.000000 160 83 1182 1190 2 2
2626 4 162.000000 85.000000 162 85 1184 1192 1 1
2627 0 48.222222 10.500000 48 10 2360 2822 18 18
2628 0 63.428571 17.714286 63 18 3044 3227 7 7
2628 1 64.000000 83.500000 64 84 3045 3388 6 6
2628 2 67.000000 17.000000 67 17 3049 3226 1 1
2628 3 67.000000 83.000000 67 83 3049 3387 1 1
2628 4 94.285714 7.357143 94 7 3136 3158 14 14
2628 5 94.000000 18.000000 94 18 3136 3227 9 9
2630 0 53.125000 43.750000 53 44 2432 2602 16 16
2631 0 78.666667 37.666667 79 38 2518 2751 3 3
2631 1 110.565217 37.608696 111 38 2594 2751 23 23
2632 0 87.714286 10.571429 88 11 1896 1946 7 7
2633 0 24.000000 60.500000 24 60 2368 2902 30 30
2634 0 62.000000 11.500000 62 12 1493 1784 6 6
2635 0 32.000000 10.500000 32 10 2582 3372 2 2
2635 1 32.000000 28.500000 32 28 2582 3399 2 2
2635 2 32.000000 34.500000 32 34 2582 3405 2 2
2635 3 32.000000 62.000000 32 62 2582 3453 1 1
2635 4 37.500000 10.500000 38 10 2605 3372 4 4
2635 5 38.000000 28.000000 38 28 2605 3399 1 1
2636 0 57.000000 33.714286 57 34 1072 1432 7 7
2636 1 75.000000 34.000000 75 34 1132 1432 9 9
2637 0 37.400000 39.400000 37 39 1375 1725 15 15
2638 0 49.000000 24.000000 49 24 1502 2012 15 15
2639 0 62.500000 44.500000 62 44 1719 1829 4 4
2640 0 56.000000 63.000000 56 63 1507 2111 3 3
2641 0 31.862069 72.448276 32 72 1137 1100 87 87
2642 0 24.115385 29.923077 24 30 1894 2091 26 26
2643 0 76.800000 0.400000 77 0 2515 3339 5 5
2644 0 72.000000 33.000000 72 33 1372 1233 35 35
2645 0 99.500000 14.000000 100 14 1972 2138 20 20
2646 0 29.073529 29.367647 29 29 788 519 68 68
2647 0 44.000000 47.500000 44 48 2750 3150 30 30
2648 0 60.500000 53.500000 60 54 1202 924 4 4
2649 0 59.500000 14.500000 60 14 2209 2524 8 8
2650 0 79.000000 66.000000 79 66 2852 3154 49 49
2650 1 78.500000 78.000000 78 78 2851 3175 2 2
2650 2 79.333333 75.666667 79 76 2852 3173 3 3
2651 0 16.000000 6.000000 16 6 1977 1815 1 1
2651 1 20.000000 6.000000 20 6 1981 1815 1 1
2651 2 42.500000 25.500000 42 26 2009 1883 64 64
2651 3 72.000000 6.000000 72 6 2050 1815 1 1
2651 4 86.500000 6.000000 86 6 2066 1815 2 2
2651 5 93.000000 11.000000 93 11 2073 1851 1 1
2652 0 59.000000 55.500000 59 56 2758 3057 12 12
2652 1 59.000000 23.000000 59 23 2758 3005 1 1
2652 2 96.000000 56.000000 96 56 2797 3057 1 1
2653 0 57.000000 45.000000 57 45 1571 1535 9 9
2654 0 7.000000 61.000000 7 61 1949 2177 1 1
2654 1 37.000000 27.500000 37 28 1990 2135 12 12
2654 2 45.000000 27.000000 45 27 2006 2134 1 1
2654 3 103.500000 60.500000 104 60 2109 2176 2 2
2655 0 26.000000 38.000000 26 38 2244 2588 1 1
2655 1 57.000000 37.500000 57 38 2306 2588 12 12
2656 0 36.250000 90.750000 36 91 1433 1160 4 4
2656 1 61.000000 91.000000 61 91 1458 1160 1 1
2656 2 91.500000 91.000000 92 91 1501 1160 2 2
2657 0 43.666667 15.333333 44 15 2040 2636 3 3
2657 1 55.666667 15.666667 56 16 2065 2637 3 3
2657 2 95.000000 15.000000 95 15 2113 2636 1 1
2658 0 46.692308 34.923077 47 35 2589 2990 13 13
2659 0 58.000000 36.000000 58 36 1919 1784 1 1
2659 1 60.000000 36.000000 60 36 1921 1784 1 1
2659 2 66.075472 36.471698 66 36 1927 1784 53 53
2659 3 78.000000 50.000000 78 50 1952 1803 1 1
2659 4 79.000000 37.000000 79 37 1953 1785 1 1
2659 5 84.000000 36.000000 84 36 1958 1784 1 1
2659 6 84.000000 50.000000 84 50 1958 1803 1 1
2660 0 95.500000 36.000000 96 36 1474 1470 2 2
2661 0 45.000000 9.000000 45 9 2389 2664 1 1
2661 1 45.333333 23.666667 45 24 2389 2682 3 3
2661 2 45.000000 38.000000 45 38 2389 2697 1 1
2661 3 45.000000 61.000000 45 61 2389 2729 1 1
2661 4 62.500000 38.000000 62 38 2406 2697 2 2
2661 5 69.500000 38.000000 70 38 2418 2697 2 2
2661 6 113.500000 24.000000 114 24 2483 2682 2 2
2661 7 114.000000 38.000000 114 38 2483 2697 1 1
2661 8 118.000000 9.000000 118 9 2488 2664 1 1
2661 9 118.000000 24.000000 118 24 2488 2682 1 1
2661 10 118.000000 38.000000 118 38 2488 2697 1 1
2661 11 118.000000 61.000000 118 61 2488 2729 1 1
2663 0 13.500000 69.500000 14 70 1132 1104 2 2
2663 1 14.000000 86.000000 14 86 1132 1120 1 1
2663 2 76.171875 69.390625 76 69 1225 1103 64 64
2663 3 76.000000 90.500000 76 90 1225 1124 2 2
2663 4 137.000000 69.000000 137 69 1313 1103 1 1
2664 0 24.500000 52.500000 24 52 1679 1589 4 4
2665 0 67.000000 34.500000 67 34 1891 2331 6 6
2666 0 69.962963 35.222222 70 35 1000 726 27 27
2666 1 69.000000 21.000000 69 21 999 692 1 1
2667 0 56.352941 51.500000 56 52 1717 2253 34 34
2667 1 56.000000 74.500000 56 74 1717 2284 4 4
2667 2 76.000000 38.500000 76 38 1755 2233 2 2
2667 3 107.500000 51.500000 108 52 1789 2253 2 2
2668 0 75.000000 2.000000 75 2 2858 3286 25 25
2669 0 3.000000 26.000000 3 26 1076 1405 9 9
2670 0 70.878049 6.804878 71 7 2018 2674 41 41
2670 1 103.000000 6.500000 103 6 2058 2673 12 12
2671 0 66.500000 51.500000 66 52 2763 3336 32 32
2671 1 80.000000 52.000000 80 52 2787 3336 1 1
2672 0 33.000000 22.000000 33 22 2045 2651 1 1
2673 0 65.000000 1.000000 65 1 2564 2641 3 3
2674 0 38.500000 12.500000 38 12 1516 1281 4 4
2675 0 25.000000 23.000000 25 23 1288 1214 1 1
2675 1 56.750000 34.000000 57 34 1332 1239 4 4
2676 0 38.000000 25.000000 38 25 2225 3060 9 9
2678 0 54.000000 40.500000 54 40 1311 1076 36 36
2679 0 49.130435 10.173913 49 10 2354 3170 23 23
2679 1 49.000000 21.000000 49 21 2354 3224 1 1
2680 0 100.500000 31.500000 100 32 2401 2894 48 48
2681 0 62.000000 83.000000 62 83 3125 3748 15 15
2681 1 62.000000 89.500000 62 90 3125 3836 20 20
2682 0 43.500000 37.500000 44 38 3064 3616 4 4
2683 0 49.090909 18.636364 49 19 2083 2600 11 11
2684 0 71.777778 61.388889 72 61 1806 2184 18 18
2685 0 71.500000 20.000000 72 20 3064 3437 6 6
2686 0 20.483871 34.322581 20 34 2423 2645 31 31
2686 1 36.250000 35.000000 36 35 2440 2646 4 4
2686 2 40.000000 34.000000 40 34 2444 2645 1 1
2686 3 55.500000 34.500000 56 34 2461 2645 2 2
2687 0 65.235294 45.568627 65 46 1540 1552 51 51
2687 1 66.000000 22.000000 66 22 1541 1499 1 1
2688 0 66.000000 14.500000 66 14 1927 2378 2 2
2689 0 73.384615 24.153846 73 24 1652 1825 13 13
2690 0 41.000000 11.000000 41 11 2452 2787 1 1
2690 1 41.000000 35.000000 41 35 2452 2824 1 1
2691 0 10.000000 1.000000 10 1 2753 3666 1 1
2691 1 44.000000 15.000000 44 15 2818 3706 1 1
2691 2 44.500000 28.500000 44 28 2818 3729 4 4
2693 0 25.000000 25.000000 25 25 3153 3571 25 25
2694 0 102.764706 89.941176 103 90 1022 1218 17 17
2694 1 103.000000 82.500000 103 82 1022 1196 12 12
2695 0 19.244898 41.632653 19 42 1970 2468 49 49
2695 1 29.565217 41.391304 30 41 1987 2467 23 23
2695 2 68.000000 62.000000 68 62 2065 2489 1 1
2696 0 45.500000 41.500000 46 42 904 1163 16 16
2697 0 49.428571 24.428571 49 24 2158 2910 35 35
2698 0 14.500000 39.500000 14 40 511 734 16 16
2699 0 39.000000 36.000000 39 36 1835 1793 9 9
2700 0 29.000000 59.000000 29 59 2438 3014 1 1
2700 1 29.000000 75.000000 29 75 2438 3030 1 1
2700 2 42.195652 43.065217 42 43 2461 2999 46 46
2701 0 50.000000 54.000000 50 54 812 918 1 1
2701 1 65.076923 53.884615 65 54 850 918 26 26
2702 0 68.000000 20.000000 68 20 1971 2262 25 25
2703 0 43.500000 13.500000 44 14 1458 1350 16 16
2703 1 43.333333 29.666667 43 30 1457 1378 3 3
2703 2 93.000000 13.000000 93 13 1555 1349 1 1
2704 0 70.533333 36.333333 71 36 1218 1057 15 15
2705 0 32.540541 12.405405 33 12 2629 2899 37 37
2706 0 31.333333 24.833333 31 25 2042 2187 6 6
2706 1 30.000000 27.000000 30 27 2041 2189 1 1
2706 2 31.500000 37.500000 32 38 2043 2219 2 2
2706 3 49.105263 25.578947 49 26 2096 2188 19 19
2706 4 67.000000 25.000000 67 25 2114 2187 1 1
2707 0 30.500000 20.000000 30 20 1493 1783 6 6
2708 0 29.500000 45.500000 30 46 2673 3510 36 36
2709 0 31.800000 71.900000 32 72 3032 3592 10 10
2710 0 18.000000 42.000000 18 42 2505 2883 1 1
2710 1 32.000000 46.000000 32 46 2537 2887 1 1
2710 2 32.000000 74.000000 32 74 2537 2915 1 1
2710 3 73.000000 23.000000 73 23 2621 2861 1 1
2710 4 73.500000 65.500000 74 66 2622 2907 2 2
2710 5 73.500000 74.000000 74 74 2622 2915 6 6
2710 6 92.857143 44.285714 93 44 2644 2885 14 14
2710 7 93.000000 41.000000 93 41 2644 2882 1 1
2710 8 122.000000 46.000000 122 46 2673 2887 1 1
2711 0 57.611111 21.222222 58 21 1145 1493 18 18
2712 0 31.428571 54.428571 31 54 2349 2682 35 35
2713 0 45.500000 23.000000 46 23 1714 1757 12 12
2714 0 10.000000 14.000000 10 14 2216 2576 1 1
2714 1 63.000000 13.500000 63 14 2339 2576 6 6
2715 0 58.000000 15.575758 58 16 1562 2164 33 33
2716 0 39.000000 28.000000 39 28 2352 2673 15 15
2717 0 66.000000 24.500000 66 24 2802 3028 2 2
2718 0 8.500000 1.500000 8 2 853 571 16 16
2719 0 62.923077 29.692308 63 30 2039 2510 13 13
2720 0 49.714286 37.428571 50 37 2228 2644 7 7
2721 0 23.000000 46.000000 23 46 1551 1961 1 1
2721 1 41.000000 23.000000 41 23 1592 1923 1 1
2721 2 61.000000 23.000000 61 23 1612 1923 1 1
2721 3 67.000000 23.000000 67 23 1634 1923 1 1
2721 4 67.000000 46.000000 67 46 1634 1961 1 1
2721 5 71.000000 46.500000 71 46 1638 1961 2 2
2721 6 87.000000 23.000000 87 23 1687 1923 1 1
2721 7 88.000000 46.000000 88 46 1688 1961 1 1
2721 8 89.000000 23.000000 89 23 1689 1923 1 1
2721 9 91.666667 23.333333 92 23 1692 1923 3 3
2721 10 92.000000 46.000000 92 46 1692 1961 1 1
2721 11 108.500000 23.000000 108 23 1720 1923 2 2
2721 12 108.000000 46.000000 108 46 1720 1961 1 1
2722 0 48.000000 20.000000 48 20 1525 1958 15 15
2723 0 52.000000 56.500000 52 56 2595 3293 18 18
2724 0 33.500000 19.000000 34 19 983 967 12 12
2725 0 26.000000 13.500000 26 14 2777 3449 20 20
2726 0 78.000000 26.000000 78 26 2273 2821 21 21
2727 0 41.500000 26.000000 42 26 2546 3066 6 6
2728 0 45.875000 24.125000 46 24 909 929 8 8
2728 1 46.000000 46.000000 46 46 909 969 1 1
2729 0 44.000000 14.500000 44 14 2588 3106 2 2
2729 1 44.000000 24.000000 44 24 2588 3122 1 1
2729 2 67.500000 55.500000 68 56 2621 3154 2 2
2729 3 68.000000 44.000000 68 44 2621 3142 1 1
2730 0 38.000000 32.000000 38 32 2374 2599 9 9
2731 0 46.333333 25.666667 46 26 2914 3421 3 3
2731 1 58.000000 44.000000 58 44 2938 3440 1 1
2731 2 75.000000 29.000000 75 29 2996 3425 1 1
2732 0 71.000000 0.000000 71 0 1815 1922 1 1
2732 1 76.500000 16.000000 76 16 1819 1963 20 20
2732 2 76.500000 46.500000 76 46 1819 2013 2 2
2732 3 84.000000 16.000000 84 16 1828 1963 1 1
2732 4 85.000000 47.000000 85 47 1829 2014 1 1
2733 0 84.000000 45.500000 84 46 1657 1583 10 10
2734 0 34.500000 33.000000 34 33 1434 1781 20 20
2735 0 30.000000 32.000000 30 32 2358 2574 1 1
2736 0 41.636364 20.909091 42 21 1466 1259 11 11
2737 0 64.000000 20.500000 64 20 2115 2788 30 30
2738 0 3.000000 55.000000 3 55 1587 1683 1 1
2738 1 32.500000 21.500000 32 22 1692 1641 4 4
2738 2 32.800000 49.400000 33 49 1693 1677 5 5
2738 3 33.000000 19.000000 33 19 1693 1638 1 1
2738 4 33.000000 55.000000 33 55 1693 1683 1 1
2738 5 37.000000 55.000000 37 55 1697 1683 1 1
2738 6 45.500000 49.500000 46 50 1719 1678 2 2
2738 7 51.000000 55.000000 51 55 1724 1683 1 1
2738 8 52.000000 50.000000 52 50 1725 1678 1 1
2738 9 83.000000 55.000000 83 55 1763 1683 1 1
2739 0 31.500000 50.500000 32 50 2329 2691 16 16
2740 0 41.068966 37.413793 41 37 2071 2469 29 29
2741 0 23.000000 72.000000 23 72 1581 2024 1 1
2741 1 55.000000 46.500000 55 46 1645 1955 2 2
2741 2 55.000000 72.000000 55 72 1645 2024 1 1
2741 3 66.107143 45.428571 66 45 1657 1954 28 28
2742 0 41.360000 30.560000 41 31 2492 2872 25 25
2742 1 56.000000 30.500000 56 30 2508 2871 12 12
2743 0 73.894737 37.421053 74 37 1531 2003 19 19
2744 0 61.878788 28.393939 62 28 1545 1618 33 33
2745 0 31.500000 5.000000 32 5 1154 1204 6 6
2746 0 87.000000 1.000000 87 1 2889 3179 9 9
2747 0 58.166667 27.523810 58 28 2407 2810 42 42
2747 1 82.000000 28.000000 82 28 2440 2810 1 1
2747 2 126.000000 28.000000 126 28 2514 2810 1 1
2748 0 82.000000 34.000000 82 34 2505 3061 1 1
2748 1 118.181818 34.500000 118 34 2564 3061 22 22
2749 0 27.000000 33.000000 27 33 2311 2457 1 1
2749 1 27.000000 55.000000 27 55 2311 2480 1 1
2749 2 33.000000 33.000000 33 33 2343 2457 1 1
2749 3 33.000000 55.000000 33 55 2343 2480 1 1
2749 4 33.000000 63.000000 33 63 2343 2488 1 1
2749 5 34.000000 12.500000 34 12 2344 2429 2 2
2750 0 44.500000 40.500000 44 40 637 515 16 16
2751 0 61.418605 38.069767 61 38 2507 2654 43 43
2752 0 44.500000 53.500000 44 54 2803 3125 2 2
2752 1 67.000000 54.000000 67 54 2838 3125 1 1
2752 2 73.000000 37.000000 73 37 2850 3108 1 1
2752 3 73.500000 53.500000 74 54 2851 3125 4 4
2752 4 119.000000 9.000000 119 9 2945 3076 1 1
2752 5 119.500000 53.500000 120 54 2946 3125 4 4
2753 0 24.500000 26.500000 24 26 2074 2233 4 4
2755 0 34.000000 33.500000 34 34 2334 2733 12 12
2756 0 78.000000 38.000000 78 38 2724 3391 9 9
2757 0 39.000000 25.500000 39 26 2073 2417 12 12
2758 0 61.500000 27.000000 62 27 1877 2013 6 6
2758 1 82.571429 27.285714 83 27 1910 2013 7 7
2759 0 29.000000 27.000000 29 27 3007 3358 3 3
2760 0 102.500000 25.777778 102 26 2276 2657 18 18
2761 0 64.410256 106.948718 64 107 3116 3818 39 39
2762 0 91.478261 52.826087 91 53 1914 1874 46 46
2763 0 21.166667 42.666667 21 43 2300 2483 6 6
2764 0 49.250000 21.416667 49 21 1379 1801 36 36
2764 1 57.500000 15.000000 58 15 1390 1771 2 2
2764 2 62.500000 15.000000 62 15 1410 1771 2 2
2765 0 56.000000 20.000000 56 20 1583 1743 9 9
2766 0 52.153846 36.384615 52 36 2690 2993 13 13
2767 0 31.400000 57.200000 31 57 2639 3093 5 5
2767 1 65.000000 57.000000 65 57 2709 3093 1 1
2768 0 43.500000 38.000000 44 38 1671 2076 6 6
2770 0 47.000000 21.000000 47 21 1673 1790 1 1
2770 1 62.879518 33.939759 63 34 1703 1816 83 83
2771 0 33.380952 41.000000 33 41 2114 2206 21 21
2771 1 31.000000 45.000000 31 45 2112 2210 1 1
2771 2 99.000000 41.000000 99 41 2225 2206 1 1
2772 0 27.500000 23.000000 28 23 1471 1854 6 6
2773 0 61.925926 40.796296 62 41 2213 2970 54 54
2773 1 80.500000 9.000000 80 9 2233 2919 6 6
2774 0 27.000000 36.500000 27 36 2175 2370 2 2
2774 1 27.000000 42.500000 27 42 2175 2397 2 2
2774 2 95.000000 37.000000 95 37 2275 2371 1 1
2774 3 95.000000 43.000000 95 43 2275 2398 1 1
2775 0 65.500000 41.500000 66 42 2484 2678 16 16
2775 1 75.000000 41.000000 75 41 2493 2677 1 1
2775 2 75.000000 45.000000 75 45 2493 2681 1 1
2775 3 85.000000 41.000000 85 41 2506 2677 1 1
2775 4 133.000000 41.000000 133 41 2578 2677 1 1
2776 0 55.000000 19.000000 55 19 1673 2233 1 1
2777 0 85.500000 20.500000 86 20 2203 2606 64 64
2778 0 38.000000 0.500000 38 0 1704 1860 2 2
2779 0 26.666667 29.333333 27 29 2457 2700 3 3
2779 1 31.000000 23.000000 31 23 2461 2695 1 1
2779 2 31.000000 29.000000 31 29 2461 2700 1 1
2779 3 35.000000 29.000000 35 29 2465 2700 1 1
2779 4 37.000000 29.000000 37 29 2467 2700 1 1
2779 5 45.000000 29.000000 45 29 2475 2700 1 1
2779 6 62.500000 29.500000 62 30 2535 2701 4 4
2779 7 72.500000 29.500000 72 30 2606 2701 4 4
2779 8 73.000000 42.000000 73 42 2607 2713 1 1
2779 9 73.000000 63.000000 73 63 2607 2773 1 1
2780 0 33.000000 19.000000 33 19 2987 3274 9 9
2781 0 85.000000 36.500000 85 36 2571 3417 30 30
2782 0 78.500000 48.000000 78 48 2135 2206 20 20
2783 0 38.500000 34.000000 38 34 1944 1994 12 12
2784 0 35.800000 31.100000 36 31 2864 3202 20 20
2784 1 35.875000 22.125000 36 22 2864 3173 8 8
2784 2 45.000000 21.000000 45 21 2878 3172 1 1
2784 3 45.000000 29.000000 45 29 2878 3200 1 1
2784 4 45.000000 33.000000 45 33 2878 3204 1 1
2784 5 55.714286 21.857143 56 22 2889 3173 7 7
2784 6 56.200000 29.400000 56 29 2889 3200 5 5
2784 7 55.000000 33.000000 55 33 2888 3204 1 1
2784 8 60.666667 29.666667 61 30 2894 3201 3 3
2784 9 61.000000 33.000000 61 33 2894 3204 1 1
2785 0 73.000000 23.000000 73 23 1200 822 1 1
2785 1 105.000000 23.000000 105 23 1255 822 9 9
2786 0 28.500000 19.000000 28 19 2178 2951 6 6
2786 1 29.000000 30.000000 29 30 2179 2976 1 1
2786 2 94.000000 19.500000 94 20 2308 2952 2 2
2786 3 94.000000 30.000000 94 30 2308 2976 1 1
2787 0 63.000000 1.500000 63 2 2879 3167 20 20
2788 0 46.500000 16.500000 46 16 2204 2796 2 2
2788 1 46.800000 30.600000 47 31 2205 2811 5 5
2788 2 46.666667 37.166667 47 37 2205 2817 6 6
2788 3 79.500000 21.750000 80 22 2241 2802 4 4
2789 0 6.000000 54.000000 6 54 2273 2839 25 25
2790 0 31.388889 33.555556 31 34 1336 1279 18 18
2791 0 45.076923 34.884615 45 35 609 584 26 26
2791 1 83.000000 35.000000 83 35 764 584 1 1
2792 0 106.916667 92.083333 107 92 3186 3688 24 24
2793 0 44.000000 22.000000 44 22 2037 2336 1 1
2793 1 46.000000 22.000000 46 22 2039 2336 1 1
2793 2 69.500000 22.000000 70 22 2103 2336 2 2
2794 0 18.000000 8.000000 18 8 2179 2157 1 1
2795 0 93.000000 12.500000 93 12 1585 1620 6 6
2796 0 32.666667 24.333333 33 24 2513 2908 3 3
2797 0 47.875000 33.125000 48 33 2492 2712 8 8
2798 0 15.000000 27.000000 15 27 1812 1996 1 1
2798 1 53.000000 27.500000 53 28 1905 1997 2 2
2798 2 53.000000 32.000000 53 32 1905 2011 1 1
2799 0 68.981818 57.909091 69 58 2059 2715 55 55
2800 0 7.000000 31.000000 7 31 397 390 1 1
2800 1 104.500000 48.000000 104 48 750 551 12 12
2802 0 31.872340 59.893617 32 60 1067 1510 47 47
2803 0 63.612903 34.935484 64 35 2125 2745 31 31
2804 0 58.500000 52.000000 58 52 2602 2817 6 6
2805 0 58.000000 42.000000 58 42 1768 2287 1 1
2805 1 63.142857 36.714286 63 37 1773 2281 7 7
2805 2 63.363636 42.090909 63 42 1773 2287 11 11
2805 3 63.000000 33.000000 63 33 1773 2277 1 1
