event_id blob_id cy cx iy ix y_strip x_strip area real_area
2323 1 30.694915 39.593220 31 40 1723 2159 59 59
2323 2 58.200000 66.400000 58 66 1768 2209 5 5
2323 3 58.800000 44.800000 59 45 1769 2164 5 5
2324 0 37.500000 8.500000 38 8 1202 1074 40 40
2325 0 61.563636 30.054545 62 30 2646 3273 55 55
2326 0 34.000000 53.000000 34 53 1009 1282 1 1
2326 1 36.769231 53.461538 37 53 1012 1282 13 13
2327 0 31.937500 47.187500 32 47 2690 3060 16 16
2328 0 68.000000 22.000000 68 22 1300 1654 5 5
2328 1 68.000000 37.500000 68 38 1300 1686 2 2
2329 0 66.000000 38.500000 66 38 2655 3278 2 2
2330 0 20.000000 40.000000 20 40 747 786 1 1
2331 0 61.929688 29.156250 62 29 2715 3013 128 128
2332 0 129.500000 30.500000 130 30 1352 1781 48 48
2334 0 44.000000 23.000000 44 23 677 728 3 3
2335 0 84.500000 29.000000 84 29 1467 1248 6 6
2336 0 18.000000 14.000000 18 14 2393 2821 1 1
2336 1 53.000000 15.500000 53 16 2488 2823 20 20
2336 2 60.800000 15.400000 61 15 2508 2822 10 10
2336 3 77.000000 15.000000 77 15 2524 2822 1 1
2337 0 38.500000 21.500000 38 22 1516 1266 16 16
2338 0 33.500000 30.000000 34 30 617 607 12 12
2338 1 133.000000 73.000000 133 73 779 716 1 1
2338 2 159.500000 73.500000 160 74 865 717 4 4
2339 0 9.500000 16.000000 10 16 1820 2201 6 6
2339 1 9.000000 23.000000 9 23 1819 2208 1 1
2339 2 78.250000 22.500000 78 22 1922 2207 16 16
2339 3 78.777778 16.444444 79 16 1923 2201 9 9
2339 4 78.583333 43.416667 79 43 1923 2262 12 12
2339 5 78.000000 2.000000 78 2 1922 2188 1 1
2339 6 82.500000 16.500000 82 16 1926 2201 2 2
2339 7 82.333333 22.666667 82 23 1926 2208 3 3
2339 8 138.000000 22.000000 138 22 1989 2207 1 1
2340 0 30.000000 39.000000 30 39 738 837 9 9
2340 1 30.500000 21.500000 30 22 738 813 2 2
2340 2 55.000000 39.000000 55 39 787 837 1 1
2341 0 58.421053 34.894737 58 35 2741 3253 19 19
2342 0 64.500000 30.500000 64 30 1907 2337 16 16
2343 0 121.000000 91.000000 121 91 1329 1218 3 3
2344 0 22.500000 4.000000 22 4 1767 2160 20 20
2345 0 15.500000 55.000000 16 55 1200 1494 4 4
2345 1 15.000000 53.000000 15 53 1199 1492 1 1
2345 2 16.000000 34.000000 16 34 1200 1460 1 1
2345 3 50.166667 36.833333 50 37 1245 1463 6 6
2345 4 50.000000 53.500000 50 54 1245 1493 12 12
2345 5 50.000000 24.000000 50 24 1245 1436 1 1
2345 6 50.000000 34.000000 50 34 1245 1460 1 1
2345 7 58.285714 37.000000 58 37 1252 1463 7 7
2345 8 58.666667 53.666667 59 54 1253 1493 3 3
2345 9 69.000000 37.000000 69 37 1272 1463 1 1
2345 10 77.000000 53.000000 77 53 1280 1492 1 1
2345 11 78.000000 34.000000 78 34 1281 1460 1 1
2346 0 15.000000 1.000000 15 1 1482 1472 1 1
2346 1 59.500000 1.000000 60 1 1579 1472 2 2
2347 0 7.068966 87.586207 7 88 2585 2711 29 29
2347 1 7.000000 33.000000 7 33 2585 2637 1 1
2347 2 8.000000 36.000000 8 36 2586 2640 1 1
2348 0 47.500000 14.000000 48 14 2204 2414 2 2
2349 0 0.600000 2.200000 1 2 1211 1645 5 5
2349 1 1.000000 20.000000 1 20 1211 1686 9 9
2349 2 35.000000 1.333333 35 1 1309 1644 3 3
2349 3 35.714286 20.500000 36 20 1310 1686 14 14
2349 4 48.800000 19.900000 49 20 1332 1686 10 10
2349 5 48.000000 2.000000 48 2 1331 1645 1 1
2350 0 66.000000 60.000000 66 60 2378 2569 1 1
2350 1 67.000000 75.000000 67 75 2379 2591 1 1
2350 2 91.068966 56.413793 91 56 2428 2565 29 29
2350 3 121.000000 75.000000 121 75 2494 2591 1 1
2350 4 122.000000 60.000000 122 60 2495 2569 1 1
2350 5 125.200000 59.900000 125 60 2498 2569 10 10
2350 6 125.000000 75.000000 125 75 2498 2591 1 1
2350 7 156.000000 60.000000 156 60 2540 2569 1 1
2350 8 178.000000 56.000000 178 56 2565 2565 1 1
2350 9 178.000000 60.000000 178 60 2565 2569 1 1
2350 10 202.000000 56.000000 202 56 2635 2565 1 1
2351 0 60.000000 42.000000 60 42 1808 2467 1 1
2351 1 82.387097 53.435484 82 53 1836 2485 62 62
2352 0 88.000000 7.500000 88 8 1650 1874 30 30
2353 0 57.000000 56.000000 57 56 2703 3032 1 1
2354 0 75.290323 66.612903 75 67 1151 839 31 31
2354 1 75.500000 2.500000 76 2 1152 769 2 2
2354 2 75.000000 17.000000 75 17 1151 784 1 1
2354 3 76.000000 32.000000 76 32 1152 799 1 1
2355 0 29.574468 46.574468 30 47 875 1105 47 47
2356 0 33.000000 24.000000 33 24 2615 2851 25 25
2357 0 33.000000 40.500000 33 40 625 524 20 20
2357 1 77.666667 40.666667 78 41 698 525 3 3
2358 0 54.000000 34.500000 54 34 1430 1220 12 12
2359 0 9.000000 37.000000 9 37 1756 1908 9 9
2360 0 81.666667 33.333333 82 33 1026 1317 3 3
2360 1 140.500000 34.000000 140 34 1128 1318 6 6
2360 2 155.000000 33.000000 155 33 1143 1317 1 1
2361 0 34.916667 42.916667 35 43 2964 3569 24 24
2361 1 85.000000 43.000000 85 43 3032 3569 25 25
2362 0 49.500000 16.000000 50 16 1752 1895 12 12
2363 0 120.500000 46.500000 120 46 1063 1014 24 24
2363 1 170.500000 39.000000 170 39 1242 997 2 2
2364 0 72.600000 30.828571 73 31 1468 2019 35 35
2364 1 72.589744 50.615385 73 51 1468 2038 39 39
2365 0 62.500000 29.000000 62 29 2276 2570 12 12
2366 0 115.272727 23.409091 115 23 1951 2125 22 22
2367 0 43.500000 40.000000 44 40 1193 1455 12 12
2367 1 71.500000 40.500000 72 40 1228 1455 2 2
2367 2 76.000000 40.000000 76 40 1232 1455 1 1
2368 0 1.000000 15.500000 1 16 1145 886 12 12
2369 0 50.000000 13.000000 50 13 2327 2928 1 1
2369 1 61.352941 22.529412 61 23 2345 2952 17 17
2369 2 83.000000 23.000000 83 23 2366 2952 1 1
2370 0 63.000000 29.888889 63 30 2650 2934 36 36
2371 0 168.521739 104.608696 169 105 1457 1111 23 23
2372 0 183.000000 52.000000 183 52 1157 921 3 3
2373 0 17.000000 34.500000 17 34 2230 3297 2 2
2373 1 43.000000 57.000000 43 57 2283 3329 1 1
2373 2 53.000000 35.000000 53 35 2295 3298 1 1
2373 3 53.000000 57.000000 53 57 2295 3329 1 1
2373 4 57.000000 65.000000 57 65 2299 3351 1 1
2373 5 59.750000 34.500000 60 34 2302 3297 4 4
2373 6 73.000000 34.500000 73 34 2328 3297 6 6
2373 7 73.000000 31.000000 73 31 2328 3294 1 1
2373 8 73.000000 39.000000 73 39 2328 3302 1 1
2373 9 73.000000 57.000000 73 57 2328 3329 1 1
2373 10 73.000000 65.000000 73 65 2328 3351 1 1
2373 11 77.000000 34.500000 77 34 2332 3297 6 6
2373 12 77.000000 57.500000 77 58 2332 3330 4 4
2373 13 121.000000 65.000000 121 65 2403 3351 1 1
2374 0 23.666667 20.666667 24 21 1672 2041 3 3
2374 1 24.000000 15.000000 24 15 1672 2026 1 1
2375 0 5.000000 40.666667 5 41 689 863 3 3
2375 1 34.500000 9.500000 34 10 747 829 4 4
2376 0 157.500000 53.500000 158 54 1012 809 4 4
2377 0 36.500000 43.000000 36 43 2873 3126 6 6
2377 1 36.000000 47.000000 36 47 2873 3130 1 1
2378 0 73.600000 3.133333 74 3 2883 3479 15 15
2379 0 7.000000 28.000000 7 28 1649 2371 3 3
2379 1 12.500000 28.000000 12 28 1659 2371 12 12
2379 2 62.000000 28.000000 62 28 1789 2371 1 1
2380 0 21.500000 5.500000 22 6 2492 2810 8 8
2381 0 0.500000 38.000000 0 38 1628 2079 6 6
2382 0 114.500000 53.000000 114 53 2538 2646 12 12
2382 1 114.400000 81.400000 114 81 2538 2693 15 15
2383 0 88.500000 21.000000 88 21 1790 1652 6 6
2384 0 51.500000 21.000000 52 21 2454 2948 2 2
2385 0 22.125000 59.875000 22 60 1450 1179 8 8
2386 0 83.375000 34.250000 83 34 1084 1518 8 8
2386 1 89.000000 39.000000 89 39 1090 1523 1 1
2387 0 33.000000 22.500000 33 22 1737 1761 6 6
2388 0 13.000000 63.000000 13 63 1977 2124 1 1
2388 1 43.470588 63.647059 43 64 2040 2125 17 17
2389 0 35.500000 32.500000 36 32 2050 2585 4 4
2389 1 46.000000 32.000000 46 32 2060 2585 1 1
2389 2 62.000000 32.000000 62 32 2089 2585 3 3
2390 0 15.000000 51.000000 15 51 773 1085 1 1
2390 1 16.000000 76.000000 16 76 774 1110 1 1
2390 2 21.000000 52.000000 21 52 783 1086 1 1
2390 3 33.500000 52.000000 34 52 816 1086 22 22
2391 0 27.500000 15.000000 28 15 380 554 20 20
2392 0 47.666667 33.333333 48 33 2188 2486 3 3
2392 1 48.000000 22.000000 48 22 2188 2471 1 1
2392 2 48.000000 46.000000 48 46 2188 2508 1 1
2392 3 57.000000 46.500000 57 46 2254 2508 2 2
2393 0 9.000000 53.000000 9 53 895 621 1 1
2393 1 39.125000 52.125000 39 52 956 620 8 8
2393 2 43.000000 41.000000 43 41 960 609 1 1
2393 3 46.000000 42.000000 46 42 963 610 1 1
2393 4 46.333333 52.666667 46 53 963 621 3 3
2393 5 46.000000 58.000000 46 58 963 628 1 1
2394 0 120.500000 55.000000 120 55 1681 1566 2 2
2395 0 168.400000 58.760000 168 59 998 1277 25 25
2396 0 37.500000 14.500000 38 14 2766 3347 4 4
2397 0 29.000000 1.000000 29 1 1746 1878 1 1
2397 1 29.000000 24.000000 29 24 1746 1930 1 1
2397 2 44.602941 14.764706 45 15 1779 1910 68 68
2398 0 67.000000 33.000000 67 33 2315 2454 35 35
2399 0 32.000000 34.000000 32 34 1666 1745 1 1
2399 1 32.000000 50.000000 32 50 1666 1760 1 1
2399 2 52.250000 50.250000 52 50 1692 1760 4 4
2399 3 54.000000 34.000000 54 34 1694 1745 1 1
2399 4 64.500000 33.500000 64 34 1706 1745 2 2
2401 0 30.500000 24.500000 30 24 966 768 8 8
2402 0 79.400000 63.800000 79 64 2056 2228 5 5
2402 1 147.000000 63.000000 147 63 2166 2227 1 1
2403 0 2.000000 24.000000 2 24 1948 2025 1 1
2403 1 3.000000 51.000000 3 51 1949 2067 1 1
2404 0 22.000000 31.000000 22 31 1977 2573 15 15
2405 0 8.000000 74.000000 8 74 883 1116 1 1
2405 1 29.000000 75.000000 29 75 906 1117 1 1
2405 2 69.243590 74.538462 69 75 956 1117 78 78
2406 0 78.714286 13.000000 79 13 1626 1610 7 7
2407 0 39.166667 31.916667 39 32 1465 1949 12 12
2408 0 22.000000 68.000000 22 68 1583 1941 1 1
2408 1 22.000000 78.000000 22 78 1583 1962 1 1
2408 2 59.000000 67.142857 59 67 1620 1940 28 28
2408 3 58.500000 77.875000 58 78 1619 1962 8 8
2408 4 58.500000 18.500000 58 18 1619 1890 2 2
2408 5 71.000000 57.000000 71 57 1632 1930 1 1
2408 6 94.000000 78.000000 94 78 1697 1962 1 1
2409 0 77.000000 24.000000 77 24 3030 3397 25 25
2410 0 64.000000 25.000000 64 25 1219 1026 3 3
2410 1 64.000000 31.000000 64 31 1219 1032 7 7
2411 0 110.000000 29.500000 110 30 1019 872 6 6
2411 1 110.333333 68.333333 110 68 1019 969 3 3
2411 2 127.000000 29.000000 127 29 1053 871 1 1
2411 3 157.000000 29.000000 157 29 1117 871 1 1
2411 4 169.000000 29.000000 169 29 1129 871 1 1
2411 5 194.000000 68.000000 194 68 1154 969 1 1
2411 6 195.000000 29.000000 195 29 1155 871 1 1
2411 7 227.800000 29.400000 228 29 1211 871 5 5
2411 8 244.000000 52.500000 244 52 1233 936 2 2
2411 9 246.000000 50.500000 246 50 1235 934 2 2
2411 10 246.000000 53.000000 246 53 1235 937 1 1
2411 11 264.500000 29.500000 264 30 1257 872 2 2
2411 12 347.500000 29.500000 348 30 1451 872 4 4
2412 0 64.064516 36.387097 64 36 1804 2304 31 31
2413 0 14.227273 48.318182 14 48 2224 3184 22 22
2413 1 73.000000 49.000000 73 49 2382 3185 1 1
2414 0 80.000000 96.000000 80 96 860 621 1 1
2414 1 187.200000 96.100000 187 96 1001 621 10 10
2415 0 52.500000 22.500000 52 22 1125 993 24 24
2416 0 65.000000 27.000000 65 27 1697 1823 1 1
2416 1 81.538462 27.153846 82 27 1732 1823 13 13
2417 0 63.062500 43.812500 63 44 1841 1870 16 16
2418 0 85.718750 51.937500 86 52 1341 1257 32 32
2418 1 117.000000 27.000000 117 27 1378 1206 1 1
2418 2 117.000000 93.000000 117 93 1378 1371 1 1
2418 3 132.000000 28.000000 132 28 1473 1207 1 1
2418 4 132.500000 93.000000 132 93 1473 1371 6 6
2418 5 141.000000 93.000000 141 93 1544 1371 1 1
2419 0 61.500000 40.000000 62 40 1771 1894 2 2
2420 0 147.000000 75.000000 147 75 1261 1293 1 1
2420 1 156.000000 75.500000 156 76 1286 1294 6 6
2421 0 56.000000 49.500000 56 50 1722 2161 6 6
2422 0 164.000000 86.500000 164 86 1353 973 12 12
2422 1 176.000000 86.000000 176 86 1379 973 1 1
2422 2 202.500000 63.500000 202 64 1425 932 8 8
2423 0 48.000000 45.500000 48 46 1396 1217 2 2
2424 0 58.000000 19.500000 58 20 2409 2683 20 20
2425 0 33.000000 32.000000 33 32 1729 1859 1 1
2425 1 45.675676 11.243243 46 11 1756 1827 37 37
2425 2 70.000000 32.000000 70 32 1785 1859 1 1
2426 0 43.000000 25.000000 43 25 2091 2126 9 9
2426 1 91.000000 20.000000 91 20 2154 2111 1 1
2427 0 97.500000 70.000000 98 70 1724 1748 18 18
2428 0 52.000000 48.000000 52 48 1124 1413 1 1
2428 1 63.421053 71.894737 63 72 1135 1444 19 19
2428 2 80.285714 27.000000 80 27 1166 1390 7 7
2428 3 80.000000 42.000000 80 42 1166 1407 1 1
2428 4 80.000000 48.000000 80 48 1166 1413 1 1
2428 5 85.000000 27.000000 85 27 1173 1390 1 1
2428 6 85.500000 48.500000 86 48 1174 1413 2 2
2428 7 86.000000 42.000000 86 42 1174 1407 1 1
2428 8 89.000000 47.000000 89 47 1177 1412 1 1
2428 9 129.000000 27.000000 129 27 1228 1390 1 1
2429 0 57.500000 31.500000 58 32 2961 3752 4 4
2430 0 50.000000 38.000000 50 38 2627 3172 1 1
2430 1 111.000000 38.000000 111 38 2708 3172 9 9
2431 0 40.000000 16.500000 40 16 2246 3062 6 6
2432 0 74.500000 5.000000 74 5 2295 3196 30 30
2433 0 31.000000 31.000000 31 31 2572 2954 1 1
2433 1 31.000000 45.000000 31 45 2572 2968 1 1
2433 2 42.000000 52.000000 42 52 2602 2991 1 1
2433 3 58.000000 45.000000 58 45 2617 2968 9 9
2433 4 58.000000 52.000000 58 52 2617 2991 1 1
2433 5 89.035088 16.631579 89 17 2663 2923 57 57
2434 0 70.714286 21.500000 71 22 1309 1690 14 14
2434 1 84.000000 28.000000 84 28 1322 1703 1 1
2435 0 8.500000 25.500000 8 26 1547 1400 48 48
2436 0 45.500000 45.500000 46 46 1696 1675 4 4
2436 1 47.000000 25.000000 47 25 1697 1630 1 1
2436 2 59.000000 45.500000 59 46 1720 1675 2 2
2436 3 70.000000 46.000000 70 46 1738 1675 1 1
2436 4 74.695652 24.913043 75 25 1743 1630 23 23
2436 5 74.000000 12.000000 74 12 1742 1601 1 1
2436 6 83.000000 45.000000 83 45 1752 1674 1 1
2436 7 101.000000 24.500000 101 24 1798 1629 30 30
2437 0 54.000000 27.000000 54 27 2168 2692 9 9
2438 0 44.000000 26.800000 44 27 2704 3082 10 10
2439 0 49.916667 49.916667 50 50 2522 3064 24 24
2440 0 32.333333 10.666667 32 11 2166 2291 3 3
2441 0 52.000000 6.000000 52 6 1769 1714 9 9
2441 1 64.500000 6.000000 64 6 1795 1714 6 6
2442 0 5.666667 0.333333 6 0 2447 2873 3 3
2442 1 57.090909 1.454545 57 1 2559 2874 11 11
2443 0 83.800000 27.900000 84 28 1156 784 10 10
2444 0 23.500000 25.500000 24 26 1617 1900 4 4
2444 1 35.500000 25.000000 36 25 1640 1899 2 2
2444 2 59.000000 25.000000 59 25 1663 1899 1 1
2444 3 66.500000 25.500000 66 26 1670 1900 4 4
2444 4 90.000000 25.125000 90 25 1694 1899 8 8
2444 5 90.000000 12.000000 90 12 1694 1844 1 1
2445 0 11.000000 75.000000 11 75 1856 2210 9 9
2445 1 42.000000 31.000000 42 31 1935 2151 1 1
2445 2 63.000000 75.000000 63 75 2003 2210 1 1
2446 0 41.197674 22.476744 41 22 1160 1065 86 86
2447 0 35.500000 13.500000 36 14 1531 2283 4 4
2447 1 96.000000 14.000000 96 14 1708 2283 1 1
2447 2 131.400000 13.800000 131 14 1767 2283 5 5
2447 3 136.400000 13.800000 136 14 1774 2283 5 5
2447 4 141.000000 13.500000 141 14 1781 2283 2 2
2448 0 29.338710 46.887097 29 47 784 1071 62 62
2448 1 41.375000 44.250000 41 44 796 1068 8 8
2448 2 41.000000 47.000000 41 47 796 1071 1 1
2448 3 41.800000 50.600000 42 51 797 1075 5 5
2448 4 55.000000 47.000000 55 47 822 1071 1 1
2448 5 61.000000 47.000000 61 47 828 1071 1 1
2448 6 73.000000 47.000000 73 47 840 1071 1 1
2448 7 75.000000 47.000000 75 47 842 1071 1 1
2449 0 48.000000 44.000000 48 44 2457 3428 3 3
2450 0 29.000000 55.000000 29 55 1245 1170 9 9
2451 0 122.000000 32.000000 122 32 1679 1972 81 81
2452 0 40.250000 18.000000 40 18 2193 2491 4 4
2452 1 40.000000 32.000000 40 32 2193 2518 1 1
2453 0 33.000000 9.000000 33 9 2774 3190 1 1
2453 1 55.500000 35.500000 56 36 2807 3247 2 2
2453 2 56.000000 2.000000 56 2 2807 3183 1 1
2453 3 56.000000 10.000000 56 10 2807 3191 1 1
2453 4 56.000000 24.000000 56 24 2807 3223 1 1
2453 5 63.142857 35.476190 63 35 2815 3246 21 21
2453 6 62.909091 24.636364 63 25 2815 3224 11 11
2453 7 63.000000 9.000000 63 9 2815 3190 1 1
2453 8 93.105263 35.578947 93 36 2893 3247 19 19
2453 9 93.000000 9.000000 93 9 2893 3190 1 1
2453 10 93.000000 26.000000 93 26 2893 3225 1 1
2453 11 94.000000 2.000000 94 2 2894 3183 1 1
2453 12 94.000000 24.000000 94 24 2894 3223 1 1
2454 0 63.000000 61.000000 63 61 979 957 1 1
2454 1 76.000000 26.000000 76 26 1007 910 9 9
2454 2 76.333333 61.333333 76 61 1007 957 3 3
2454 3 163.000000 61.500000 163 62 1124 958 2 2
2455 0 43.935484 46.951613 44 47 2435 2706 62 62
2456 0 41.666667 30.666667 42 31 1958 2351 3 3
2457 0 82.000000 20.000000 82 20 1451 1564 35 35
2458 0 107.500000 21.000000 108 21 2534 2833 6 6
2459 0 18.500000 36.000000 18 36 1452 1482 6 6
2460 0 41.000000 42.000000 41 42 1657 1739 1 1
2460 1 45.631579 39.973684 46 40 1662 1737 38 38
2461 0 31.000000 5.000000 31 5 2662 3356 1 1
2461 1 76.500000 5.000000 76 5 2776 3356 2 2
2462 0 109.500000 19.500000 110 20 2310 2587 4 4
2463 0 18.000000 31.500000 18 32 1480 1417 12 12
2464 0 42.000000 57.500000 42 58 1013 899 6 6
2464 1 42.000000 28.000000 42 28 1013 852 1 1
2464 2 50.500000 57.500000 50 58 1028 899 2 2
2464 3 50.500000 67.500000 50 68 1028 910 2 2
2464 4 51.000000 21.000000 51 21 1029 843 1 1
2464 5 51.000000 29.000000 51 29 1029 853 1 1
2464 6 105.000000 67.000000 105 67 1105 909 1 1
2465 0 41.500000 35.000000 42 35 2842 3616 2 2
2467 0 13.500000 20.500000 14 20 2822 3177 4 4
2468 0 67.500000 17.000000 68 17 2787 3470 2 2
2468 1 68.000000 50.000000 68 50 2787 3539 1 1
2469 0 119.000000 39.000000 119 39 1791 2417 15 15
2471 0 31.500000 22.500000 32 22 2575 3011 4 4
2471 1 36.500000 22.500000 36 22 2580 3011 4 4
2472 0 33.000000 46.500000 33 46 1125 1017 54 54
2473 0 21.000000 12.000000 21 12 2812 3435 1 1
2474 0 10.000000 1.500000 10 2 626 620 12 12
2475 0 13.000000 39.000000 13 39 2072 2301 1 1
2475 1 84.000000 46.000000 84 46 2178 2326 1 1
2475 2 95.000000 39.000000 95 39 2205 2301 1 1
2475 3 108.500000 52.000000 108 52 2230 2332 30 30
2475 4 129.076923 51.923077 129 52 2251 2332 13 13
2476 0 57.500000 27.500000 58 28 731 492 16 16
2476 1 141.000000 39.000000 141 39 988 503 1 1
2477 0 32.000000 44.000000 32 44 693 525 1 1
2477 1 81.000000 19.000000 81 19 845 491 1 1
2477 2 81.000000 23.000000 81 23 845 495 1 1
2477 3 89.000000 33.000000 89 33 869 510 1 1
2477 4 134.000000 44.000000 134 44 1019 525 1 1
2478 0 22.000000 49.000000 22 49 1144 929 9 9
2478 1 38.500000 48.500000 38 48 1160 928 2 2
2478 2 90.000000 48.000000 90 48 1236 928 1 1
2479 0 15.000000 67.000000 15 67 2016 2570 1 1
2479 1 47.000000 61.000000 47 61 2072 2542 1 1
2479 2 67.666667 29.333333 68 29 2099 2501 3 3
2479 3 67.900000 41.800000 68 42 2099 2514 10 10
2479 4 68.000000 38.000000 68 38 2099 2510 1 1
2479 5 72.000000 42.000000 72 42 2103 2514 1 1
2479 6 73.000000 67.000000 73 67 2104 2570 1 1
2480 0 45.500000 40.000000 46 40 2729 3086 72 72
2480 1 77.736842 39.973684 78 40 2782 3086 76 76
2481 0 56.000000 37.500000 56 38 1984 2423 6 6
2482 0 29.000000 36.000000 29 36 949 762 1 1
2482 1 82.000000 36.000000 82 36 1083 762 1 1
2482 2 140.000000 66.500000 140 66 1179 855 28 28
2482 3 179.500000 66.500000 180 66 1247 855 8 8
2483 0 35.000000 19.500000 35 20 1200 1592 30 30
2484 0 117.000000 28.500000 117 28 1620 1475 42 42
2485 0 46.380952 55.000000 46 55 2492 2766 21 21
2485 1 72.666667 12.333333 73 12 2524 2708 3 3
2486 0 37.000000 13.000000 37 13 1571 1492 1 1
2486 1 37.000000 23.000000 37 23 1571 1513 1 1
2486 2 57.000000 13.000000 57 13 1598 1492 1 1
2486 3 58.333333 22.666667 58 23 1599 1513 3 3
2486 4 67.000000 13.000000 67 13 1608 1492 9 9
2486 5 67.000000 22.500000 67 22 1608 1512 6 6
2486 6 77.000000 23.000000 77 23 1619 1513 1 1
2489 0 50.000000 24.000000 50 24 2952 3369 1 1
2490 0 51.000000 25.000000 51 25 2903 3578 1 1
2490 1 61.500000 25.000000 62 25 2915 3578 2 2
2490 2 67.000000 25.000000 67 25 2930 3578 1 1
2490 3 75.000000 25.000000 75 25 2946 3578 1 1
2491 0 22.500000 21.500000 22 22 1914 2468 24 24
2492 0 63.500000 40.000000 64 40 1534 1551 6 6
2492 1 64.000000 22.000000 64 22 1534 1515 1 1
2493 0 66.857143 27.928571 67 28 1529 1742 14 14
2494 0 41.000000 23.000000 41 23 1548 1398 1 1
2494 1 45.500000 23.000000 46 23 1554 1398 6 6
2495 0 81.000000 32.000000 81 32 1643 1821 81 81
2496 0 68.000000 21.000000 68 21 2703 3220 9 9
2496 1 90.000000 21.000000 90 21 2772 3220 1 1
2497 0 30.000000 10.500000 30 10 1717 1705 12 12
2498 0 56.500000 62.000000 56 62 1523 1596 2 2
2499 0 6.000000 16.000000 6 16 1508 1576 1 1
2499 1 7.000000 26.000000 7 26 1509 1611 9 9
2500 0 37.038462 85.884615 37 86 1219 1110 26 26
2501 0 48.500000 34.000000 48 34 2634 3227 6 6
2502 0 45.500000 100.000000 46 100 3121 3785 6 6
2503 0 52.500000 39.500000 52 40 1689 1612 4 4
2504 0 68.500000 34.000000 68 34 1734 1556 6 6
2504 1 90.000000 34.000000 90 34 1771 1556 1 1
2505 0 36.500000 51.000000 36 51 774 1078 22 22
2506 0 28.000000 20.000000 28 20 443 602 1 1
2506 1 102.500000 29.500000 102 30 810 682 4 4
2506 2 122.666667 19.666667 123 20 843 602 3 3
2507 0 18.000000 1.500000 18 2 696 837 20 20
2507 1 24.500000 31.000000 24 31 771 909 6 6
2507 2 41.000000 31.000000 41 31 817 909 1 1
2507 3 73.000000 31.000000 73 31 864 909 1 1
2508 0 17.000000 11.000000 17 11 2520 3096 1 1
2508 1 26.000000 11.000000 26 11 2531 3096 1 1
2508 2 30.000000 11.000000 30 11 2536 3096 1 1
2508 3 47.000000 11.000000 47 11 2634 3096 1 1
2509 0 77.000000 38.500000 77 38 1728 1988 6 6
2509 1 103.000000 38.500000 103 38 1771 1988 6 6
2510 0 42.500000 32.500000 42 32 1991 2453 4 4
2510 1 43.000000 47.000000 43 47 1992 2477 1 1
2511 0 74.500000 3.000000 74 3 2792 3631 20 20
2512 0 0.666667 48.333333 1 48 1294 1321 3 3
2512 1 33.500000 1.000000 34 1 1337 1185 12 12
2512 2 33.500000 48.500000 34 48 1337 1321 16 16
2512 3 81.400000 1.200000 81 1 1444 1185 5 5
2512 4 81.500000 48.000000 82 48 1445 1321 6 6
2512 5 154.538462 48.153846 155 48 1585 1321 13 13
2512 6 155.000000 1.000000 155 1 1585 1185 1 1
2513 0 57.000000 36.000000 57 36 2447 3184 1 1
2513 1 82.500000 36.000000 82 36 2481 3184 2 2
2514 0 64.678571 35.892857 65 36 1843 1902 28 28
2515 0 68.500000 32.500000 68 32 3064 3548 4 4
2516 0 52.923077 24.307692 53 24 2444 2903 13 13
2517 0 88.000000 28.000000 88 28 1743 1608 25 25
2518 0 46.500000 40.000000 46 40 1236 1581 2 2
2518 1 80.000000 40.000000 80 40 1292 1581 1 1
2519 0 44.000000 16.000000 44 16 2217 2670 1 1
2519 1 59.333333 16.333333 59 16 2246 2670 3 3
2520 0 88.000000 6.000000 88 6 2935 3274 1 1
2521 0 36.900000 24.800000 37 25 648 820 10 10
2521 1 47.000000 24.636364 47 25 662 820 11 11
2522 0 51.000000 72.500000 51 72 1281 1096 36 36
2523 0 53.000000 37.000000 53 37 3121 3620 63 63
2524 0 43.000000 16.000000 43 16 1312 1841 9 9
2525 0 24.600000 27.800000 25 28 1529 1592 5 5
2525 1 25.000000 30.000000 25 30 1529 1594 1 1
2525 2 27.000000 30.000000 27 30 1531 1594 1 1
2525 3 34.000000 32.000000 34 32 1541 1596 1 1
2525 4 35.000000 27.000000 35 27 1542 1591 1 1
2525 5 55.000000 15.000000 55 15 1583 1568 1 1
2525 6 55.500000 27.500000 56 28 1584 1592 2 2
2525 7 56.000000 25.000000 56 25 1584 1589 1 1
2525 8 56.000000 32.000000 56 32 1584 1596 1 1
2525 9 57.000000 30.000000 57 30 1585 1594 1 1
2525 10 58.000000 26.000000 58 26 1586 1590 1 1
2525 11 66.000000 0.500000 66 0 1613 1552 2 2
2525 12 87.000000 1.000000 87 1 1676 1553 1 1
2526 0 79.000000 57.000000 79 57 2020 2428 1 1
2526 1 95.000000 30.000000 95 30 2036 2385 1 1
2526 2 95.000000 57.000000 95 57 2036 2428 1 1
2527 0 9.000000 37.000000 9 37 1546 2597 1 1
2527 1 97.000000 37.000000 97 37 1725 2597 1 1
2527 2 115.500000 37.000000 116 37 1760 2597 2 2
2527 3 149.500000 37.000000 150 37 1803 2597 2 2
2527 4 172.000000 56.000000 172 56 1835 2620 9 9
2527 5 172.000000 37.000000 172 37 1835 2597 1 1
2527 6 273.000000 37.000000 273 37 2019 2597 1 1
2528 0 65.000000 61.000000 65 61 2762 2972 1 1
2528 1 92.571429 60.571429 93 61 2801 2972 35 35
2529 0 22.041667 54.958333 22 55 2394 2589 120 120
