Event_ID	2D_hit_ID	Hit_center_U_strip_ID	Hit_center_V_strip_ID
179	15	2251	1880
179	16	2251	1911
179	17	2251	1928
179	18	2251	1933
179	19	2251	1940.5
180	0	2035	1875.5
180	1	2035	1879
180	2	2035	1908.5
180	3	2035	1912
180	4	2035	1920
180	5	2035	1944
180	6	2038	1875.5
180	7	2038	1879
180	8	2038	1908.5
180	9	2038	1912
180	10	2038	1920
180	11	2038	1944
180	12	2069	1908.5
180	13	2069	1912
180	14	2069	1920
180	15	2069	1944
180	16	2069	1977
180	17	2069	1980.5
180	18	2096	1908.5
180	19	2096	1912
180	20	2096	1920
180	21	2096	1944
180	22	2096	1977
180	23	2096	1980.5
181	0	857	1019
181	1	857	1034.5
181	2	857	1044
181	3	857	1051.5
181	4	857	1057.5
181	5	878	1019
181	6	878	1034.5
181	7	878	1044
181	8	878	1051.5
181	9	878	1057.5
181	10	878	1074
181	11	896.5	1019
181	12	896.5	1034.5
181	13	896.5	1044
181	14	896.5	1051.5
181	15	896.5	1057.5
181	16	896.5	1074
181	17	934.5	1019
181	18	934.5	1034.5
181	19	934.5	1044
181	20	934.5	1051.5
181	21	934.5	1057.5
181	22	934.5	1074
181	23	967	1034.5
181	24	967	1044
181	25	967	1051.5
181	26	967	1057.5
181	27	967	1074
181	28	967	1124
181	29	975	1044
181	30	975	1051.5
181	31	975	1057.5
181	32	975	1074
181	33	975	1124
184	0	3252.5	2748.5
184	1	3252.5	2813
184	2	3359.5	2813
184	3	3359.5	2855.5
184	4	3359.5	2861
184	5	3359.5	2873.5
184	6	3359.5	2874.5
184	7	3359.5	2900
185	0	3557	2994
185	1	3557	3036
185	2	3604	2958.5
185	3	3604	2962
185	4	3604	2994
185	5	3604	3036
185	6	3604	3126.5
185	7	3620.5	2943.5
185	8	3620.5	2958.5
185	9	3620.5	2962
185	10	3620.5	2994
185	11	3620.5	3036
185	12	3620.5	3126.5
185	13	3625.5	2943.5
185	14	3625.5	2958.5
185	15	3625.5	2962
185	16	3625.5	2994
185	17	3625.5	3036
185	18	3625.5	3126.5
185	19	3630.5	2943.5
185	20	3630.5	2958.5
185	21	3630.5	2962
185	22	3630.5	2994
185	23	3630.5	3036
185	24	3630.5	3126.5
185	25	3658	2931
185	26	3658	2943.5
185	27	3658	2958.5
185	28	3658	2962
185	29	3658	2994
185	30	3658	3036
185	31	3658	3126.5
185	32	3691	2914
185	33	3691	2931
185	34	3691	2943.5
185	35	3691	2958.5
185	36	3691	2962
185	37	3691	2994
185	38	3691	3036
185	39	3691	3126.5
185	40	3721	2887.5
185	41	3721	2914
185	42	3721	2931
185	43	3721	2943.5
185	44	3721	2958.5
185	45	3721	2962
185	46	3721	2994
185	47	3721	3036
185	48	3721	3126.5
185	49	3786.5	2887.5
185	50	3786.5	2914
185	51	3786.5	2931
185	52	3786.5	2943.5
185	53	3786.5	2958.5
185	54	3786.5	2962
185	55	3786.5	2994
185	56	3786.5	3036
185	57	3786.5	3126.5
185	58	3789	2887.5
185	59	3789	2914
185	60	3789	2931
185	61	3789	2943.5
185	62	3789	2958.5
185	63	3789	2962
185	64	3789	2994
185	65	3789	3036
185	66	3789	3126.5
185	67	3824	2914
185	68	3824	2931
185	69	3824	2943.5
185	70	3824	2958.5
185	71	3824	2962
185	72	3824	2994
185	73	3824	3036
186	0	3106	2536
186	1	3155	2536
186	2	3155	2586.5
187	0	3479.5	3110
187	1	3479.5	3115
187	2	3497.5	3110
187	3	3497.5	3115
187	4	3547	3110
187	5	3547	3115
187	6	3591	3197
188	0	2387	2013.5
188	1	2424.5	2013.5
189	0	997	1132.5
189	1	997	1211.5
189	2	997	1214.5
189	3	1005	1132.5
189	4	1005	1211.5
189	5	1005	1214.5
189	6	1024.5	1211.5
189	7	1024.5	1214.5
189	8	1029	1211.5
189	9	1029	1214.5
189	10	1055	1211.5
189	11	1055	1214.5
189	12	1111	1211.5
189	13	1111	1214.5
189	14	1111	1270.5
190	0	3510.5	2623
190	1	3510.5	2665
190	2	3510.5	2719.5
190	3	3510.5	2725.5
190	4	3519	2665
190	5	3519	2719.5
190	6	3519	2725.5
190	7	3541.5	2665
190	8	3541.5	2719.5
190	9	3541.5	2725.5
190	10	3588	2719.5
190	11	3588	2725.5
190	12	3588	2758.5
191	0	2203.5	1769
191	1	2203.5	1807
191	2	2203.5	1838.5
191	3	2217	1769
191	4	2217	1807
191	5	2217	1838.5
191	6	2224.5	1769
191	7	2224.5	1807
191	8	2224.5	1838.5
191	9	2249	1807
191	10	2249	1838.5
191	11	2249	1865.5
192	0	864	956.5
192	1	864	963
192	2	864	993.5
192	3	902	956.5
192	4	902	963
192	5	902	993.5
192	6	934.5	993.5
192	7	934.5	993.5
193	0	3631	3037.5
193	1	3631	3069
193	2	3631	3107
193	3	3662	3037.5
193	4	3662	3069
193	5	3662	3107
193	6	3773.5	3037.5
193	7	3773.5	3069
193	8	3773.5	3107
193	9	3793	3037.5
193	10	3793	3069
193	11	3793	3107
193	12	3830	3037.5
193	13	3830	3069
193	14	3830	3107
193	15	3842	3037.5
193	16	3842	3069
193	17	3842	3107
194	0	2069	1927
194	1	2138.5	2000.5
194	2	2138.5	2000.5
194	3	2138.5	2012.5
194	4	2186	2000.5
194	5	2186	2000.5
194	6	2186	2012.5
194	7	2186.5	2000.5
194	8	2186.5	2000.5
194	9	2186.5	2012.5
194	10	2187	2000.5
194	11	2187	2000.5
194	12	2187	2012.5
194	13	2211.5	2000.5
194	14	2211.5	2000.5
194	15	2211.5	2012.5
194	16	2211.5	2084.5
195	0	3003	2157.5
195	1	3003	2164.5
195	2	3003	2196
195	3	3003	2222.5
195	4	3003	2229
195	5	3013.5	2157.5
195	6	3013.5	2164.5
195	7	3013.5	2196
195	8	3013.5	2222.5
195	9	3013.5	2229
195	10	3068	2196
195	11	3068	2222.5
195	12	3068	2229
195	13	3068	2266.5
195	14	3091	2196
195	15	3091	2222.5
195	16	3091	2229
195	17	3091	2266.5
196	0	1568	1337.5
196	1	1588	1332
196	2	1588	1337.5
196	3	1600	1332
196	4	1600	1337.5
196	5	1600	1383
196	6	1620	1332
196	7	1620	1337.5
196	8	1620	1383
196	9	1620	1390
196	10	1672.5	1337.5
196	11	1672.5	1383
196	12	1672.5	1390
196	13	1672.5	1403.5
197	0	2464	2069
197	1	2464	2074
197	2	2464	2094.5
197	3	2464	2096.5
197	4	2464	2099.5
197	5	2464	2107
197	6	2464	2118.5
197	7	2464	2135
197	8	2473.5	2069
197	9	2473.5	2074
197	10	2473.5	2094.5
197	11	2473.5	2096.5
197	12	2473.5	2099.5
197	13	2473.5	2107
197	14	2473.5	2118.5
197	15	2473.5	2135
197	16	2498	2094.5
197	17	2498	2096.5
197	18	2498	2099.5
197	19	2498	2107
197	20	2498	2118.5
197	21	2498	2135
197	22	2509	2094.5
197	23	2509	2096.5
197	24	2509	2099.5
197	25	2509	2107
197	26	2509	2118.5
197	27	2509	2135
197	28	2509	2196
197	29	2541	2118.5
197	30	2541	2135
197	31	2541	2196
198	0	2010.5	1932
198	1	2010.5	1952.5
198	2	2010.5	1986
198	3	2010.5	2003
198	4	2028	1932
198	5	2028	1952.5
198	6	2028	1986
198	7	2028	2003
198	8	2028	2013.5
198	9	2028	2022
198	10	2049	1932
198	11	2049	1952.5
198	12	2049	1986
198	13	2049	2003
198	14	2049	2013.5
198	15	2049	2022
198	16	2049	2028
198	17	2049	2035
198	18	2096	1986
198	19	2096	2003
198	20	2096	2013.5
198	21	2096	2022
198	22	2096	2028
198	23	2096	2035
198	24	2096	2050.5
198	25	2096	2054.5
198	26	2128	2003
198	27	2128	2013.5
198	28	2128	2022
198	29	2128	2028
198	30	2128	2035
198	31	2128	2050.5
198	32	2128	2054.5
199	0	2207	1575
199	1	2207	1578.5
199	2	2207	1590
199	3	2207	1609.5
199	4	2207	1620
199	5	2207	1662.5
199	6	2207	1667
199	7	2225	1590
199	8	2225	1609.5
199	9	2225	1620
199	10	2225	1662.5
199	11	2225	1667
199	12	2226	1590
199	13	2226	1609.5
199	14	2226	1620
199	15	2226	1662.5
199	16	2226	1667
199	17	2234	1590
199	18	2234	1609.5
199	19	2234	1620
199	20	2234	1662.5
199	21	2234	1667
200	0	3335	2770
200	1	3335	2796
200	2	3335	2804
200	3	3371	2770
200	4	3371	2796
200	5	3371	2804
200	6	3371	2858
200	7	3371	2861.5
201	0	3524.5	3048
201	1	3524.5	3091.5
201	2	3650.5	2976
201	3	3650.5	3016
201	4	3650.5	3048
201	5	3650.5	3091.5
201	6	3650.5	3179.5
201	7	3692.5	2924.5
201	8	3692.5	2925
201	9	3692.5	2976
201	10	3692.5	3016
201	11	3692.5	3048
201	12	3692.5	3091.5
201	13	3692.5	3179.5
201	14	3698	2924.5
201	15	3698	2925
201	16	3698	2976
201	17	3698	3016
201	18	3698	3048
201	19	3698	3091.5
201	20	3698	3179.5
201	21	3725	2924.5
201	22	3725	2925
201	23	3725	2976
201	24	3725	3016
201	25	3725	3048
201	26	3725	3091.5
201	27	3725	3179.5
201	28	3793	2976
201	29	3793	3016
201	30	3793	3048
201	31	3793	3091.5
201	32	3809.5	2976
201	33	3809.5	3016
201	34	3809.5	3048
201	35	3809.5	3091.5
202	0	3480	2825.5
202	1	3480	2848
202	2	3480	2860.5
202	3	3480	2878.5
202	4	3512.5	2825.5
202	5	3512.5	2848
202	6	3512.5	2860.5
202	7	3512.5	2878.5
202	8	3512.5	2905.5
202	9	3547	2848
202	10	3547	2860.5
202	11	3547	2878.5
202	12	3547	2905.5
202	13	3547	2936
202	14	3556	2860.5
202	15	3556	2878.5
202	16	3556	2905.5
202	17	3556	2936
202	18	3588.5	2878.5
202	19	3588.5	2905.5
202	20	3588.5	2936
202	21	3608.5	2905.5
202	22	3608.5	2936
203	0	2947	2264
203	1	2947	2277.5
203	2	2991	2264
203	3	2991	2277.5
203	4	2991	2306
203	5	3002.5	2264
203	6	3002.5	2277.5
203	7	3002.5	2306
204	0	1389.5	1151
204	1	1389.5	1183
204	2	1389.5	1219.5
204	3	1389.5	1236
204	4	1449.5	1183
204	5	1449.5	1219.5
204	6	1449.5	1236
204	7	1449.5	1252
204	8	1449.5	1263.5
204	9	1465.5	1219.5
204	10	1465.5	1236
204	11	1465.5	1252
204	12	1465.5	1263.5
204	13	1497.5	1219.5
204	14	1497.5	1236
204	15	1497.5	1252
204	16	1497.5	1263.5
204	17	1497.5	1309
205	0	2622	2363
205	1	2622	2394
205	2	2622	2425.5
205	3	2622	2446
205	4	2622	2449.5
205	5	2658	2394
205	6	2658	2425.5
205	7	2658	2446
205	8	2658	2449.5
205	9	2658	2476
205	10	2694	2425.5
205	11	2694	2446
205	12	2694	2449.5
205	13	2694	2476
205	14	2703.5	2425.5
205	15	2703.5	2446
205	16	2703.5	2449.5
205	17	2703.5	2476
205	18	2719.5	2446
205	19	2719.5	2449.5
205	20	2719.5	2476
206	0	2660.5	2324.5
206	1	2660.5	2326.5
206	2	2660.5	2337
206	3	2660.5	2368
207	0	622	1095.5
207	1	622	1105.5
207	2	622	1118
207	3	653.5	1095.5
207	4	653.5	1105.5
207	5	653.5	1118
207	6	653.5	1137.5
207	7	660	1095.5
207	8	660	1105.5
207	9	660	1118
207	10	660	1137.5
207	11	670	1095.5
207	12	670	1105.5
207	13	670	1118
207	14	670	1137.5
207	15	675	1095.5
207	16	675	1105.5
207	17	675	1118
207	18	675	1137.5
207	19	679	1105.5
207	20	679	1118
207	21	679	1137.5
207	22	691.5	1118
207	23	691.5	1137.5
207	24	701.5	1118
207	25	701.5	1137.5
208	0	1195	1159.5
208	1	1195	1284
208	2	1199.5	1159.5
208	3	1199.5	1284
208	4	1199.5	1159.5
208	5	1199.5	1284
208	6	1314.5	1284
208	7	1314.5	1368
208	8	1314.5	1446
208	9	1314.5	1559.5
208	10	1314.5	1563.5
208	11	1314.5	1570
208	12	1349	1368
208	13	1349	1446
208	14	1349	1559.5
208	15	1349	1563.5
208	16	1349	1570
208	17	1349	1574
208	18	1355	1446
208	19	1355	1559.5
208	20	1355	1563.5
208	21	1355	1570
208	22	1355	1574
208	23	1387	1559.5
208	24	1387	1563.5
208	25	1387	1570
208	26	1387	1574
209	0	2868	2613.5
209	1	2884.5	2538
209	2	2884.5	2563.5
209	3	2884.5	2582
209	4	2884.5	2613.5
209	5	2900	2563.5
209	6	2900	2582
209	7	2900	2613.5
209	8	2904.5	2563.5
209	9	2904.5	2582
209	10	2904.5	2613.5
209	11	2908	2563.5
209	12	2908	2582
209	13	2908	2613.5
209	14	2944.5	2582
209	15	2944.5	2613.5
209	16	2944.5	2682
209	17	2967.5	2613.5
209	18	2967.5	2682
209	19	2967.5	2698
210	0	1442	1538.5
210	1	1442	1558.5
210	2	1502	1558.5
210	3	1525.5	1558.5
211	0	2187.5	2220.5
211	1	2187.5	2225
211	2	2237.5	2257
212	0	1312	1496.5
212	1	1312	1543
212	2	1312	1557
212	3	1312	1576
212	4	1318	1496.5
212	5	1318	1543
212	6	1318	1557
212	7	1318	1576
212	8	1333	1496.5
212	9	1333	1543
212	10	1333	1557
212	11	1333	1576
212	12	1341	1496.5
212	13	1341	1543
212	14	1341	1557
212	15	1341	1576
212	16	1359	1543
212	17	1359	1557
212	18	1359	1576
212	19	1385	1543
212	20	1385	1557
212	21	1385	1576
213	0	1232.5	1306
213	1	1232.5	1312.5
213	2	1232.5	1358
213	3	1255.5	1306
213	4	1255.5	1312.5
213	5	1255.5	1358
213	6	1255.5	1370
213	7	1257	1306
213	8	1257	1312.5
213	9	1257	1358
213	10	1257	1370
213	11	1261	1306
213	12	1261	1312.5
213	13	1261	1358
213	14	1261	1370
213	15	1274.5	1306
213	16	1274.5	1312.5
213	17	1274.5	1358
213	18	1274.5	1370
213	19	1274.5	1390
214	0	3229	2541.5
214	1	3229	2546
214	2	3229	2553.5
214	3	3229	2586
214	4	3242.5	2541.5
214	5	3242.5	2546
214	6	3242.5	2553.5
214	7	3242.5	2586
214	8	3257	2541.5
214	9	3257	2546
214	10	3257	2553.5
214	11	3257	2586
214	12	3306	2586
214	13	3306	2654
214	14	3306	2668.5
215	0	1767	1597.5
215	1	1767	1624
215	2	1767	1639.5
215	3	1770.5	1597.5
215	4	1770.5	1624
215	5	1770.5	1639.5
216	0	2275	1713.5
216	1	2275	1742
216	2	2275	1746
216	3	2304.5	1713.5
216	4	2304.5	1742
216	5	2304.5	1746
216	6	2304.5	1753
216	7	2306	1713.5
216	8	2306	1742
216	9	2306	1746
216	10	2306	1753
216	11	2314	1713.5
216	12	2314	1742
216	13	2314	1746
216	14	2314	1753
216	15	2339.5	1713.5
216	16	2339.5	1742
216	17	2339.5	1746
216	18	2339.5	1753
216	19	2339.5	1781.5
217	0	2202	2066.5
217	1	2202	2096
217	2	2202	2146
217	3	2202	2152
217	4	2202	2158.5
217	5	2202	2164.5
217	6	2212.5	2096
217	7	2212.5	2146
217	8	2212.5	2152
217	9	2212.5	2158.5
217	10	2212.5	2164.5
217	11	2246	2096
217	12	2246	2146
217	13	2246	2152
217	14	2246	2158.5
217	15	2246	2164.5
217	16	2256	2146
217	17	2256	2152
217	18	2256	2158.5
217	19	2256	2164.5
217	20	2266.5	2146
217	21	2266.5	2152
217	22	2266.5	2158.5
217	23	2266.5	2164.5
218	0	2480.5	1899
218	1	2480.5	1926
218	2	2480.5	1930.5
218	3	2480.5	1936.5
218	4	2480.5	1947.5
218	5	2480.5	1957.5
218	6	2480.5	1964.5
218	7	2505.5	1899
218	8	2505.5	1926
218	9	2505.5	1930.5
218	10	2505.5	1936.5
218	11	2505.5	1947.5
218	12	2505.5	1957.5
218	13	2505.5	1964.5
218	14	2548	1926
218	15	2548	1930.5
218	16	2548	1936.5
218	17	2548	1947.5
218	18	2548	1957.5
218	19	2548	1964.5
218	20	2548	2005
218	21	2552.5	1926
218	22	2552.5	1930.5
218	23	2552.5	1936.5
218	24	2552.5	1947.5
218	25	2552.5	1957.5
218	26	2552.5	1964.5
218	27	2552.5	2005
219	0	756	736
219	1	768	736
220	0	1971	1542
220	1	1971	1579.5
220	2	1971	1581
220	3	1971	1608
220	4	2037.5	1581
220	5	2037.5	1608
220	6	2037.5	1660
221	0	2044.5	1977
221	1	2044.5	1985.5
221	2	2044.5	1994
221	3	2044.5	2072
221	4	2079	1994
221	5	2079	2072
221	6	2079	2097.5
221	7	2090	2072
221	8	2090	2097.5
221	9	2102	2072
221	10	2102	2097.5
221	11	2107.5	2072
221	12	2107.5	2097.5
221	13	2107.5	2118.5
221	14	2134	2072
221	15	2134	2097.5
221	16	2134	2118.5
221	17	2154.5	2072
221	18	2154.5	2097.5
221	19	2154.5	2118.5
222	0	2707	2342
222	1	2707	2380.5
222	2	2750.5	2342
222	3	2750.5	2380.5
222	4	2750.5	2412
222	5	2752	2342
222	6	2752	2380.5
222	7	2752	2412
222	8	2761	2342
222	9	2761	2380.5
222	10	2761	2412
222	11	2774.5	2342
222	12	2774.5	2380.5
222	13	2774.5	2412
222	14	2802.5	2380.5
222	15	2802.5	2412
223	0	716.5	994.5
223	1	742	994.5
223	2	742	1016.5
223	3	742	1024.5
223	4	750.5	994.5
223	5	750.5	1016.5
223	6	750.5	1024.5
224	0	2445	2291
224	1	2445	2335.5
224	2	2445	2336.5
224	3	2445	2341
224	4	2445	2345
224	5	2445	2353.5
224	6	2445	2363
224	7	2474.5	2335.5
224	8	2474.5	2336.5
224	9	2474.5	2341
224	10	2474.5	2345
224	11	2474.5	2353.5
224	12	2474.5	2363
224	13	2474.5	2396.5
224	14	2474.5	2397
224	15	2497	2335.5
224	16	2497	2336.5
224	17	2497	2341
224	18	2497	2345
224	19	2497	2353.5
224	20	2497	2363
224	21	2497	2396.5
224	22	2497	2397
224	23	2497	2414.5
224	24	2505.5	2335.5
224	25	2505.5	2336.5
224	26	2505.5	2341
224	27	2505.5	2345
224	28	2505.5	2353.5
224	29	2505.5	2363
224	30	2505.5	2396.5
224	31	2505.5	2397
224	32	2505.5	2414.5
225	0	3574	2946
225	1	3574	2964
225	2	3574	2979.5
225	3	3574	2981
225	4	3574	2986
225	5	3574	2999
225	6	3586.5	2946
225	7	3586.5	2964
225	8	3586.5	2979.5
225	9	3586.5	2981
225	10	3586.5	2986
225	11	3586.5	2999
225	12	3613.5	2946
225	13	3613.5	2964
225	14	3613.5	2979.5
225	15	3613.5	2981
225	16	3613.5	2986
225	17	3613.5	2999
225	18	3619.5	2946
225	19	3619.5	2964
225	20	3619.5	2979.5
225	21	3619.5	2981
225	22	3619.5	2986
225	23	3619.5	2999
225	24	3619.5	3032
225	25	3693	2981
225	26	3693	2986
225	27	3693	2999
225	28	3693	3032
225	29	3693	3063
226	0	2886.5	2391.5
226	1	2894	2391.5
226	2	2894	2412.5
226	3	2955	2391.5
226	4	2955	2412.5
226	5	2988	2391.5
226	6	2988	2412.5
227	0	2560.5	2306.5
227	1	2560.5	2312.5
227	2	2560.5	2338.5
227	3	2560.5	2345
227	4	2560.5	2350
227	5	2560.5	2359
227	6	2612	2303
227	7	2612	2306.5
227	8	2612	2312.5
227	9	2612	2338.5
227	10	2612	2345
227	11	2612	2350
227	12	2612	2359
227	13	2612	2368
227	14	2612	2391.5
227	15	2625.5	2306.5
227	16	2625.5	2312.5
227	17	2625.5	2338.5
227	18	2625.5	2345
227	19	2625.5	2350
227	20	2625.5	2359
227	21	2625.5	2368
227	22	2625.5	2391.5
227	23	2625.5	2402
227	24	2631.5	2312.5
227	25	2631.5	2338.5
227	26	2631.5	2345
227	27	2631.5	2350
227	28	2631.5	2359
227	29	2631.5	2368
227	30	2631.5	2391.5
227	31	2631.5	2402
227	32	2659	2338.5
227	33	2659	2345
227	34	2659	2350
227	35	2659	2359
227	36	2659	2368
227	37	2659	2391.5
227	38	2659	2402
227	39	2667	2338.5
227	40	2667	2345
227	41	2667	2350
227	42	2667	2359
227	43	2667	2368
227	44	2667	2391.5
227	45	2667	2402
227	46	2667	2436
227	47	2669.5	2338.5
227	48	2669.5	2345
227	49	2669.5	2350
227	50	2669.5	2359
227	51	2669.5	2368
227	52	2669.5	2391.5
227	53	2669.5	2402
227	54	2669.5	2436
228	0	742.5	566
228	1	760	566
229	0	1930	1856
229	1	1962	1856
229	2	1962	1941
229	3	1981.5	1941
229	4	1981.5	1964.5
229	5	1983	1941
229	6	1983	1964.5
230	0	2068.5	1936.5
230	1	2068.5	1965.5
230	2	2068.5	1982.5
230	3	2068.5	1992.5
230	4	2071	1936.5
230	5	2071	1965.5
230	6	2071	1982.5
230	7	2071	1992.5
230	8	2098.5	1965.5
230	9	2098.5	1982.5
230	10	2098.5	1992.5
230	11	2103.5	1965.5
230	12	2103.5	1982.5
230	13	2103.5	1992.5
230	14	2140	1992.5
231	0	1708.5	1716
231	1	1708.5	1726
231	2	1708.5	1740.5
231	3	1708.5	1784
231	4	1708.5	1796.5
231	5	1758.5	1784
231	6	1758.5	1796.5
231	7	1767	1784
231	8	1767	1796.5
231	9	1767	1859.5
231	10	1799	1784
231	11	1799	1796.5
231	12	1799	1859.5
231	13	1799	1864.5
231	14	1799	1869
231	15	1799	1873.5
232	0	2111	2044
232	1	2111	2076.5
232	2	2111	2107.5
232	3	2111	2110
232	4	2111	2124.5
232	5	2143	2076.5
232	6	2143	2107.5
232	7	2143	2110
232	8	2143	2124.5
232	9	2177.5	2076.5
232	10	2177.5	2107.5
232	11	2177.5	2110
232	12	2177.5	2124.5
232	13	2177.5	2157.5
232	14	2177.5	2172
232	15	2192.5	2107.5
232	16	2192.5	2110
232	17	2192.5	2124.5
232	18	2192.5	2157.5
232	19	2192.5	2172
232	20	2210	2107.5
232	21	2210	2110
232	22	2210	2124.5
232	23	2210	2157.5
232	24	2210	2172
232	25	2210	2199.5
233	0	2905	2626
233	1	2905	2702.5
233	2	2905	2708
233	3	2906	2626
233	4	2906	2702.5
233	5	2906	2708
233	6	2965.5	2702.5
233	7	2965.5	2708
233	8	2965.5	2722
233	9	2965.5	2732
233	10	2990.5	2702.5
233	11	2990.5	2708
233	12	2990.5	2722
233	13	2990.5	2732
233	14	2993	2702.5
233	15	2993	2708
233	16	2993	2722
233	17	2993	2732
233	18	3048.5	2722
233	19	3048.5	2732
233	20	3048.5	2781
233	21	3048.5	2815
233	22	3048.5	2722
233	23	3048.5	2732
233	24	3048.5	2781
233	25	3048.5	2815
234	0	2346.5	2036
234	1	2346.5	2069
234	2	2346.5	2082
234	3	2346.5	2114.5
234	4	2370	2069
234	5	2370	2082
234	6	2370	2114.5
234	7	2370	2132
234	8	2395	2069
234	9	2395	2082
234	10	2395	2114.5
234	11	2395	2132
234	12	2401.5	2069
234	13	2401.5	2082
234	14	2401.5	2114.5
234	15	2401.5	2132
234	16	2411	2082
234	17	2411	2114.5
234	18	2411	2132
235	0	2568.5	2359.5
235	1	2568.5	2394.5
235	2	2568.5	2413
235	3	2568.5	2418
235	4	2589	2359.5
235	5	2589	2394.5
235	6	2589	2413
235	7	2589	2418
235	8	2597	2359.5
235	9	2597	2394.5
235	10	2597	2413
235	11	2597	2418
235	12	2608	2394.5
235	13	2608	2413
235	14	2608	2418
235	15	2608	2464.5
236	0	1922	1862
236	1	1922	1862
236	2	1955.5	1862
236	3	1955.5	1934.5
236	4	1959	1862
236	5	1959	1934.5
236	6	1990.5	1934.5
236	7	1990.5	1964
236	8	1990.5	1934.5
236	9	1990.5	1964
236	10	2000.5	1934.5
236	11	2000.5	1964
237	0	2443	1693
237	1	2515	1780.5
238	0	3113	2443.5
238	1	3170.5	2443.5
238	2	3170.5	2491
238	3	3175	2443.5
238	4	3175	2491
238	5	3197	2443.5
238	6	3197	2491
238	7	3209.5	2443.5
238	8	3209.5	2491
238	9	3209.5	2523.5
238	10	3209.5	2531
238	11	3243.5	2491
238	12	3243.5	2523.5
238	13	3243.5	2531
238	14	3243.5	2535
238	15	3243.5	2537.5
239	0	3155	2364
239	1	3155	2367
239	2	3155	2382
239	3	3155	2443
239	4	3188	2382
239	5	3188	2443
239	6	3188	2459.5
239	7	3192	2382
239	8	3192	2443
239	9	3192	2459.5
239	10	3192	2475
239	11	3205	2382
239	12	3205	2443
239	13	3205	2459.5
239	14	3205	2475
239	15	3221.5	2443
239	16	3221.5	2459.5
239	17	3221.5	2475
239	18	3232.5	2443
239	19	3232.5	2459.5
239	20	3232.5	2475
239	21	3269	2443
239	22	3269	2459.5
239	23	3269	2475
239	24	3269	2531.5
240	0	2851.5	1998
240	1	2851.5	2016
240	2	2851.5	2030
240	3	2851.5	2035
240	4	2923	2030
240	5	2923	2035
240	6	2923	2044
240	7	2923	2062.5
240	8	2923	2065
240	9	2923	2075
241	0	3130	2597
241	1	3130	2599
241	2	3130	2612
241	3	3130	2629
241	4	3150.5	2597
241	5	3150.5	2599
241	6	3150.5	2612
241	7	3150.5	2629
241	8	3150.5	2683.5
241	9	3162	2597
241	10	3162	2599
241	11	3162	2612
241	12	3162	2629
241	13	3162	2683.5
241	14	3196	2629
241	15	3196	2683.5
241	16	3196	2711
241	17	3205	2629
241	18	3205	2683.5
241	19	3205	2711
241	20	3207.5	2629
241	21	3207.5	2683.5
241	22	3207.5	2711
241	23	3213	2629
241	24	3213	2683.5
241	25	3213	2711
241	26	3219	2683.5
241	27	3219	2711
242	0	1337	987
242	1	1337	1020
242	2	1337	1024
242	3	1340.5	987
242	4	1340.5	1020
242	5	1340.5	1024
242	6	1359	987
242	7	1359	1020
242	8	1359	1024
242	9	1404	1020
242	10	1404	1024
242	11	1424	1020
242	12	1424	1024
243	0	2261	1778
243	1	2261	1790
243	2	2275.5	1778
243	3	2275.5	1790
243	4	2275.5	1829.5
243	5	2319.5	1778
243	6	2319.5	1790
243	7	2319.5	1829.5
243	8	2325.5	1778
243	9	2325.5	1790
243	10	2325.5	1829.5
243	11	2337	1778
243	12	2337	1790
243	13	2337	1829.5
243	14	2369.5	1790
243	15	2369.5	1829.5
243	16	2369.5	1895.5
243	17	2391	1829.5
243	18	2391	1895.5
243	19	2391	1903.5
244	0	3690.5	2822
244	1	3690.5	2850
244	2	3690.5	2915.5
244	3	3690.5	2939
244	4	3690.5	2973
244	5	3690.5	2983
244	6	3690.5	2988.5
244	7	3690.5	3031.5
244	8	3690.5	3061.5
244	9	3851.5	2915.5
244	10	3851.5	2939
244	11	3851.5	2973
244	12	3851.5	2983
244	13	3851.5	2988.5
245	0	2550.5	2334.5
245	1	2550.5	2339.5
245	2	2550.5	2351.5
245	3	2550.5	2397.5
245	4	2564	2334.5
245	5	2564	2339.5
245	6	2564	2351.5
245	7	2564	2397.5
245	8	2571	2334.5
245	9	2571	2339.5
245	10	2571	2351.5
245	11	2571	2397.5
245	12	2577	2334.5
245	13	2577	2339.5
245	14	2577	2351.5
245	15	2577	2397.5
245	16	2595	2334.5
245	17	2595	2339.5
245	18	2595	2351.5
245	19	2595	2397.5
245	20	2620.5	2351.5
245	21	2620.5	2397.5
246	0	2054.5	1770
246	1	2054.5	1778.5
246	2	2054.5	1778.5
246	3	2054.5	1791
246	4	2054.5	1802.5
246	5	2054.5	1812
246	6	2054.5	1842
246	7	2054.5	1864.5
246	8	2113	1812
246	9	2113	1842
246	10	2113	1864.5
246	11	2136	1842
246	12	2136	1864.5
246	13	2136	1921.5
246	14	2148	1842
246	15	2148	1864.5
246	16	2148	1921.5
246	17	2148	1933
246	18	2151.5	1842
246	19	2151.5	1864.5
246	20	2151.5	1921.5
246	21	2151.5	1933
246	22	2159	1864.5
246	23	2159	1921.5
246	24	2159	1933
247	0	792.5	999
247	1	792.5	1009.5
247	2	792.5	1026
247	3	792.5	1093.5
247	4	816.5	1026
247	5	816.5	1093.5
247	6	816.5	1116.5
247	7	825.5	1026
247	8	825.5	1093.5
247	9	825.5	1116.5
247	10	825.5	1121.5
247	11	852.5	1093.5
247	12	852.5	1116.5
