event_id nfired_ustrips_inroi nfired_vstrips_inroi roi_ustrip_min roi_ustrip_max roi_vstrip_min roi_vstrip_max roi_u_width roi_v_width
637 95 110 3011.00000000 3290.00000000 2747.00000000 3110.00000000 279.00000000 363.00000000
638 39 131 2524.00000000 2674.00000000 2265.00000000 2478.00000000 150.00000000 213.00000000
639 41 95 685.00000000 835.00000000 906.00000000 1118.00000000 150.00000000 212.00000000
640 73 59 3023.00000000 3173.00000000 2658.00000000 2871.00000000 150.00000000 213.00000000
641 34 70 2049.00000000 2199.00000000 1848.00000000 2061.00000000 150.00000000 213.00000000
642 71 85 1931.00000000 2081.00000000 1655.00000000 1867.00000000 150.00000000 212.00000000
643 11 53 1540.00000000 1690.00000000 1620.00000000 1832.00000000 150.00000000 212.00000000
644 57 107 2029.00000000 2179.00000000 1860.00000000 2072.00000000 150.00000000 212.00000000
645 36 126 1962.00000000 2112.00000000 1416.00000000 1628.00000000 150.00000000 212.00000000
646 60 77 2536.00000000 2686.00000000 1757.00000000 1969.00000000 150.00000000 212.00000000
647 56 107 1916.00000000 2066.00000000 1857.00000000 2069.00000000 150.00000000 212.00000000
648 42 79 1803.00000000 1953.00000000 1706.00000000 1918.00000000 150.00000000 212.00000000
649 59 85 2800.00000000 2950.00000000 2519.00000000 2732.00000000 150.00000000 213.00000000
650 62 83 2706.00000000 2856.00000000 2321.00000000 2533.00000000 150.00000000 212.00000000
651 51 91 2296.00000000 2446.00000000 1895.00000000 2107.00000000 150.00000000 212.00000000
652 57 92 941.00000000 1091.00000000 1243.00000000 1455.00000000 150.00000000 212.00000000
653 47 91 3048.00000000 3198.00000000 2591.00000000 2803.00000000 150.00000000 212.00000000
654 49 169 2489.00000000 2699.00000000 1790.00000000 2269.00000000 210.00000000 479.00000000
655 33 69 2133.00000000 2283.00000000 1660.00000000 1872.00000000 150.00000000 212.00000000
656 23 124 1848.00000000 1998.00000000 1354.00000000 1566.00000000 150.00000000 212.00000000
657 69 58 3067.00000000 3217.00000000 2268.00000000 2481.00000000 150.00000000 213.00000000
658 48 51 761.00000000 911.00000000 766.00000000 978.00000000 150.00000000 212.00000000
659 64 98 2730.00000000 2880.00000000 2242.00000000 2454.00000000 150.00000000 212.00000000
660 40 116 2623.00000000 2773.00000000 2152.00000000 2364.00000000 150.00000000 212.00000000
661 34 74 2354.00000000 2504.00000000 1932.00000000 2144.00000000 150.00000000 212.00000000
662 41 84 2382.00000000 2532.00000000 1818.00000000 2030.00000000 150.00000000 212.00000000
663 64 105 1977.00000000 2127.00000000 1815.00000000 2027.00000000 150.00000000 212.00000000
664 50 62 1664.00000000 1814.00000000 1734.00000000 1946.00000000 150.00000000 212.00000000
665 56 28 931.00000000 1081.00000000 1245.00000000 1457.00000000 150.00000000 212.00000000
666 204 303 1009.00000000 1281.00000000 1060.00000000 1636.00000000 272.00000000 576.00000000
667 77 169 1392.00000000 1629.00000000 1065.00000000 1645.00000000 237.00000000 580.00000000
668 40 107 2183.00000000 2333.00000000 1795.00000000 2007.00000000 150.00000000 212.00000000
669 47 120 2190.00000000 2340.00000000 1980.00000000 2192.00000000 150.00000000 212.00000000
670 49 76 2072.00000000 2222.00000000 1570.00000000 1782.00000000 150.00000000 212.00000000
671 33 105 2200.00000000 2350.00000000 2024.00000000 2236.00000000 150.00000000 212.00000000
672 113 269 1341.00000000 1573.00000000 1297.00000000 1843.00000000 232.00000000 546.00000000
673 68 82 3126.00000000 3276.00000000 2703.00000000 2915.00000000 150.00000000 212.00000000
674 34 89 2878.00000000 3028.00000000 2565.00000000 2777.00000000 150.00000000 212.00000000
675 41 82 2649.00000000 2799.00000000 2327.00000000 2539.00000000 150.00000000 212.00000000
676 45 53 1847.00000000 1997.00000000 1294.00000000 1506.00000000 150.00000000 212.00000000
677 105 77 1060.00000000 1210.00000000 1213.00000000 1425.00000000 150.00000000 212.00000000
678 49 70 3460.00000000 3610.00000000 2881.00000000 3093.00000000 150.00000000 212.00000000
679 47 95 785.00000000 935.00000000 955.00000000 1168.00000000 150.00000000 213.00000000
680 30 65 2805.00000000 2955.00000000 2298.00000000 2510.00000000 150.00000000 212.00000000
681 71 62 1786.00000000 1936.00000000 1859.00000000 2071.00000000 150.00000000 212.00000000
682 53 74 2933.00000000 3083.00000000 2679.00000000 2892.00000000 150.00000000 213.00000000
683 94 213 1323.00000000 1583.00000000 660.00000000 1298.00000000 260.00000000 638.00000000
684 64 131 2991.00000000 3141.00000000 2639.00000000 2851.00000000 150.00000000 212.00000000
685 99 164 466.00000000 819.00000000 394.00000000 1064.00000000 353.00000000 670.00000000
686 45 93 2015.00000000 2165.00000000 1410.00000000 1622.00000000 150.00000000 212.00000000
687 16 73 3503.00000000 3653.00000000 2924.00000000 3137.00000000 150.00000000 213.00000000
688 69 43 2826.00000000 2976.00000000 2265.00000000 2477.00000000 150.00000000 212.00000000
689 46 58 2804.00000000 2954.00000000 2468.00000000 2680.00000000 150.00000000 212.00000000
690 82 160 647.00000000 966.00000000 720.00000000 1341.00000000 319.00000000 621.00000000
691 38 75 2807.00000000 2957.00000000 2272.00000000 2484.00000000 150.00000000 212.00000000
692 69 80 1141.00000000 1291.00000000 1477.00000000 1689.00000000 150.00000000 212.00000000
693 43 75 1239.00000000 1389.00000000 1176.00000000 1388.00000000 150.00000000 212.00000000
694 65 97 1826.00000000 1976.00000000 1711.00000000 1924.00000000 150.00000000 213.00000000
695 43 82 3011.00000000 3161.00000000 2129.00000000 2341.00000000 150.00000000 212.00000000
696 49 93 1216.00000000 1366.00000000 1025.00000000 1237.00000000 150.00000000 212.00000000
697 38 35 2377.00000000 2527.00000000 1946.00000000 2158.00000000 150.00000000 212.00000000
698 54 81 2501.00000000 2651.00000000 2174.00000000 2386.00000000 150.00000000 212.00000000
699 44 75 1157.00000000 1307.00000000 1021.00000000 1233.00000000 150.00000000 212.00000000
700 33 90 2190.00000000 2340.00000000 1504.00000000 1716.00000000 150.00000000 212.00000000
701 80 83 2861.00000000 3011.00000000 2381.00000000 2593.00000000 150.00000000 212.00000000
702 23 85 1445.00000000 1595.00000000 1306.00000000 1518.00000000 150.00000000 212.00000000
703 85 239 550.00000000 878.00000000 688.00000000 1311.00000000 328.00000000 623.00000000
704 54 82 2479.00000000 2629.00000000 2332.00000000 2545.00000000 150.00000000 213.00000000
705 41 141 252.00000000 622.00000000 381.00000000 1046.00000000 370.00000000 665.00000000
706 66 80 2764.00000000 2914.00000000 1990.00000000 2202.00000000 150.00000000 212.00000000
707 58 108 3097.00000000 3247.00000000 2646.00000000 2858.00000000 150.00000000 212.00000000
708 120 112 1057.00000000 1207.00000000 1267.00000000 1479.00000000 150.00000000 212.00000000
709 64 96 2732.00000000 2882.00000000 2324.00000000 2536.00000000 150.00000000 212.00000000
710 9 59 1552.00000000 1702.00000000 1553.00000000 1766.00000000 150.00000000 213.00000000
711 47 69 1136.00000000 1286.00000000 1114.00000000 1326.00000000 150.00000000 212.00000000
712 91 215 1297.00000000 1559.00000000 655.00000000 1294.00000000 262.00000000 639.00000000
713 27 45 1268.00000000 1418.00000000 1248.00000000 1460.00000000 150.00000000 212.00000000
714 74 130 1806.00000000 1956.00000000 1598.00000000 1810.00000000 150.00000000 212.00000000
715 47 87 3255.00000000 3405.00000000 2582.00000000 2794.00000000 150.00000000 212.00000000
716 66 82 777.00000000 927.00000000 1136.00000000 1348.00000000 150.00000000 212.00000000
717 32 95 1747.00000000 1897.00000000 1812.00000000 2024.00000000 150.00000000 212.00000000
718 74 173 426.00000000 766.00000000 644.00000000 1271.00000000 340.00000000 627.00000000
719 77 61 1573.00000000 1723.00000000 1188.00000000 1401.00000000 150.00000000 213.00000000
720 67 106 2949.00000000 3099.00000000 2481.00000000 2693.00000000 150.00000000 212.00000000
721 26 58 1812.00000000 1962.00000000 1736.00000000 1948.00000000 150.00000000 212.00000000
722 27 50 1167.00000000 1317.00000000 882.00000000 1094.00000000 150.00000000 212.00000000
723 26 191 578.00000000 921.00000000 410.00000000 1080.00000000 343.00000000 670.00000000
724 52 42 588.00000000 738.00000000 635.00000000 847.00000000 150.00000000 212.00000000
725 27 81 2517.00000000 2667.00000000 2057.00000000 2269.00000000 150.00000000 212.00000000
726 17 75 1859.00000000 2009.00000000 1512.00000000 1724.00000000 150.00000000 212.00000000
727 53 69 2883.00000000 3033.00000000 2402.00000000 2614.00000000 150.00000000 212.00000000
728 36 79 1525.00000000 1675.00000000 1276.00000000 1488.00000000 150.00000000 212.00000000
729 54 44 2101.00000000 2251.00000000 2022.00000000 2234.00000000 150.00000000 212.00000000
730 36 116 1915.00000000 2065.00000000 1278.00000000 1490.00000000 150.00000000 212.00000000
731 38 104 1500.00000000 1650.00000000 1494.00000000 1706.00000000 150.00000000 212.00000000
732 34 65 3095.00000000 3245.00000000 2592.00000000 2805.00000000 150.00000000 213.00000000
733 84 80 708.00000000 858.00000000 883.00000000 1096.00000000 150.00000000 213.00000000
734 18 87 2538.00000000 2688.00000000 2284.00000000 2496.00000000 150.00000000 212.00000000
735 48 88 1670.00000000 1820.00000000 1632.00000000 1844.00000000 150.00000000 212.00000000
736 103 74 1081.00000000 1231.00000000 1271.00000000 1483.00000000 150.00000000 212.00000000
737 7 61 3405.00000000 3555.00000000 2657.00000000 2869.00000000 150.00000000 212.00000000
738 54 99 1918.00000000 2068.00000000 1829.00000000 2041.00000000 150.00000000 212.00000000
739 39 89 3124.00000000 3274.00000000 2743.00000000 2955.00000000 150.00000000 212.00000000
740 102 223 665.00000000 986.00000000 665.00000000 1295.00000000 321.00000000 630.00000000
741 73 73 721.00000000 871.00000000 869.00000000 1081.00000000 150.00000000 212.00000000
742 26 50 1193.00000000 1343.00000000 1050.00000000 1262.00000000 150.00000000 212.00000000
743 62 109 3046.00000000 3196.00000000 2646.00000000 2858.00000000 150.00000000 212.00000000
744 76 198 449.00000000 782.00000000 721.00000000 1336.00000000 333.00000000 615.00000000
745 79 93 2966.00000000 3116.00000000 2398.00000000 2610.00000000 150.00000000 212.00000000
746 56 64 2135.00000000 2285.00000000 1564.00000000 1776.00000000 150.00000000 212.00000000
747 29 74 2306.00000000 2456.00000000 1960.00000000 2172.00000000 150.00000000 212.00000000
748 87 189 1774.00000000 1966.00000000 1184.00000000 1748.00000000 192.00000000 564.00000000
749 73 106 1833.00000000 1983.00000000 1514.00000000 1726.00000000 150.00000000 212.00000000
750 89 77 997.00000000 1147.00000000 955.00000000 1167.00000000 150.00000000 212.00000000
751 57 65 3260.00000000 3410.00000000 2506.00000000 2718.00000000 150.00000000 212.00000000
752 56 49 2192.00000000 2342.00000000 1843.00000000 2055.00000000 150.00000000 212.00000000
753 79 18 1841.00000000 1991.00000000 1380.00000000 1592.00000000 150.00000000 212.00000000
754 47 96 1393.00000000 1543.00000000 1430.00000000 1642.00000000 150.00000000 212.00000000
755 14 66 1229.00000000 1379.00000000 1406.00000000 1618.00000000 150.00000000 212.00000000
756 15 91 3275.00000000 3425.00000000 2736.00000000 2948.00000000 150.00000000 212.00000000
757 29 116 3203.00000000 3353.00000000 2407.00000000 2619.00000000 150.00000000 212.00000000
758 42 186 1168.00000000 1417.00000000 1280.00000000 1825.00000000 249.00000000 545.00000000
759 52 50 1836.00000000 1986.00000000 1488.00000000 1701.00000000 150.00000000 213.00000000
760 140 162 840.00000000 1127.00000000 1010.00000000 1589.00000000 287.00000000 579.00000000
761 55 96 2247.00000000 2397.00000000 2136.00000000 2348.00000000 150.00000000 212.00000000
762 37 69 1649.00000000 1799.00000000 1578.00000000 1790.00000000 150.00000000 212.00000000
763 38 59 3186.00000000 3336.00000000 2801.00000000 3013.00000000 150.00000000 212.00000000
764 39 56 2285.00000000 2435.00000000 1871.00000000 2083.00000000 150.00000000 212.00000000
765 47 45 637.00000000 787.00000000 377.00000000 589.00000000 150.00000000 212.00000000
766 14 82 1850.00000000 2000.00000000 1410.00000000 1622.00000000 150.00000000 212.00000000
767 40 51 2703.00000000 2853.00000000 2382.00000000 2594.00000000 150.00000000 212.00000000
768 60 53 3456.00000000 3606.00000000 3007.00000000 3219.00000000 150.00000000 212.00000000
769 133 266 1254.00000000 1503.00000000 1092.00000000 1667.00000000 249.00000000 575.00000000
770 54 64 2873.00000000 3023.00000000 2281.00000000 2493.00000000 150.00000000 212.00000000
771 106 103 2428.00000000 2578.00000000 2174.00000000 2386.00000000 150.00000000 212.00000000
772 36 129 1452.00000000 1602.00000000 1581.00000000 1793.00000000 150.00000000 212.00000000
773 51 50 2614.00000000 2764.00000000 2336.00000000 2548.00000000 150.00000000 212.00000000
774 128 235 812.00000000 1101.00000000 1026.00000000 1602.00000000 289.00000000 576.00000000
775 87 49 920.00000000 1070.00000000 965.00000000 1177.00000000 150.00000000 212.00000000
776 39 74 1547.00000000 1697.00000000 1638.00000000 1850.00000000 150.00000000 212.00000000
777 50 64 3087.00000000 3237.00000000 2590.00000000 2802.00000000 150.00000000 212.00000000
778 42 32 714.00000000 864.00000000 616.00000000 828.00000000 150.00000000 212.00000000
779 40 115 1192.00000000 1342.00000000 1005.00000000 1217.00000000 150.00000000 212.00000000
780 79 70 963.00000000 1113.00000000 1267.00000000 1479.00000000 150.00000000 212.00000000
781 66 73 3633.00000000 3783.00000000 2879.00000000 3091.00000000 150.00000000 212.00000000
782 64 125 1740.00000000 1890.00000000 1611.00000000 1823.00000000 150.00000000 212.00000000
783 37 50 3252.00000000 3402.00000000 2903.00000000 3115.00000000 150.00000000 212.00000000
784 44 114 2761.00000000 2911.00000000 2075.00000000 2287.00000000 150.00000000 212.00000000
785 40 80 2712.00000000 2862.00000000 2128.00000000 2340.00000000 150.00000000 212.00000000
786 122 181 816.00000000 1123.00000000 694.00000000 1323.00000000 307.00000000 629.00000000
787 24 60 2562.00000000 2712.00000000 2224.00000000 2436.00000000 150.00000000 212.00000000
788 30 66 1512.00000000 1662.00000000 1280.00000000 1492.00000000 150.00000000 212.00000000
789 73 54 1541.00000000 1691.00000000 1349.00000000 1561.00000000 150.00000000 212.00000000
790 73 221 454.00000000 786.00000000 726.00000000 1340.00000000 332.00000000 614.00000000
791 30 81 1457.00000000 1607.00000000 1132.00000000 1344.00000000 150.00000000 212.00000000
792 80 253 724.00000000 1024.00000000 939.00000000 1526.00000000 300.00000000 587.00000000
793 63 79 2191.00000000 2341.00000000 1858.00000000 2070.00000000 150.00000000 212.00000000
794 49 109 3018.00000000 3168.00000000 2669.00000000 2882.00000000 150.00000000 213.00000000
795 29 72 1935.00000000 2085.00000000 1851.00000000 2063.00000000 150.00000000 212.00000000
796 28 50 3342.00000000 3492.00000000 2813.00000000 3025.00000000 150.00000000 212.00000000
797 92 58 1037.00000000 1187.00000000 1254.00000000 1466.00000000 150.00000000 212.00000000
798 129 84 996.00000000 1146.00000000 1270.00000000 1482.00000000 150.00000000 212.00000000
799 81 96 2418.00000000 2568.00000000 2165.00000000 2377.00000000 150.00000000 212.00000000
800 78 93 2821.00000000 2971.00000000 2523.00000000 2736.00000000 150.00000000 213.00000000
801 29 71 2658.00000000 2808.00000000 2256.00000000 2468.00000000 150.00000000 212.00000000
802 128 64 989.00000000 1139.00000000 754.00000000 966.00000000 150.00000000 212.00000000
803 105 108 941.00000000 1091.00000000 1192.00000000 1404.00000000 150.00000000 212.00000000
804 22 80 2933.00000000 3083.00000000 2555.00000000 2767.00000000 150.00000000 212.00000000
805 53 96 2856.00000000 3006.00000000 2486.00000000 2699.00000000 150.00000000 213.00000000
806 51 102 2099.00000000 2249.00000000 1757.00000000 1969.00000000 150.00000000 212.00000000
807 59 105 2745.00000000 2895.00000000 2214.00000000 2426.00000000 150.00000000 212.00000000
808 50 73 2148.00000000 2298.00000000 1507.00000000 1719.00000000 150.00000000 212.00000000
809 48 86 1147.00000000 1297.00000000 1188.00000000 1400.00000000 150.00000000 212.00000000
810 22 54 1549.00000000 1699.00000000 1556.00000000 1768.00000000 150.00000000 212.00000000
811 33 104 1951.00000000 2101.00000000 1935.00000000 2147.00000000 150.00000000 212.00000000
812 54 117 2973.00000000 3123.00000000 2486.00000000 2698.00000000 150.00000000 212.00000000
813 18 68 2142.00000000 2292.00000000 1561.00000000 1773.00000000 150.00000000 212.00000000
814 30 122 3395.00000000 3545.00000000 2590.00000000 2802.00000000 150.00000000 212.00000000
815 50 77 1175.00000000 1325.00000000 1226.00000000 1438.00000000 150.00000000 212.00000000
816 69 111 2832.00000000 2982.00000000 2631.00000000 2844.00000000 150.00000000 213.00000000
817 15 54 402.00000000 552.00000000 684.00000000 896.00000000 150.00000000 212.00000000
818 36 105 2875.00000000 3025.00000000 2223.00000000 2435.00000000 150.00000000 212.00000000
819 40 75 2884.00000000 3034.00000000 2343.00000000 2555.00000000 150.00000000 212.00000000
820 72 167 1079.00000000 1366.00000000 608.00000000 1253.00000000 287.00000000 645.00000000
821 102 104 957.00000000 1107.00000000 770.00000000 982.00000000 150.00000000 212.00000000
822 35 59 2231.00000000 2381.00000000 1919.00000000 2131.00000000 150.00000000 212.00000000
823 381 569 2407.00000000 3967.00000000 1615.00000000 3455.00000000 1560.00000000 1840.00000000
824 716 529 2202.00000000 3932.00000000 2093.00000000 3455.00000000 1730.00000000 1362.00000000
825 42 77 1307.00000000 1457.00000000 1297.00000000 1509.00000000 150.00000000 212.00000000
826 79 110 3179.00000000 3329.00000000 2331.00000000 2543.00000000 150.00000000 212.00000000
827 44 61 849.00000000 999.00000000 1008.00000000 1220.00000000 150.00000000 212.00000000
828 49 94 2543.00000000 2693.00000000 1968.00000000 2180.00000000 150.00000000 212.00000000
829 53 110 2527.00000000 2677.00000000 2183.00000000 2395.00000000 150.00000000 212.00000000
830 172 255 977.00000000 1251.00000000 1071.00000000 1644.00000000 274.00000000 573.00000000
831 39 65 2429.00000000 2579.00000000 2016.00000000 2228.00000000 150.00000000 212.00000000
832 67 51 1518.00000000 1668.00000000 1122.00000000 1334.00000000 150.00000000 212.00000000
833 73 99 2306.00000000 2456.00000000 1686.00000000 1898.00000000 150.00000000 212.00000000
834 38 259 1779.00000000 1963.00000000 1486.00000000 2010.00000000 184.00000000 524.00000000
835 68 167 705.00000000 1018.00000000 744.00000000 1363.00000000 313.00000000 619.00000000
836 66 89 1457.00000000 1607.00000000 1545.00000000 1757.00000000 150.00000000 212.00000000
837 40 122 791.00000000 941.00000000 788.00000000 1000.00000000 150.00000000 212.00000000
838 28 68 1209.00000000 1359.00000000 1410.00000000 1622.00000000 150.00000000 212.00000000
839 24 89 2872.00000000 3022.00000000 2521.00000000 2734.00000000 150.00000000 213.00000000
840 160 101 855.00000000 1181.00000000 271.00000000 965.00000000 326.00000000 694.00000000
841 24 78 1377.00000000 1527.00000000 1534.00000000 1746.00000000 150.00000000 212.00000000
842 55 51 804.00000000 954.00000000 824.00000000 1036.00000000 150.00000000 212.00000000
843 32 10 489.00000000 639.00000000 274.00000000 486.00000000 150.00000000 212.00000000
844 58 70 2657.00000000 2807.00000000 2365.00000000 2577.00000000 150.00000000 212.00000000
845 52 88 2337.00000000 2487.00000000 1777.00000000 1989.00000000 150.00000000 212.00000000
846 92 157 3137.00000000 3440.00000000 2539.00000000 2921.00000000 303.00000000 382.00000000
847 21 64 2030.00000000 2180.00000000 1988.00000000 2200.00000000 150.00000000 212.00000000
848 63 64 735.00000000 885.00000000 729.00000000 941.00000000 150.00000000 212.00000000
849 41 97 2066.00000000 2216.00000000 1924.00000000 2136.00000000 150.00000000 212.00000000
850 50 70 2129.00000000 2279.00000000 1684.00000000 1896.00000000 150.00000000 212.00000000
851 34 61 2468.00000000 2618.00000000 1946.00000000 2158.00000000 150.00000000 212.00000000
852 71 70 1939.00000000 2089.00000000 1390.00000000 1602.00000000 150.00000000 212.00000000
853 21 40 872.00000000 1022.00000000 908.00000000 1120.00000000 150.00000000 212.00000000
854 76 88 2766.00000000 2916.00000000 2500.00000000 2712.00000000 150.00000000 212.00000000
855 136 62 1015.00000000 1165.00000000 1250.00000000 1462.00000000 150.00000000 212.00000000
856 122 155 448.00000000 780.00000000 744.00000000 1355.00000000 332.00000000 611.00000000
857 66 46 3531.00000000 3681.00000000 3012.00000000 3224.00000000 150.00000000 212.00000000
858 111 201 387.00000000 739.00000000 494.00000000 1145.00000000 352.00000000 651.00000000
859 98 111 596.00000000 746.00000000 782.00000000 995.00000000 150.00000000 213.00000000
860 92 61 2994.00000000 3144.00000000 2718.00000000 2930.00000000 150.00000000 212.00000000
861 32 67 2096.00000000 2246.00000000 1786.00000000 1999.00000000 150.00000000 213.00000000
862 26 43 3425.00000000 3575.00000000 2737.00000000 2949.00000000 150.00000000 212.00000000
863 57 72 2249.00000000 2399.00000000 2090.00000000 2302.00000000 150.00000000 212.00000000
864 62 63 1211.00000000 1361.00000000 1270.00000000 1483.00000000 150.00000000 213.00000000
865 93 74 2353.00000000 2503.00000000 2080.00000000 2292.00000000 150.00000000 212.00000000
866 45 89 2598.00000000 2748.00000000 2282.00000000 2494.00000000 150.00000000 212.00000000
867 80 98 1330.00000000 1480.00000000 1434.00000000 1646.00000000 150.00000000 212.00000000
868 42 63 2897.00000000 3047.00000000 2683.00000000 2895.00000000 150.00000000 212.00000000
869 48 65 2746.00000000 2896.00000000 2431.00000000 2643.00000000 150.00000000 212.00000000
870 62 97 2944.00000000 3094.00000000 2607.00000000 2819.00000000 150.00000000 212.00000000
871 36 86 1488.00000000 1638.00000000 1427.00000000 1639.00000000 150.00000000 212.00000000
872 34 75 1767.00000000 1917.00000000 1744.00000000 1956.00000000 150.00000000 212.00000000
873 65 55 1512.00000000 1662.00000000 1436.00000000 1648.00000000 150.00000000 212.00000000
874 44 157 2507.00000000 2721.00000000 2205.00000000 2636.00000000 214.00000000 431.00000000
875 93 90 943.00000000 1093.00000000 840.00000000 1052.00000000 150.00000000 212.00000000
876 26 77 2002.00000000 2152.00000000 1450.00000000 1662.00000000 150.00000000 212.00000000
877 55 99 3311.00000000 3461.00000000 2825.00000000 3038.00000000 150.00000000 213.00000000
878 47 163 307.00000000 667.00000000 465.00000000 1118.00000000 360.00000000 653.00000000
879 47 55 3306.00000000 3456.00000000 2925.00000000 3137.00000000 150.00000000 212.00000000
880 63 93 1773.00000000 1923.00000000 1356.00000000 1569.00000000 150.00000000 213.00000000
881 45 68 2292.00000000 2442.00000000 1947.00000000 2159.00000000 150.00000000 212.00000000
882 60 250 1330.00000000 1563.00000000 1297.00000000 1844.00000000 233.00000000 547.00000000
883 44 90 1571.00000000 1721.00000000 1397.00000000 1609.00000000 150.00000000 212.00000000
884 83 101 928.00000000 1078.00000000 1035.00000000 1247.00000000 150.00000000 212.00000000
885 68 45 2528.00000000 2678.00000000 1892.00000000 2104.00000000 150.00000000 212.00000000
886 54 113 1149.00000000 1299.00000000 1349.00000000 1561.00000000 150.00000000 212.00000000
887 98 49 3038.00000000 3188.00000000 2734.00000000 2946.00000000 150.00000000 212.00000000
888 65 40 616.00000000 766.00000000 468.00000000 680.00000000 150.00000000 212.00000000
889 65 108 2282.00000000 2432.00000000 1889.00000000 2101.00000000 150.00000000 212.00000000
890 49 71 3045.00000000 3195.00000000 2558.00000000 2771.00000000 150.00000000 213.00000000
891 49 88 2523.00000000 2673.00000000 2178.00000000 2391.00000000 150.00000000 213.00000000
892 42 121 3099.00000000 3249.00000000 2607.00000000 2819.00000000 150.00000000 212.00000000
893 36 47 1266.00000000 1416.00000000 1409.00000000 1621.00000000 150.00000000 212.00000000
894 66 79 3203.00000000 3353.00000000 2903.00000000 3115.00000000 150.00000000 212.00000000
895 45 57 2904.00000000 3054.00000000 2210.00000000 2422.00000000 150.00000000 212.00000000
896 70 86 1535.00000000 1685.00000000 1503.00000000 1715.00000000 150.00000000 212.00000000
897 9 72 1182.00000000 1332.00000000 938.00000000 1150.00000000 150.00000000 212.00000000
898 53 90 2645.00000000 2795.00000000 2379.00000000 2591.00000000 150.00000000 212.00000000
899 111 83 1037.00000000 1187.00000000 726.00000000 939.00000000 150.00000000 213.00000000
900 52 80 2524.00000000 2674.00000000 1921.00000000 2133.00000000 150.00000000 212.00000000
901 34 47 2769.00000000 2919.00000000 2332.00000000 2544.00000000 150.00000000 212.00000000
902 68 142 2648.00000000 2798.00000000 2108.00000000 2320.00000000 150.00000000 212.00000000
903 90 238 463.00000000 813.00000000 447.00000000 1108.00000000 350.00000000 661.00000000
904 45 65 610.00000000 760.00000000 767.00000000 979.00000000 150.00000000 212.00000000
905 124 117 2577.00000000 2801.00000000 2376.00000000 2785.00000000 224.00000000 409.00000000
906 22 59 2262.00000000 2412.00000000 1882.00000000 2094.00000000 150.00000000 212.00000000
907 66 190 436.00000000 769.00000000 728.00000000 1341.00000000 333.00000000 613.00000000
908 47 97 1866.00000000 2016.00000000 1661.00000000 1873.00000000 150.00000000 212.00000000
909 84 124 3061.00000000 3211.00000000 2536.00000000 2748.00000000 150.00000000 212.00000000
910 31 120 2140.00000000 2290.00000000 1712.00000000 1924.00000000 150.00000000 212.00000000
911 64 105 2051.00000000 2201.00000000 1618.00000000 1830.00000000 150.00000000 212.00000000
912 25 114 1282.00000000 1432.00000000 1356.00000000 1568.00000000 150.00000000 212.00000000
913 87 91 2829.00000000 2979.00000000 1957.00000000 2169.00000000 150.00000000 212.00000000
914 68 65 912.00000000 1062.00000000 957.00000000 1169.00000000 150.00000000 212.00000000
915 24 81 1688.00000000 1838.00000000 1661.00000000 1873.00000000 150.00000000 212.00000000
916 51 69 1348.00000000 1498.00000000 1028.00000000 1240.00000000 150.00000000 212.00000000
917 46 109 2396.00000000 2546.00000000 2046.00000000 2258.00000000 150.00000000 212.00000000
918 56 77 1388.00000000 1538.00000000 1320.00000000 1532.00000000 150.00000000 212.00000000
919 80 133 1459.00000000 1609.00000000 1558.00000000 1770.00000000 150.00000000 212.00000000
920 55 77 1007.00000000 1157.00000000 1186.00000000 1398.00000000 150.00000000 212.00000000
921 73 86 2691.00000000 2841.00000000 2017.00000000 2229.00000000 150.00000000 212.00000000
922 58 88 1589.00000000 1739.00000000 1459.00000000 1671.00000000 150.00000000 212.00000000
923 68 215 397.00000000 741.00000000 621.00000000 1251.00000000 344.00000000 630.00000000
924 34 97 698.00000000 848.00000000 967.00000000 1179.00000000 150.00000000 212.00000000
925 98 73 3504.00000000 3855.00000000 2931.00000000 3264.00000000 351.00000000 333.00000000
926 39 72 1337.00000000 1487.00000000 1417.00000000 1629.00000000 150.00000000 212.00000000
927 36 126 1507.00000000 1657.00000000 1322.00000000 1534.00000000 150.00000000 212.00000000
928 37 64 2734.00000000 2884.00000000 2377.00000000 2589.00000000 150.00000000 212.00000000
929 22 29 3642.00000000 3792.00000000 2873.00000000 3085.00000000 150.00000000 212.00000000
930 52 85 1609.00000000 1759.00000000 1208.00000000 1420.00000000 150.00000000 212.00000000
931 59 61 2895.00000000 3045.00000000 2150.00000000 2362.00000000 150.00000000 212.00000000
932 42 50 3195.00000000 3345.00000000 2455.00000000 2667.00000000 150.00000000 212.00000000
933 30 123 2866.00000000 3016.00000000 2452.00000000 2665.00000000 150.00000000 213.00000000
934 53 69 2622.00000000 2772.00000000 2151.00000000 2363.00000000 150.00000000 212.00000000
935 61 109 2392.00000000 2542.00000000 1791.00000000 2003.00000000 150.00000000 212.00000000
936 48 101 2658.00000000 2808.00000000 2353.00000000 2565.00000000 150.00000000 212.00000000
937 43 61 1369.00000000 1519.00000000 1366.00000000 1578.00000000 150.00000000 212.00000000
938 62 233 690.00000000 999.00000000 837.00000000 1440.00000000 309.00000000 603.00000000
939 75 116 2154.00000000 2304.00000000 1556.00000000 1768.00000000 150.00000000 212.00000000
940 85 208 1298.00000000 1559.00000000 694.00000000 1327.00000000 261.00000000 633.00000000
941 73 93 2804.00000000 2954.00000000 2649.00000000 2861.00000000 150.00000000 212.00000000
