event_id,n_u_fired,n_v_fired,roi_ustrip_min,roi_ustrip_max,roi_vstrip_min,roi_vstrip_max,n_uv_fired_sum,n_uv_fired_product,roi_u_width,roi_v_width,roi_uv_width_product,ML_success,CURRENT_success
7014,48,58,3129.0,3279.0,2163.0,2375.0,106,2784,151.0,213.0,32163.0,True,False
7020,31,117,1271.0,1421.0,1274.0,1486.0,148,3627,151.0,213.0,32163.0,False,False
7024,33,107,1576.0,1726.0,1678.0,1890.0,140,3531,151.0,213.0,32163.0,True,False
7028,63,51,2756.0,2906.0,2476.0,2688.0,114,3213,151.0,213.0,32163.0,True,False
7031,85,248,738.0,1034.0,995.0,1574.0,333,21080,297.0,580.0,172260.0,True,False
7032,59,124,2128.0,2278.0,1660.0,1872.0,183,7316,151.0,213.0,32163.0,False,False
7041,75,85,1792.0,1942.0,1370.0,1582.0,160,6375,151.0,213.0,32163.0,True,False
7044,17,57,1205.0,1355.0,1277.0,1489.0,74,969,151.0,213.0,32163.0,True,True
7046,19,101,1498.0,1648.0,1543.0,1755.0,120,1919,151.0,213.0,32163.0,True,False
7051,69,109,2928.0,3078.0,2066.0,2279.0,178,7521,151.0,214.0,32314.0,True,True
7052,23,64,1193.0,1343.0,1214.0,1426.0,87,1472,151.0,213.0,32163.0,True,False
7053,49,102,2577.0,2727.0,1859.0,2071.0,151,4998,151.0,213.0,32163.0,True,True
7054,31,107,1919.0,2069.0,1695.0,1907.0,138,3317,151.0,213.0,32163.0,False,False
7061,36,69,2811.0,2961.0,1939.0,2151.0,105,2484,151.0,213.0,32163.0,False,False
7062,57,58,3185.0,3335.0,2363.0,2576.0,115,3306,151.0,214.0,32314.0,True,False
7065,39,60,3111.0,3261.0,2290.0,2502.0,99,2340,151.0,213.0,32163.0,False,False
7066,51,53,3149.0,3299.0,2762.0,2974.0,104,2703,151.0,213.0,32163.0,True,True
7069,137,37,1009.0,1159.0,870.0,1082.0,174,5069,151.0,213.0,32163.0,True,True
7076,65,74,2415.0,2565.0,2255.0,2467.0,139,4810,151.0,213.0,32163.0,True,True
7078,49,120,2450.0,2600.0,1821.0,2033.0,169,5880,151.0,213.0,32163.0,True,False
7080,52,200,2230.0,2407.0,2002.0,2458.0,252,10400,178.0,457.0,81346.0,False,True
7081,38,119,565.0,715.0,859.0,1071.0,157,4522,151.0,213.0,32163.0,True,False
7086,49,91,1539.0,1689.0,1283.0,1495.0,140,4459,151.0,213.0,32163.0,False,True
7091,62,79,2261.0,2411.0,1708.0,1920.0,141,4898,151.0,213.0,32163.0,True,False
7093,50,210,1371.0,1617.0,882.0,1488.0,260,10500,247.0,607.0,149929.0,False,False
7094,19,66,2440.0,2590.0,1946.0,2158.0,85,1254,151.0,213.0,32163.0,True,True
7101,69,88,2427.0,2577.0,2208.0,2420.0,157,6072,151.0,213.0,32163.0,True,False
7102,43,60,1665.0,1815.0,1500.0,1712.0,103,2580,151.0,213.0,32163.0,True,False
7107,44,97,1341.0,1491.0,1326.0,1538.0,141,4268,151.0,213.0,32163.0,True,True
7108,175,242,1031.0,1301.0,1070.0,1645.0,417,42350,271.0,576.0,156096.0,False,False
7110,63,93,563.0,713.0,717.0,929.0,156,5859,151.0,213.0,32163.0,False,False
7111,38,190,1601.0,1810.0,1252.0,1807.0,228,7220,210.0,556.0,116760.0,True,False
7121,65,101,3032.0,3182.0,2391.0,2604.0,166,6565,151.0,214.0,32314.0,True,False
7123,16,81,1257.0,1407.0,1465.0,1677.0,97,1296,151.0,213.0,32163.0,True,True
7126,31,62,691.0,841.0,1029.0,1242.0,93,1922,151.0,214.0,32314.0,True,True
7129,40,57,1332.0,1482.0,1355.0,1568.0,97,2280,151.0,214.0,32314.0,False,False
7146,24,57,3091.0,3241.0,2640.0,2852.0,81,1368,151.0,213.0,32163.0,True,True
7150,59,159,530.0,877.0,414.0,1081.0,218,9381,348.0,668.0,232464.0,True,True
7153,47,63,3515.0,3665.0,2585.0,2797.0,110,2961,151.0,213.0,32163.0,False,True
7159,44,97,2277.0,2427.0,2078.0,2290.0,141,4268,151.0,213.0,32163.0,True,True
7178,10,45,1304.0,1454.0,978.0,1190.0,55,450,151.0,213.0,32163.0,False,True
7180,46,96,2856.0,3006.0,2359.0,2571.0,142,4416,151.0,213.0,32163.0,True,False
7182,50,48,1956.0,2106.0,1688.0,1901.0,98,2400,151.0,214.0,32314.0,True,True
7187,69,211,723.0,1021.0,974.0,1556.0,280,14559,299.0,583.0,174317.0,True,True
7189,55,145,1999.0,2149.0,1598.0,1811.0,200,7975,151.0,214.0,32314.0,True,True
7192,76,91,3266.0,3416.0,2790.0,3002.0,167,6916,151.0,213.0,32163.0,True,True
7201,72,68,2393.0,2543.0,1961.0,2173.0,140,4896,151.0,213.0,32163.0,False,False
7205,46,54,2116.0,2266.0,1678.0,1890.0,100,2484,151.0,213.0,32163.0,True,True
7206,123,208,579.0,911.0,590.0,1231.0,331,25584,333.0,642.0,213786.0,True,False
7210,140,69,1014.0,1164.0,895.0,1107.0,209,9660,151.0,213.0,32163.0,True,True
7211,62,94,1099.0,1249.0,1240.0,1453.0,156,5828,151.0,214.0,32314.0,True,False
7213,49,144,687.0,1015.0,519.0,1173.0,193,7056,329.0,655.0,215495.0,True,True
7215,82,126,1591.0,1741.0,1636.0,1848.0,208,10332,151.0,213.0,32163.0,True,True
7218,36,93,2616.0,2766.0,2349.0,2561.0,129,3348,151.0,213.0,32163.0,False,True
7220,133,236,1108.0,1371.0,1060.0,1638.0,369,31388,264.0,579.0,152856.0,True,False
7221,38,54,2628.0,2778.0,2203.0,2415.0,92,2052,151.0,213.0,32163.0,True,False
7224,33,95,2420.0,2570.0,2138.0,2350.0,128,3135,151.0,213.0,32163.0,True,True
7230,55,46,3047.0,3197.0,2290.0,2502.0,101,2530,151.0,213.0,32163.0,False,True
7236,30,59,681.0,831.0,872.0,1084.0,89,1770,151.0,213.0,32163.0,True,False
7237,47,105,2461.0,2611.0,2150.0,2362.0,152,4935,151.0,213.0,32163.0,False,False
7242,36,70,1482.0,1632.0,1055.0,1267.0,106,2520,151.0,213.0,32163.0,True,True
7245,43,40,2699.0,2849.0,2298.0,2510.0,83,1720,151.0,213.0,32163.0,True,False
7254,168,215,806.0,1125.0,495.0,1155.0,383,36120,320.0,661.0,211520.0,False,False
7261,69,263,739.0,1037.0,970.0,1553.0,332,18147,299.0,584.0,174616.0,True,True
7264,38,76,2456.0,2606.0,2095.0,2307.0,114,2888,151.0,213.0,32163.0,True,True
7265,51,71,1299.0,1449.0,1102.0,1314.0,122,3621,151.0,213.0,32163.0,False,False
7266,14,87,2146.0,2296.0,1754.0,1967.0,101,1218,151.0,214.0,32314.0,True,True
7272,69,39,3208.0,3358.0,2683.0,2895.0,108,2691,151.0,213.0,32163.0,True,False
7275,79,66,1427.0,1577.0,1162.0,1374.0,145,5214,151.0,213.0,32163.0,True,True
7285,39,96,2657.0,2807.0,1831.0,2043.0,135,3744,151.0,213.0,32163.0,True,True
7287,31,85,774.0,924.0,1046.0,1258.0,116,2635,151.0,213.0,32163.0,True,True
7288,36,70,2567.0,2717.0,1785.0,1997.0,106,2520,151.0,213.0,32163.0,False,False
7293,104,95,1050.0,1200.0,1189.0,1401.0,199,9880,151.0,213.0,32163.0,True,False
7294,38,80,2824.0,2974.0,2336.0,2548.0,118,3040,151.0,213.0,32163.0,False,False
7295,122,84,1004.0,1154.0,910.0,1122.0,206,10248,151.0,213.0,32163.0,True,False
7299,24,25,716.0,866.0,800.0,1012.0,49,600,151.0,213.0,32163.0,True,False
7300,30,78,2999.0,3149.0,2657.0,2870.0,108,2340,151.0,214.0,32314.0,True,True
7311,46,100,2909.0,3059.0,2009.0,2221.0,146,4600,151.0,213.0,32163.0,True,False
7319,69,70,3537.0,3687.0,3002.0,3214.0,139,4830,151.0,213.0,32163.0,True,True
7321,75,75,1215.0,1365.0,1199.0,1411.0,150,5625,151.0,213.0,32163.0,True,True
7324,40,99,1241.0,1391.0,1282.0,1494.0,139,3960,151.0,213.0,32163.0,True,True
7328,14,64,798.0,948.0,682.0,894.0,78,896,151.0,213.0,32163.0,False,False
7330,95,74,2621.0,2771.0,2339.0,2552.0,169,7030,151.0,214.0,32314.0,True,True
7332,60,54,3002.0,3152.0,2699.0,2911.0,114,3240,151.0,213.0,32163.0,False,False
7334,44,93,862.0,1012.0,792.0,1004.0,137,4092,151.0,213.0,32163.0,False,True
7337,47,87,1592.0,1742.0,1428.0,1640.0,134,4089,151.0,213.0,32163.0,False,False
7346,23,54,873.0,1023.0,1086.0,1298.0,77,1242,151.0,213.0,32163.0,True,False
7347,82,66,979.0,1129.0,790.0,1002.0,148,5412,151.0,213.0,32163.0,True,False
7348,61,60,1905.0,2055.0,1419.0,1632.0,121,3660,151.0,214.0,32314.0,True,False
7355,56,265,1193.0,1439.0,1285.0,1830.0,321,14840,247.0,546.0,134862.0,True,False
7356,44,98,1128.0,1278.0,1307.0,1519.0,142,4312,151.0,213.0,32163.0,False,False
7357,64,114,2976.0,3126.0,2525.0,2737.0,178,7296,151.0,213.0,32163.0,True,True
7358,33,60,1747.0,1897.0,1520.0,1732.0,93,1980,151.0,213.0,32163.0,True,False
7363,32,67,682.0,832.0,868.0,1080.0,99,2144,151.0,213.0,32163.0,True,True
7371,52,44,3466.0,3616.0,2454.0,2666.0,96,2288,151.0,213.0,32163.0,False,False
7376,52,163,1203.0,1353.0,895.0,1108.0,215,8476,151.0,214.0,32314.0,True,True
7386,81,104,2363.0,2513.0,1739.0,1951.0,185,8424,151.0,213.0,32163.0,True,True
7395,47,66,3331.0,3481.0,2589.0,2801.0,113,3102,151.0,213.0,32163.0,False,False
7398,60,60,2851.0,3001.0,2325.0,2537.0,120,3600,151.0,213.0,32163.0,True,True
7399,81,97,1559.0,1709.0,1617.0,1829.0,178,7857,151.0,213.0,32163.0,True,False
7400,57,99,1556.0,1706.0,1086.0,1299.0,156,5643,151.0,214.0,32314.0,True,False
7401,42,73,3539.0,3689.0,2742.0,2954.0,115,3066,151.0,213.0,32163.0,True,False
7402,47,106,2116.0,2266.0,1705.0,1917.0,153,4982,151.0,213.0,32163.0,True,False
7408,58,76,1990.0,2140.0,1630.0,1843.0,134,4408,151.0,214.0,32314.0,False,False
7409,28,62,1850.0,2000.0,1712.0,1924.0,90,1736,151.0,213.0,32163.0,True,True
7410,113,88,3544.0,3900.0,2947.0,3276.0,201,9944,357.0,330.0,117810.0,True,True
7413,115,83,1021.0,1171.0,938.0,1150.0,198,9545,151.0,213.0,32163.0,True,True
7415,27,84,2647.0,2797.0,2357.0,2569.0,111,2268,151.0,213.0,32163.0,True,False
7419,8,90,463.0,613.0,806.0,1018.0,98,720,151.0,213.0,32163.0,True,True
7425,80,79,988.0,1138.0,1065.0,1277.0,159,6320,151.0,213.0,32163.0,True,False
7426,26,93,3121.0,3271.0,2264.0,2476.0,119,2418,151.0,213.0,32163.0,True,False
7427,65,66,2562.0,2712.0,2341.0,2553.0,131,4290,151.0,213.0,32163.0,True,False
7428,18,39,2744.0,2894.0,2508.0,2720.0,57,702,151.0,213.0,32163.0,True,True
7429,67,98,1603.0,1753.0,1220.0,1432.0,165,6566,151.0,213.0,32163.0,True,False
7430,53,60,3059.0,3209.0,2225.0,2437.0,113,3180,151.0,213.0,32163.0,True,True
7432,50,98,1695.0,1845.0,1506.0,1718.0,148,4900,151.0,213.0,32163.0,True,True
7434,47,39,3568.0,3718.0,2798.0,3010.0,86,1833,151.0,213.0,32163.0,True,False
7443,32,79,3204.0,3354.0,2808.0,3020.0,111,2528,151.0,213.0,32163.0,True,False
7444,65,106,1122.0,1272.0,1159.0,1371.0,171,6890,151.0,213.0,32163.0,True,True
7450,29,70,2549.0,2699.0,2260.0,2472.0,99,2030,151.0,213.0,32163.0,True,False
7452,24,64,751.0,901.0,771.0,983.0,88,1536,151.0,213.0,32163.0,True,False
7456,19,112,3285.0,3435.0,2857.0,3069.0,131,2128,151.0,213.0,32163.0,True,True
7458,104,220,1122.0,1384.0,1065.0,1643.0,324,22880,263.0,579.0,152277.0,True,True
7466,92,64,2003.0,2153.0,1625.0,1837.0,156,5888,151.0,213.0,32163.0,True,False
7472,67,102,2548.0,2698.0,2259.0,2471.0,169,6834,151.0,213.0,32163.0,False,False
7473,13,73,1647.0,1797.0,1569.0,1781.0,86,949,151.0,213.0,32163.0,True,True
7477,37,64,2744.0,2894.0,2420.0,2633.0,101,2368,151.0,214.0,32314.0,True,True
7478,49,85,2426.0,2576.0,1968.0,2180.0,134,4165,151.0,213.0,32163.0,True,False
7484,106,66,1008.0,1158.0,1297.0,1509.0,172,6996,151.0,213.0,32163.0,True,True
7493,148,183,1003.0,1271.0,1158.0,1718.0,331,27084,269.0,561.0,150909.0,True,False
7500,65,92,924.0,1074.0,1136.0,1348.0,157,5980,151.0,213.0,32163.0,True,False
7501,23,41,2316.0,2466.0,1884.0,2096.0,64,943,151.0,213.0,32163.0,True,False
7507,96,82,1026.0,1176.0,1120.0,1332.0,178,7872,151.0,213.0,32163.0,True,True
7510,29,89,2866.0,3016.0,2487.0,2699.0,118,2581,151.0,213.0,32163.0,True,True
7522,71,104,3013.0,3163.0,2651.0,2863.0,175,7384,151.0,213.0,32163.0,True,False
7526,48,116,2029.0,2179.0,1574.0,1786.0,164,5568,151.0,213.0,32163.0,True,True
7528,64,85,2783.0,2933.0,2356.0,2568.0,149,5440,151.0,213.0,32163.0,True,False
7530,64,44,3012.0,3162.0,2659.0,2871.0,108,2816,151.0,213.0,32163.0,True,False
7531,49,243,474.0,805.0,728.0,1342.0,292,11907,332.0,615.0,204180.0,False,False
7532,41,72,2435.0,2585.0,2254.0,2466.0,113,2952,151.0,213.0,32163.0,True,False
7535,65,86,1586.0,1736.0,1069.0,1281.0,151,5590,151.0,213.0,32163.0,False,True
7539,64,64,2926.0,3076.0,2571.0,2784.0,128,4096,151.0,214.0,32314.0,True,True
7543,54,75,2843.0,2993.0,2573.0,2785.0,129,4050,151.0,213.0,32163.0,True,True
7545,61,85,1422.0,1572.0,1617.0,1829.0,146,5185,151.0,213.0,32163.0,False,False
7547,69,81,2363.0,2513.0,2196.0,2408.0,150,5589,151.0,213.0,32163.0,True,True
7550,51,72,2868.0,3018.0,2311.0,2523.0,123,3672,151.0,213.0,32163.0,False,False
7551,57,67,3151.0,3301.0,2743.0,2955.0,124,3819,151.0,213.0,32163.0,True,True
7552,67,56,1560.0,1710.0,1462.0,1674.0,123,3752,151.0,213.0,32163.0,False,False
7553,89,58,2952.0,3102.0,2675.0,2887.0,147,5162,151.0,213.0,32163.0,True,True
7554,54,152,650.0,978.0,567.0,1213.0,206,8208,329.0,647.0,212863.0,True,True
7556,43,89,2004.0,2154.0,1709.0,1921.0,132,3827,151.0,213.0,32163.0,True,True
7557,17,67,801.0,951.0,751.0,963.0,84,1139,151.0,213.0,32163.0,True,True
7560,75,52,923.0,1073.0,1179.0,1391.0,127,3900,151.0,213.0,32163.0,True,True
7565,17,87,1173.0,1323.0,1258.0,1470.0,104,1479,151.0,213.0,32163.0,True,True
7566,69,60,552.0,702.0,549.0,761.0,129,4140,151.0,213.0,32163.0,True,True
7567,50,208,1174.0,1425.0,1204.0,1762.0,258,10400,252.0,559.0,140868.0,False,False
7568,34,110,2003.0,2153.0,1716.0,1928.0,144,3740,151.0,213.0,32163.0,True,False
7569,17,85,2509.0,2659.0,2261.0,2473.0,102,1445,151.0,213.0,32163.0,False,False
7573,49,88,1588.0,1738.0,1161.0,1373.0,137,4312,151.0,213.0,32163.0,True,False
7574,18,99,2750.0,2900.0,1881.0,2093.0,117,1782,151.0,213.0,32163.0,False,True
7584,20,89,2690.0,2840.0,2281.0,2494.0,109,1780,151.0,214.0,32314.0,False,True
7588,68,96,2490.0,2640.0,2173.0,2386.0,164,6528,151.0,214.0,32314.0,True,True
7590,54,99,2480.0,2630.0,2138.0,2350.0,153,5346,151.0,213.0,32163.0,True,False
7595,34,75,1508.0,1658.0,1605.0,1817.0,109,2550,151.0,213.0,32163.0,True,False
7598,45,61,3160.0,3310.0,2671.0,2883.0,106,2745,151.0,213.0,32163.0,False,False
7601,63,78,2301.0,2451.0,1897.0,2109.0,141,4914,151.0,213.0,32163.0,True,True
7605,4,63,3494.0,3644.0,2869.0,3081.0,67,252,151.0,213.0,32163.0,False,False
7611,27,57,2079.0,2229.0,1632.0,1844.0,84,1539,151.0,213.0,32163.0,True,False
7615,57,67,2338.0,2488.0,1599.0,1811.0,124,3819,151.0,213.0,32163.0,True,False
7624,44,62,1472.0,1622.0,1517.0,1729.0,106,2728,151.0,213.0,32163.0,True,True
7625,51,56,3108.0,3258.0,2228.0,2440.0,107,2856,151.0,213.0,32163.0,True,False
7628,61,78,1137.0,1287.0,1357.0,1569.0,139,4758,151.0,213.0,32163.0,False,True
7634,52,57,3381.0,3531.0,2348.0,2560.0,109,2964,151.0,213.0,32163.0,True,True
7637,65,85,2460.0,2610.0,1913.0,2125.0,150,5525,151.0,213.0,32163.0,True,True
7639,22,44,1429.0,1579.0,1376.0,1588.0,66,968,151.0,213.0,32163.0,True,False
7643,30,99,1383.0,1533.0,1414.0,1626.0,129,2970,151.0,213.0,32163.0,False,True
7644,53,122,336.0,703.0,329.0,1005.0,175,6466,368.0,677.0,249136.0,True,True
7645,13,68,3385.0,3535.0,2564.0,2776.0,81,884,151.0,213.0,32163.0,False,False
7646,27,80,2516.0,2666.0,2135.0,2347.0,107,2160,151.0,213.0,32163.0,False,False
7652,86,56,3067.0,3217.0,2465.0,2677.0,142,4816,151.0,213.0,32163.0,True,True
7654,18,55,3451.0,3601.0,2907.0,3119.0,73,990,151.0,213.0,32163.0,True,True
7656,28,74,524.0,674.0,819.0,1031.0,102,2072,151.0,213.0,32163.0,False,False
7659,77,95,1417.0,1567.0,1331.0,1543.0,172,7315,151.0,213.0,32163.0,True,True
7660,35,94,2342.0,2492.0,2252.0,2464.0,129,3290,151.0,213.0,32163.0,True,False
7663,58,88,2227.0,2377.0,1978.0,2190.0,146,5104,151.0,213.0,32163.0,True,True
7665,69,60,1407.0,1557.0,976.0,1188.0,129,4140,151.0,213.0,32163.0,True,False
7669,47,110,1961.0,2111.0,1699.0,1911.0,157,5170,151.0,213.0,32163.0,True,True
7671,33,77,2743.0,2893.0,2268.0,2480.0,110,2541,151.0,213.0,32163.0,True,False
7672,30,115,2176.0,2347.0,1974.0,2434.0,145,3450,172.0,461.0,79292.0,True,True
7673,49,87,2659.0,2809.0,2301.0,2513.0,136,4263,151.0,213.0,32163.0,True,True
7675,86,57,939.0,1089.0,818.0,1030.0,143,4902,151.0,213.0,32163.0,True,True
7680,31,55,3056.0,3206.0,2436.0,2649.0,86,1705,151.0,214.0,32314.0,False,False
7683,73,48,1712.0,1862.0,1258.0,1470.0,121,3504,151.0,213.0,32163.0,True,True
7686,33,87,2144.0,2294.0,1925.0,2137.0,120,2871,151.0,213.0,32163.0,True,True
7694,106,133,563.0,912.0,338.0,1018.0,239,14098,350.0,681.0,238350.0,True,True
7698,118,104,1047.0,1197.0,956.0,1168.0,222,12272,151.0,213.0,32163.0,False,False
7701,57,70,2560.0,2710.0,2463.0,2675.0,127,3990,151.0,213.0,32163.0,True,False
7710,73,99,2266.0,2416.0,1752.0,1964.0,172,7227,151.0,213.0,32163.0,False,False
7712,39,129,2877.0,3027.0,2244.0,2456.0,168,5031,151.0,213.0,32163.0,True,True
7714,154,193,994.0,1285.0,695.0,1326.0,347,29722,292.0,632.0,184544.0,True,True
7719,63,118,1442.0,1592.0,1093.0,1305.0,181,7434,151.0,213.0,32163.0,True,True
7720,42,59,1537.0,1687.0,1581.0,1793.0,101,2478,151.0,213.0,32163.0,True,True
7725,80,85,2784.0,2934.0,2488.0,2700.0,165,6800,151.0,213.0,32163.0,False,False
7728,46,72,1996.0,2146.0,1619.0,1831.0,118,3312,151.0,213.0,32163.0,True,True
7730,84,249,1254.0,1506.0,1010.0,1597.0,333,20916,253.0,588.0,148764.0,True,True
7732,51,87,2425.0,2575.0,2052.0,2265.0,138,4437,151.0,214.0,32314.0,True,True
7733,149,220,922.0,1200.0,1065.0,1638.0,369,32780,279.0,574.0,160146.0,True,True
7735,22,75,1587.0,1737.0,1616.0,1828.0,97,1650,151.0,213.0,32163.0,True,True
7739,54,83,2672.0,2822.0,2056.0,2269.0,137,4482,151.0,214.0,32314.0,True,False
7744,64,100,2843.0,2993.0,2244.0,2456.0,164,6400,151.0,213.0,32163.0,False,True
7747,6,85,1518.0,1668.0,1503.0,1715.0,91,510,151.0,213.0,32163.0,True,False
7752,33,100,1916.0,2066.0,1837.0,2049.0,133,3300,151.0,213.0,32163.0,True,True
7756,48,120,1479.0,1629.0,1499.0,1711.0,168,5760,151.0,213.0,32163.0,False,False
7761,32,84,1607.0,1757.0,1652.0,1864.0,116,2688,151.0,213.0,32163.0,True,False
7772,41,60,1207.0,1357.0,1313.0,1525.0,101,2460,151.0,213.0,32163.0,True,True
7773,86,107,2717.0,2867.0,2399.0,2611.0,193,9202,151.0,213.0,32163.0,True,False
7775,54,97,2357.0,2507.0,2035.0,2247.0,151,5238,151.0,213.0,32163.0,True,False
7777,39,50,549.0,699.0,897.0,1109.0,89,1950,151.0,213.0,32163.0,True,True
7778,39,198,515.0,848.0,655.0,1283.0,237,7722,334.0,629.0,210086.0,True,True
7779,46,79,3210.0,3360.0,2589.0,2801.0,125,3634,151.0,213.0,32163.0,True,True
7782,26,75,2541.0,2691.0,2306.0,2518.0,101,1950,151.0,213.0,32163.0,False,False
7783,97,145,2338.0,2488.0,1973.0,2185.0,242,14065,151.0,213.0,32163.0,False,True
7786,49,116,1141.0,1291.0,818.0,1030.0,165,5684,151.0,213.0,32163.0,False,False
7787,68,75,1318.0,1468.0,976.0,1188.0,143,5100,151.0,213.0,32163.0,True,True
7788,58,69,2599.0,2749.0,2515.0,2728.0,127,4002,151.0,214.0,32314.0,True,False
7790,53,93,2797.0,2947.0,1935.0,2147.0,146,4929,151.0,213.0,32163.0,True,True
7791,49,93,2698.0,2848.0,2237.0,2449.0,142,4557,151.0,213.0,32163.0,True,False
7794,40,30,1969.0,2119.0,1516.0,1729.0,70,1200,151.0,214.0,32314.0,False,False
7795,64,93,2869.0,3019.0,2111.0,2323.0,157,5952,151.0,213.0,32163.0,False,False
7796,126,211,1010.0,1300.0,682.0,1316.0,337,26586,291.0,635.0,184785.0,True,False
7800,66,80,3396.0,3546.0,2936.0,3148.0,146,5280,151.0,213.0,32163.0,True,True
7816,65,80,2185.0,2335.0,2150.0,2362.0,145,5200,151.0,213.0,32163.0,True,True
7817,36,83,1585.0,1735.0,1645.0,1857.0,119,2988,151.0,213.0,32163.0,True,True
7818,71,47,3115.0,3265.0,2708.0,2920.0,118,3337,151.0,213.0,32163.0,False,False
7822,57,97,2322.0,2472.0,2083.0,2295.0,154,5529,151.0,213.0,32163.0,False,False
7827,63,74,918.0,1068.0,991.0,1204.0,137,4662,151.0,214.0,32314.0,True,True
7828,61,211,1166.0,1415.0,1275.0,1821.0,272,12871,250.0,547.0,136750.0,True,True
7829,122,229,691.0,997.0,875.0,1472.0,351,27938,307.0,598.0,183586.0,True,True
7831,36,61,2912.0,3062.0,2099.0,2311.0,97,2196,151.0,213.0,32163.0,True,True
7832,29,43,3544.0,3694.0,2871.0,3083.0,72,1247,151.0,213.0,32163.0,True,True
7838,22,83,2904.0,3054.0,2211.0,2423.0,105,1826,151.0,213.0,32163.0,True,True
7839,47,89,2695.0,2845.0,2056.0,2268.0,136,4183,151.0,213.0,32163.0,True,True
7840,68,229,1298.0,1549.0,938.0,1536.0,297,15572,252.0,599.0,150948.0,True,True
7844,25,127,2158.0,2308.0,1898.0,2110.0,152,3175,151.0,213.0,32163.0,False,True
7848,49,68,2014.0,2164.0,1513.0,1725.0,117,3332,151.0,213.0,32163.0,True,False
7849,21,85,3322.0,3472.0,2762.0,2974.0,106,1785,151.0,213.0,32163.0,True,True
7852,52,83,1524.0,1674.0,1318.0,1530.0,135,4316,151.0,213.0,32163.0,True,True
7854,83,104,2884.0,3034.0,2544.0,2756.0,187,8632,151.0,213.0,32163.0,True,False
7855,35,59,3346.0,3496.0,2892.0,3104.0,94,2065,151.0,213.0,32163.0,True,True
7858,71,71,1312.0,1462.0,1450.0,1662.0,142,5041,151.0,213.0,32163.0,True,True
7859,71,89,2859.0,3009.0,2229.0,2441.0,160,6319,151.0,213.0,32163.0,True,True
7872,30,80,2381.0,2531.0,2195.0,2407.0,110,2400,151.0,213.0,32163.0,True,True
7873,16,62,2391.0,2541.0,2389.0,2601.0,78,992,151.0,213.0,32163.0,False,True
7874,56,212,368.0,711.0,651.0,1274.0,268,11872,344.0,624.0,214656.0,True,True
7881,35,113,2566.0,2716.0,2150.0,2362.0,148,3955,151.0,213.0,32163.0,True,True
7882,58,103,2747.0,2897.0,2237.0,2449.0,161,5974,151.0,213.0,32163.0,False,False
7884,65,71,3217.0,3367.0,2758.0,2971.0,136,4615,151.0,214.0,32314.0,False,True
7889,69,130,2520.0,2670.0,2045.0,2258.0,199,8970,151.0,214.0,32314.0,True,True
7893,68,81,3201.0,3351.0,2677.0,2889.0,149,5508,151.0,213.0,32163.0,True,False
7896,77,56,1079.0,1229.0,1260.0,1472.0,133,4312,151.0,213.0,32163.0,False,False
7899,71,34,1785.0,1935.0,1478.0,1690.0,105,2414,151.0,213.0,32163.0,True,False
7901,98,149,272.0,637.0,433.0,1090.0,247,14602,366.0,658.0,240828.0,True,True
7902,40,89,2432.0,2582.0,2422.0,2634.0,129,3560,151.0,213.0,32163.0,False,False
7904,68,106,2504.0,2654.0,2112.0,2324.0,174,7208,151.0,213.0,32163.0,False,True
7908,67,112,1565.0,1715.0,1319.0,1531.0,179,7504,151.0,213.0,32163.0,True,True
7910,19,106,851.0,1001.0,755.0,967.0,125,2014,151.0,213.0,32163.0,True,True
7912,54,82,2650.0,2800.0,2357.0,2569.0,136,4428,151.0,213.0,32163.0,True,False
7914,88,110,1080.0,1230.0,996.0,1208.0,198,9680,151.0,213.0,32163.0,True,False
7921,32,83,3291.0,3441.0,2652.0,2864.0,115,2656,151.0,213.0,32163.0,True,False
7922,34,68,3344.0,3494.0,3015.0,3227.0,102,2312,151.0,213.0,32163.0,False,False
7923,76,72,3441.0,3591.0,2947.0,3159.0,148,5472,151.0,213.0,32163.0,True,False
7924,99,257,1128.0,1386.0,1136.0,1703.0,356,25443,259.0,568.0,147112.0,True,False
7925,30,102,1309.0,1459.0,1284.0,1496.0,132,3060,151.0,213.0,32163.0,False,True
7928,61,93,3111.0,3402.0,2852.0,3203.0,154,5673,292.0,352.0,102784.0,False,False
7929,63,47,1361.0,1511.0,1208.0,1420.0,110,2961,151.0,213.0,32163.0,True,True
7930,71,150,623.0,959.0,460.0,1122.0,221,10650,337.0,663.0,223431.0,True,False
7931,121,218,769.0,1061.0,1035.0,1608.0,339,26378,293.0,574.0,168182.0,False,True
7935,39,95,1196.0,1346.0,1324.0,1536.0,134,3705,151.0,213.0,32163.0,False,False
7937,84,125,2849.0,2999.0,2211.0,2423.0,209,10500,151.0,213.0,32163.0,True,True
7940,65,69,2491.0,2641.0,2204.0,2417.0,134,4485,151.0,214.0,32314.0,False,True
7942,40,56,1661.0,1811.0,1433.0,1645.0,96,2240,151.0,213.0,32163.0,True,True
7943,41,96,2390.0,2540.0,2092.0,2304.0,137,3936,151.0,213.0,32163.0,True,True
7945,63,60,3111.0,3261.0,2759.0,2971.0,123,3780,151.0,213.0,32163.0,True,True
7948,116,263,1311.0,1567.0,790.0,1409.0,379,30508,257.0,620.0,159340.0,True,True
7956,55,99,741.0,891.0,1045.0,1257.0,154,5445,151.0,213.0,32163.0,False,True
7965,67,202,1897.0,2078.0,1060.0,1639.0,269,13534,182.0,580.0,105560.0,True,False
