event_id,n_u_fired,n_v_fired,roi_ustrip_min,roi_ustrip_max,roi_vstrip_min,roi_vstrip_max,n_uv_fired_sum,n_uv_fired_product,roi_u_width,roi_v_width,roi_uv_width_product,ML_success,CURRENT_success
5223,63,159,2625.0,2857.0,1714.0,2198.0,222,10017,233.0,485.0,113005.0,True,True
5225,13,84,2474.0,2624.0,2209.0,2421.0,97,1092,151.0,213.0,32163.0,True,False
5226,38,85,2327.0,2477.0,1915.0,2127.0,123,3230,151.0,213.0,32163.0,True,True
5230,100,140,614.0,928.0,834.0,1435.0,240,14000,315.0,602.0,189630.0,True,True
5232,24,81,2184.0,2334.0,1599.0,1811.0,105,1944,151.0,213.0,32163.0,True,True
5237,49,84,877.0,1027.0,537.0,749.0,133,4116,151.0,213.0,32163.0,False,False
5240,90,204,456.0,787.0,742.0,1353.0,294,18360,332.0,612.0,203184.0,True,True
5243,118,303,913.0,1192.0,1052.0,1627.0,421,35754,280.0,576.0,161280.0,True,False
5250,96,135,350.0,729.0,136.0,845.0,231,12960,380.0,710.0,269800.0,True,False
5253,83,196,457.0,794.0,652.0,1278.0,279,16268,338.0,627.0,211926.0,True,False
5258,34,101,2158.0,2308.0,1738.0,1950.0,135,3434,151.0,213.0,32163.0,True,False
5268,67,147,1215.0,1461.0,1252.0,1803.0,214,9849,247.0,552.0,136344.0,True,True
5275,32,72,749.0,899.0,825.0,1037.0,104,2304,151.0,213.0,32163.0,False,False
5282,74,209,1245.0,1499.0,974.0,1567.0,283,15466,255.0,594.0,151470.0,True,True
5283,42,91,872.0,1022.0,861.0,1073.0,133,3822,151.0,213.0,32163.0,True,False
5286,151,173,1026.0,1291.0,1177.0,1735.0,324,26123,266.0,559.0,148694.0,False,False
5287,87,91,1123.0,1273.0,1230.0,1443.0,178,7917,151.0,214.0,32314.0,False,True
5299,34,67,2593.0,2743.0,2102.0,2314.0,101,2278,151.0,213.0,32163.0,True,True
5304,82,61,2393.0,2543.0,1825.0,2037.0,143,5002,151.0,213.0,32163.0,True,False
5307,46,76,2231.0,2381.0,2092.0,2304.0,122,3496,151.0,213.0,32163.0,True,True
5313,58,90,1236.0,1386.0,1049.0,1261.0,148,5220,151.0,213.0,32163.0,True,True
5316,15,105,2702.0,2852.0,1981.0,2193.0,120,1575,151.0,213.0,32163.0,True,True
5317,35,53,1653.0,1803.0,1130.0,1342.0,88,1855,151.0,213.0,32163.0,True,False
5321,38,82,2165.0,2315.0,1948.0,2161.0,120,3116,151.0,214.0,32314.0,False,True
5325,20,112,2164.0,2314.0,2088.0,2300.0,132,2240,151.0,213.0,32163.0,False,True
5326,32,95,2579.0,2729.0,1901.0,2114.0,127,3040,151.0,214.0,32314.0,True,True
5328,111,189,1099.0,1378.0,736.0,1362.0,300,20979,280.0,627.0,175560.0,True,True
5335,29,92,1879.0,2029.0,1466.0,1678.0,121,2668,151.0,213.0,32163.0,True,False
5337,44,94,2985.0,3135.0,2066.0,2278.0,138,4136,151.0,213.0,32163.0,True,True
5338,63,47,3183.0,3333.0,2322.0,2534.0,110,2961,151.0,213.0,32163.0,True,True
5339,83,236,406.0,753.0,556.0,1197.0,319,19588,348.0,642.0,223416.0,False,False
5340,185,250,833.0,1123.0,972.0,1558.0,435,46250,291.0,587.0,170817.0,True,True
5343,78,101,2366.0,2516.0,1782.0,1994.0,179,7878,151.0,213.0,32163.0,True,False
5346,38,75,2011.0,2161.0,1430.0,1642.0,113,2850,151.0,213.0,32163.0,True,True
5347,56,63,838.0,988.0,603.0,815.0,119,3528,151.0,213.0,32163.0,True,True
5351,27,81,1346.0,1496.0,1274.0,1486.0,108,2187,151.0,213.0,32163.0,True,False
5354,58,111,1913.0,2063.0,1725.0,1937.0,169,6438,151.0,213.0,32163.0,True,True
5357,59,105,3316.0,3466.0,2786.0,2998.0,164,6195,151.0,213.0,32163.0,False,False
5358,53,94,3044.0,3194.0,2617.0,2829.0,147,4982,151.0,213.0,32163.0,True,False
5369,23,77,2095.0,2245.0,1692.0,1904.0,100,1771,151.0,213.0,32163.0,True,True
5373,90,145,3120.0,3428.0,2193.0,2608.0,235,13050,309.0,416.0,128544.0,False,False
5375,23,102,1730.0,1880.0,1731.0,1943.0,125,2346,151.0,213.0,32163.0,False,True
5376,44,96,2941.0,3091.0,2315.0,2527.0,140,4224,151.0,213.0,32163.0,True,False
5380,47,85,2146.0,2296.0,1990.0,2202.0,132,3995,151.0,213.0,32163.0,True,True
5384,48,80,700.0,850.0,990.0,1202.0,128,3840,151.0,213.0,32163.0,True,False
5385,26,131,2384.0,2534.0,2248.0,2460.0,157,3406,151.0,213.0,32163.0,False,True
5388,40,66,1160.0,1310.0,1211.0,1423.0,106,2640,151.0,213.0,32163.0,True,False
5390,27,129,1306.0,1456.0,941.0,1154.0,156,3483,151.0,214.0,32314.0,True,True
5391,34,43,1497.0,1647.0,1253.0,1465.0,77,1462,151.0,213.0,32163.0,True,False
5393,42,47,1133.0,1283.0,1295.0,1508.0,89,1974,151.0,214.0,32314.0,True,False
5394,43,75,2087.0,2237.0,2014.0,2226.0,118,3225,151.0,213.0,32163.0,False,True
5396,37,66,2923.0,3073.0,2645.0,2857.0,103,2442,151.0,213.0,32163.0,True,True
5397,26,83,3205.0,3355.0,2640.0,2853.0,109,2158,151.0,214.0,32314.0,True,True
5398,35,124,1314.0,1464.0,1164.0,1376.0,159,4340,151.0,213.0,32163.0,False,True
5399,74,80,2809.0,2959.0,2355.0,2567.0,154,5920,151.0,213.0,32163.0,False,False
5402,104,81,933.0,1083.0,1141.0,1353.0,185,8424,151.0,213.0,32163.0,True,True
5405,73,82,2625.0,2775.0,2154.0,2366.0,155,5986,151.0,213.0,32163.0,True,True
5407,32,74,2839.0,2989.0,2335.0,2547.0,106,2368,151.0,213.0,32163.0,True,True
5415,99,145,477.0,827.0,424.0,1089.0,244,14355,351.0,666.0,233766.0,True,True
5417,32,107,2164.0,2314.0,1782.0,1994.0,139,3424,151.0,213.0,32163.0,True,True
5418,82,108,2644.0,2794.0,2352.0,2564.0,190,8856,151.0,213.0,32163.0,True,True
5420,91,102,1521.0,1671.0,1585.0,1797.0,193,9282,151.0,213.0,32163.0,True,True
5422,27,70,1524.0,1674.0,1524.0,1736.0,97,1890,151.0,213.0,32163.0,True,False
5424,43,91,2743.0,2893.0,1992.0,2205.0,134,3913,151.0,214.0,32314.0,False,True
5425,80,175,1247.0,1519.0,566.0,1217.0,255,14000,273.0,652.0,177996.0,True,True
5429,53,92,2031.0,2181.0,1617.0,1829.0,145,4876,151.0,213.0,32163.0,False,False
5432,44,90,3135.0,3285.0,2561.0,2773.0,134,3960,151.0,213.0,32163.0,False,False
5433,59,80,1718.0,1868.0,1623.0,1835.0,139,4720,151.0,213.0,32163.0,False,False
5436,99,106,2214.0,2364.0,2062.0,2274.0,205,10494,151.0,213.0,32163.0,True,False
5439,56,53,2580.0,2730.0,2423.0,2636.0,109,2968,151.0,214.0,32314.0,True,True
5440,44,28,3464.0,3614.0,3028.0,3240.0,72,1232,151.0,213.0,32163.0,True,False
5441,32,77,630.0,780.0,898.0,1110.0,109,2464,151.0,213.0,32163.0,True,True
5443,73,105,2736.0,2981.0,2474.0,2871.0,178,7665,246.0,398.0,97908.0,True,False
5445,52,125,1160.0,1310.0,977.0,1189.0,177,6500,151.0,213.0,32163.0,False,False
5449,30,55,1609.0,1759.0,1121.0,1333.0,85,1650,151.0,213.0,32163.0,True,True
5450,130,191,770.0,1061.0,1038.0,1611.0,321,24830,292.0,574.0,167608.0,True,True
5455,9,48,3307.0,3457.0,2943.0,3155.0,57,432,151.0,213.0,32163.0,True,True
5456,51,112,2437.0,2587.0,2086.0,2298.0,163,5712,151.0,213.0,32163.0,True,True
5460,40,59,661.0,811.0,713.0,925.0,99,2360,151.0,213.0,32163.0,True,True
5461,44,30,850.0,1000.0,1149.0,1361.0,74,1320,151.0,213.0,32163.0,True,True
5462,60,69,2231.0,2381.0,2101.0,2313.0,129,4140,151.0,213.0,32163.0,True,True
5468,30,73,655.0,805.0,883.0,1095.0,103,2190,151.0,213.0,32163.0,False,False
5469,27,61,685.0,835.0,838.0,1050.0,88,1647,151.0,213.0,32163.0,True,True
5471,37,113,2912.0,3062.0,2434.0,2646.0,150,4181,151.0,213.0,32163.0,True,True
5472,43,62,1359.0,1509.0,1320.0,1532.0,105,2666,151.0,213.0,32163.0,True,True
5476,83,79,3058.0,3208.0,2666.0,2878.0,162,6557,151.0,213.0,32163.0,False,True
5479,80,74,3358.0,3508.0,2647.0,2859.0,154,5920,151.0,213.0,32163.0,False,False
5482,16,60,2837.0,2987.0,2376.0,2588.0,76,960,151.0,213.0,32163.0,True,False
5483,26,31,2716.0,2866.0,2062.0,2275.0,57,806,151.0,214.0,32314.0,False,True
5484,38,110,1316.0,1466.0,1467.0,1679.0,148,4180,151.0,213.0,32163.0,True,False
5485,37,72,1511.0,1661.0,1431.0,1643.0,109,2664,151.0,213.0,32163.0,True,True
5491,60,95,1786.0,1936.0,1751.0,1963.0,155,5700,151.0,213.0,32163.0,True,False
5493,52,201,2165.0,2328.0,1659.0,2159.0,253,10452,164.0,501.0,82164.0,False,False
5495,34,59,3433.0,3583.0,2849.0,3061.0,93,2006,151.0,213.0,32163.0,True,False
5496,81,101,1668.0,1818.0,1145.0,1357.0,182,8181,151.0,213.0,32163.0,True,True
5497,57,116,2222.0,2372.0,1918.0,2130.0,173,6612,151.0,213.0,32163.0,True,True
5506,50,69,684.0,834.0,955.0,1167.0,119,3450,151.0,213.0,32163.0,False,False
5508,68,98,1968.0,2118.0,1915.0,2127.0,166,6664,151.0,213.0,32163.0,True,False
5514,43,83,2329.0,2479.0,2031.0,2243.0,126,3569,151.0,213.0,32163.0,False,False
5515,53,107,2242.0,2392.0,1498.0,1710.0,160,5671,151.0,213.0,32163.0,False,True
5517,39,43,1173.0,1323.0,1115.0,1327.0,82,1677,151.0,213.0,32163.0,True,False
5518,42,62,933.0,1083.0,1228.0,1440.0,104,2604,151.0,213.0,32163.0,False,True
5525,30,80,2371.0,2521.0,2206.0,2418.0,110,2400,151.0,213.0,32163.0,True,True
5527,46,63,3035.0,3185.0,2539.0,2751.0,109,2898,151.0,213.0,32163.0,True,True
5530,49,68,2286.0,2436.0,1991.0,2203.0,117,3332,151.0,213.0,32163.0,True,False
5531,37,61,2548.0,2698.0,2218.0,2430.0,98,2257,151.0,213.0,32163.0,False,False
5535,38,86,2637.0,2787.0,2395.0,2607.0,124,3268,151.0,213.0,32163.0,True,True
5536,18,71,687.0,837.0,962.0,1174.0,89,1278,151.0,213.0,32163.0,False,False
5538,65,73,2660.0,2810.0,2364.0,2577.0,138,4745,151.0,214.0,32314.0,True,False
5541,28,85,2907.0,3057.0,2366.0,2578.0,113,2380,151.0,213.0,32163.0,True,False
5542,48,113,1152.0,1302.0,1244.0,1456.0,161,5424,151.0,213.0,32163.0,True,False
5543,37,99,2393.0,2543.0,2102.0,2314.0,136,3663,151.0,213.0,32163.0,True,False
5545,62,65,2235.0,2385.0,2094.0,2306.0,127,4030,151.0,213.0,32163.0,False,False
5550,38,59,1652.0,1802.0,1687.0,1899.0,97,2242,151.0,213.0,32163.0,True,True
5551,131,144,1036.0,1299.0,1179.0,1737.0,275,18864,264.0,559.0,147576.0,True,True
5553,17,85,2563.0,2713.0,1929.0,2141.0,102,1445,151.0,213.0,32163.0,True,True
5555,66,199,2109.0,2269.0,1800.0,2282.0,265,13134,161.0,483.0,77763.0,True,False
5558,45,96,2945.0,3095.0,2550.0,2762.0,141,4320,151.0,213.0,32163.0,True,True
5561,49,85,2085.0,2235.0,1696.0,1908.0,134,4165,151.0,213.0,32163.0,True,True
5563,55,61,3425.0,3575.0,2974.0,3186.0,116,3355,151.0,213.0,32163.0,False,False
5565,90,231,1796.0,1980.0,1401.0,1937.0,321,20790,185.0,537.0,99345.0,True,True
5567,43,121,2037.0,2187.0,1584.0,1797.0,164,5203,151.0,214.0,32314.0,True,True
5568,60,102,3498.0,3854.0,2785.0,3130.0,162,6120,357.0,346.0,123522.0,True,True
5570,23,69,1773.0,1923.0,1378.0,1590.0,92,1587,151.0,213.0,32163.0,True,True
5573,23,54,2040.0,2190.0,1581.0,1793.0,77,1242,151.0,213.0,32163.0,False,False
5579,43,92,3240.0,3390.0,2694.0,2906.0,135,3956,151.0,213.0,32163.0,True,True
5580,33,64,2324.0,2474.0,2104.0,2316.0,97,2112,151.0,213.0,32163.0,True,True
5583,19,43,640.0,790.0,372.0,584.0,62,817,151.0,213.0,32163.0,True,True
5584,47,102,1899.0,2049.0,1665.0,1877.0,149,4794,151.0,213.0,32163.0,True,True
5585,49,70,1825.0,1975.0,1485.0,1697.0,119,3430,151.0,213.0,32163.0,False,False
5588,42,76,1725.0,1875.0,1369.0,1581.0,118,3192,151.0,213.0,32163.0,False,False
5595,50,247,1731.0,1936.0,888.0,1491.0,297,12350,206.0,604.0,124424.0,True,True
5597,18,82,1275.0,1425.0,1381.0,1593.0,100,1476,151.0,213.0,32163.0,True,False
5600,290,484,2537.0,3967.0,1683.0,3455.0,774,140360,1431.0,1773.0,2537163.0,True,True
5601,67,92,3039.0,3189.0,2634.0,2846.0,159,6164,151.0,213.0,32163.0,True,True
5602,40,67,1832.0,1982.0,1382.0,1595.0,107,2680,151.0,214.0,32314.0,True,True
5603,54,69,3325.0,3475.0,2818.0,3030.0,123,3726,151.0,213.0,32163.0,True,True
5607,11,89,2100.0,2250.0,1857.0,2069.0,100,979,151.0,213.0,32163.0,True,True
5608,65,116,2136.0,2286.0,1601.0,1813.0,181,7540,151.0,213.0,32163.0,True,True
5610,109,223,373.0,736.0,364.0,1036.0,332,24307,364.0,673.0,244972.0,True,True
5612,30,90,2946.0,3096.0,2235.0,2447.0,120,2700,151.0,213.0,32163.0,True,False
5613,67,93,1804.0,1954.0,1678.0,1890.0,160,6231,151.0,213.0,32163.0,True,True
5614,131,146,752.0,1088.0,255.0,951.0,277,19126,337.0,697.0,234889.0,True,True
5616,49,75,2747.0,2897.0,1935.0,2147.0,124,3675,151.0,213.0,32163.0,True,True
5621,69,72,2745.0,2895.0,2225.0,2437.0,141,4968,151.0,213.0,32163.0,True,True
5623,34,83,2512.0,2662.0,1873.0,2085.0,117,2822,151.0,213.0,32163.0,True,True
5627,24,71,1772.0,1922.0,1630.0,1843.0,95,1704,151.0,214.0,32314.0,True,True
5636,39,68,2098.0,2248.0,1951.0,2163.0,107,2652,151.0,213.0,32163.0,True,True
5639,42,107,2720.0,2870.0,2366.0,2578.0,149,4494,151.0,213.0,32163.0,True,True
5643,73,223,1284.0,1551.0,584.0,1233.0,296,16279,268.0,650.0,174200.0,True,False
5644,74,132,418.0,789.0,189.0,890.0,206,9768,372.0,702.0,261144.0,False,False
5654,65,263,430.0,767.0,675.0,1297.0,328,17095,338.0,623.0,210574.0,True,False
5662,58,72,3141.0,3291.0,2576.0,2788.0,130,4176,151.0,213.0,32163.0,True,True
5663,76,86,1073.0,1223.0,1127.0,1339.0,162,6536,151.0,213.0,32163.0,True,True
5665,75,109,2301.0,2451.0,1803.0,2015.0,184,8175,151.0,213.0,32163.0,True,True
5666,85,179,419.0,756.0,697.0,1314.0,264,15215,338.0,618.0,208884.0,True,True
5668,58,55,3038.0,3188.0,2575.0,2787.0,113,3190,151.0,213.0,32163.0,False,True
5675,48,105,1165.0,1315.0,1376.0,1588.0,153,5040,151.0,213.0,32163.0,True,True
5680,45,106,2270.0,2420.0,2117.0,2329.0,151,4770,151.0,213.0,32163.0,True,True
5689,69,30,3233.0,3383.0,2957.0,3170.0,99,2070,151.0,214.0,32314.0,True,True
5693,54,65,3346.0,3496.0,2752.0,2964.0,119,3510,151.0,213.0,32163.0,True,True
5699,29,85,3236.0,3386.0,2832.0,3044.0,114,2465,151.0,213.0,32163.0,True,False
5701,70,110,2159.0,2309.0,2084.0,2297.0,180,7700,151.0,214.0,32314.0,True,False
5702,56,96,1512.0,1662.0,1590.0,1802.0,152,5376,151.0,213.0,32163.0,False,True
5706,73,95,926.0,1076.0,1031.0,1243.0,168,6935,151.0,213.0,32163.0,True,True
5710,41,70,2793.0,2943.0,2442.0,2654.0,111,2870,151.0,213.0,32163.0,True,True
5718,26,54,2656.0,2806.0,2085.0,2297.0,80,1404,151.0,213.0,32163.0,True,True
5719,39,68,2246.0,2396.0,1977.0,2189.0,107,2652,151.0,213.0,32163.0,True,False
5726,77,197,574.0,908.0,564.0,1209.0,274,15169,335.0,646.0,216410.0,False,False
5728,59,84,2277.0,2427.0,2120.0,2332.0,143,4956,151.0,213.0,32163.0,False,True
5729,29,102,1352.0,1502.0,1063.0,1275.0,131,2958,151.0,213.0,32163.0,True,False
5732,51,33,850.0,1000.0,543.0,755.0,84,1683,151.0,213.0,32163.0,True,False
5733,27,34,1466.0,1616.0,1330.0,1542.0,61,918,151.0,213.0,32163.0,True,True
