event_id nfired_ustrips_inroi nfired_vstrips_inroi roi_ustrip_min roi_ustrip_max roi_vstrip_min roi_vstrip_max roi_u_width roi_v_width
90 81 65 1094.00000000 1244.00000000 911.00000000 1124.00000000 150.00000000 213.00000000
91 49 88 794.00000000 944.00000000 1062.00000000 1274.00000000 150.00000000 212.00000000
92 30 122 389.00000000 733.00000000 619.00000000 1249.00000000 344.00000000 630.00000000
93 88 62 3493.00000000 3849.00000000 2766.00000000 3113.00000000 356.00000000 347.00000000
94 65 97 1322.00000000 1472.00000000 991.00000000 1203.00000000 150.00000000 212.00000000
95 56 78 2625.00000000 2775.00000000 2355.00000000 2567.00000000 150.00000000 212.00000000
96 44 89 2647.00000000 2797.00000000 2227.00000000 2439.00000000 150.00000000 212.00000000
97 42 73 2989.00000000 3139.00000000 2560.00000000 2772.00000000 150.00000000 212.00000000
98 34 87 1320.00000000 1470.00000000 1459.00000000 1671.00000000 150.00000000 212.00000000
99 110 70 1006.00000000 1156.00000000 684.00000000 896.00000000 150.00000000 212.00000000
100 55 64 3434.00000000 3584.00000000 2735.00000000 2947.00000000 150.00000000 212.00000000
101 27 90 2777.00000000 2927.00000000 2031.00000000 2243.00000000 150.00000000 212.00000000
102 56 88 1869.00000000 2019.00000000 1750.00000000 1962.00000000 150.00000000 212.00000000
103 12 79 3424.00000000 3574.00000000 2407.00000000 2619.00000000 150.00000000 212.00000000
104 27 94 3212.00000000 3362.00000000 2602.00000000 2814.00000000 150.00000000 212.00000000
105 41 67 1306.00000000 1456.00000000 1422.00000000 1635.00000000 150.00000000 213.00000000
106 32 93 1478.00000000 1628.00000000 1438.00000000 1650.00000000 150.00000000 212.00000000
107 50 88 871.00000000 1021.00000000 1075.00000000 1287.00000000 150.00000000 212.00000000
108 92 124 2674.00000000 2910.00000000 2426.00000000 2829.00000000 236.00000000 403.00000000
109 43 57 2787.00000000 2937.00000000 2543.00000000 2755.00000000 150.00000000 212.00000000
110 74 80 2985.00000000 3135.00000000 2448.00000000 2660.00000000 150.00000000 212.00000000
111 41 115 2029.00000000 2179.00000000 1576.00000000 1788.00000000 150.00000000 212.00000000
112 51 80 895.00000000 1045.00000000 1156.00000000 1368.00000000 150.00000000 212.00000000
113 47 119 1943.00000000 2093.00000000 1416.00000000 1628.00000000 150.00000000 212.00000000
114 64 70 2578.00000000 2728.00000000 2412.00000000 2624.00000000 150.00000000 212.00000000
115 20 69 1230.00000000 1380.00000000 1097.00000000 1309.00000000 150.00000000 212.00000000
116 58 77 2703.00000000 2853.00000000 2204.00000000 2416.00000000 150.00000000 212.00000000
117 40 83 2257.00000000 2407.00000000 1630.00000000 1842.00000000 150.00000000 212.00000000
118 79 120 1539.00000000 1689.00000000 1567.00000000 1779.00000000 150.00000000 212.00000000
119 50 109 2966.00000000 3116.00000000 2567.00000000 2779.00000000 150.00000000 212.00000000
120 100 122 2844.00000000 2994.00000000 2538.00000000 2750.00000000 150.00000000 212.00000000
121 47 73 2782.00000000 2932.00000000 2334.00000000 2546.00000000 150.00000000 212.00000000
122 30 57 1859.00000000 2009.00000000 1677.00000000 1889.00000000 150.00000000 212.00000000
123 40 27 3520.00000000 3670.00000000 2884.00000000 3096.00000000 150.00000000 212.00000000
124 25 65 1815.00000000 1965.00000000 1252.00000000 1464.00000000 150.00000000 212.00000000
125 61 86 3216.00000000 3366.00000000 2229.00000000 2442.00000000 150.00000000 213.00000000
126 31 63 2524.00000000 2674.00000000 2153.00000000 2365.00000000 150.00000000 212.00000000
127 52 70 1704.00000000 1854.00000000 1636.00000000 1848.00000000 150.00000000 212.00000000
128 25 77 2136.00000000 2286.00000000 2128.00000000 2340.00000000 150.00000000 212.00000000
129 21 75 2807.00000000 2957.00000000 2031.00000000 2243.00000000 150.00000000 212.00000000
130 51 75 2414.00000000 2564.00000000 1918.00000000 2130.00000000 150.00000000 212.00000000
131 51 83 3379.00000000 3529.00000000 2894.00000000 3107.00000000 150.00000000 213.00000000
132 60 57 3301.00000000 3451.00000000 2768.00000000 2980.00000000 150.00000000 212.00000000
133 42 77 1960.00000000 2110.00000000 1703.00000000 1915.00000000 150.00000000 212.00000000
134 55 69 2931.00000000 3081.00000000 2417.00000000 2629.00000000 150.00000000 212.00000000
135 41 92 3315.00000000 3465.00000000 2727.00000000 2939.00000000 150.00000000 212.00000000
136 69 89 1652.00000000 1802.00000000 1499.00000000 1711.00000000 150.00000000 212.00000000
137 19 75 1644.00000000 1794.00000000 1755.00000000 1967.00000000 150.00000000 212.00000000
138 36 72 2981.00000000 3131.00000000 2680.00000000 2892.00000000 150.00000000 212.00000000
139 26 74 2319.00000000 2469.00000000 1946.00000000 2158.00000000 150.00000000 212.00000000
140 91 73 3156.00000000 3306.00000000 2733.00000000 2945.00000000 150.00000000 212.00000000
141 18 106 3169.00000000 3319.00000000 2538.00000000 2750.00000000 150.00000000 212.00000000
142 58 107 1755.00000000 1905.00000000 1628.00000000 1840.00000000 150.00000000 212.00000000
143 44 109 2369.00000000 2519.00000000 1832.00000000 2044.00000000 150.00000000 212.00000000
144 28 88 1226.00000000 1376.00000000 1229.00000000 1441.00000000 150.00000000 212.00000000
145 29 82 1874.00000000 2024.00000000 1554.00000000 1766.00000000 150.00000000 212.00000000
146 58 90 2959.00000000 3109.00000000 2209.00000000 2421.00000000 150.00000000 212.00000000
147 32 155 1332.00000000 1563.00000000 1368.00000000 1904.00000000 231.00000000 536.00000000
148 66 98 3459.00000000 3609.00000000 2853.00000000 3065.00000000 150.00000000 212.00000000
149 28 55 1784.00000000 1934.00000000 1285.00000000 1497.00000000 150.00000000 212.00000000
150 45 88 2969.00000000 3243.00000000 2672.00000000 3044.00000000 274.00000000 372.00000000
151 50 102 2491.00000000 2641.00000000 1913.00000000 2125.00000000 150.00000000 212.00000000
152 49 69 3207.00000000 3357.00000000 2588.00000000 2800.00000000 150.00000000 212.00000000
153 39 75 2749.00000000 2899.00000000 2337.00000000 2549.00000000 150.00000000 212.00000000
154 52 66 2424.00000000 2574.00000000 1786.00000000 1998.00000000 150.00000000 212.00000000
155 100 86 2879.00000000 3029.00000000 2384.00000000 2596.00000000 150.00000000 212.00000000
156 51 87 3064.00000000 3214.00000000 2136.00000000 2348.00000000 150.00000000 212.00000000
157 28 66 3489.00000000 3639.00000000 2941.00000000 3153.00000000 150.00000000 212.00000000
158 22 15 3512.00000000 3662.00000000 3008.00000000 3220.00000000 150.00000000 212.00000000
159 71 25 1097.00000000 1247.00000000 1057.00000000 1269.00000000 150.00000000 212.00000000
160 58 52 2835.00000000 2985.00000000 2570.00000000 2782.00000000 150.00000000 212.00000000
161 80 63 1062.00000000 1212.00000000 1173.00000000 1385.00000000 150.00000000 212.00000000
162 54 108 351.00000000 715.00000000 374.00000000 1044.00000000 364.00000000 670.00000000
163 33 119 775.00000000 925.00000000 841.00000000 1053.00000000 150.00000000 212.00000000
164 70 41 997.00000000 1147.00000000 723.00000000 935.00000000 150.00000000 212.00000000
165 84 117 2374.00000000 2524.00000000 1918.00000000 2131.00000000 150.00000000 213.00000000
166 36 70 2271.00000000 2421.00000000 1924.00000000 2136.00000000 150.00000000 212.00000000
167 50 96 1760.00000000 1910.00000000 1822.00000000 2035.00000000 150.00000000 213.00000000
168 51 98 1593.00000000 1743.00000000 1257.00000000 1469.00000000 150.00000000 212.00000000
169 29 111 1780.00000000 1930.00000000 1351.00000000 1563.00000000 150.00000000 212.00000000
170 41 101 2246.00000000 2396.00000000 1616.00000000 1828.00000000 150.00000000 212.00000000
171 77 136 2744.00000000 2989.00000000 2488.00000000 2884.00000000 245.00000000 396.00000000
172 84 79 2360.00000000 2510.00000000 1660.00000000 1873.00000000 150.00000000 213.00000000
173 46 77 2276.00000000 2426.00000000 2024.00000000 2236.00000000 150.00000000 212.00000000
174 95 73 1044.00000000 1194.00000000 1041.00000000 1253.00000000 150.00000000 212.00000000
175 49 90 1740.00000000 1890.00000000 1557.00000000 1769.00000000 150.00000000 212.00000000
176 14 52 3284.00000000 3434.00000000 2855.00000000 3067.00000000 150.00000000 212.00000000
177 32 85 1885.00000000 2035.00000000 1818.00000000 2030.00000000 150.00000000 212.00000000
178 61 63 2967.00000000 3117.00000000 2430.00000000 2642.00000000 150.00000000 212.00000000
179 34 63 2110.00000000 2260.00000000 1738.00000000 1951.00000000 150.00000000 213.00000000
180 52 90 1996.00000000 2146.00000000 1833.00000000 2045.00000000 150.00000000 212.00000000
181 66 60 847.00000000 997.00000000 947.00000000 1159.00000000 150.00000000 212.00000000
182 26 64 2240.00000000 2390.00000000 1730.00000000 1942.00000000 150.00000000 212.00000000
183 24 45 3318.00000000 3468.00000000 2634.00000000 2846.00000000 150.00000000 212.00000000
184 38 65 3220.00000000 3370.00000000 2710.00000000 2922.00000000 150.00000000 212.00000000
185 125 104 3544.00000000 3906.00000000 2856.00000000 3193.00000000 362.00000000 337.00000000
186 38 55 3094.00000000 3244.00000000 2462.00000000 2674.00000000 150.00000000 212.00000000
187 35 26 3443.00000000 3593.00000000 3035.00000000 3247.00000000 150.00000000 212.00000000
188 21 44 2321.00000000 2471.00000000 1885.00000000 2097.00000000 150.00000000 212.00000000
189 109 61 983.00000000 1133.00000000 1104.00000000 1317.00000000 150.00000000 213.00000000
190 64 44 3505.00000000 3655.00000000 2617.00000000 2829.00000000 150.00000000 212.00000000
191 36 65 2154.00000000 2304.00000000 1702.00000000 1914.00000000 150.00000000 212.00000000
192 58 57 801.00000000 951.00000000 878.00000000 1090.00000000 150.00000000 212.00000000
193 62 54 3554.00000000 3913.00000000 2946.00000000 3275.00000000 359.00000000 329.00000000
194 65 93 2064.00000000 2214.00000000 1879.00000000 2091.00000000 150.00000000 212.00000000
195 68 61 2990.00000000 3140.00000000 2123.00000000 2335.00000000 150.00000000 212.00000000
196 34 41 1539.00000000 1689.00000000 1239.00000000 1451.00000000 150.00000000 212.00000000
197 44 129 2437.00000000 2587.00000000 2040.00000000 2252.00000000 150.00000000 212.00000000
198 54 106 1980.00000000 2130.00000000 1883.00000000 2095.00000000 150.00000000 212.00000000
199 44 50 2124.00000000 2274.00000000 1510.00000000 1722.00000000 150.00000000 212.00000000
200 35 74 3251.00000000 3401.00000000 2679.00000000 2891.00000000 150.00000000 212.00000000
201 73 62 3506.00000000 3859.00000000 2905.00000000 3239.00000000 353.00000000 334.00000000
202 36 72 3478.00000000 3628.00000000 2794.00000000 3006.00000000 150.00000000 212.00000000
203 73 70 2877.00000000 3027.00000000 2138.00000000 2350.00000000 150.00000000 212.00000000
204 34 84 1349.00000000 1499.00000000 1107.00000000 1319.00000000 150.00000000 212.00000000
205 46 79 2574.00000000 2724.00000000 2326.00000000 2538.00000000 150.00000000 212.00000000
206 29 88 2587.00000000 2737.00000000 2264.00000000 2477.00000000 150.00000000 213.00000000
207 73 93 617.00000000 767.00000000 1054.00000000 1267.00000000 150.00000000 213.00000000
208 74 132 1133.00000000 1395.00000000 1046.00000000 1627.00000000 262.00000000 581.00000000
209 34 72 2831.00000000 2981.00000000 2498.00000000 2711.00000000 150.00000000 213.00000000
210 47 46 1426.00000000 1576.00000000 1486.00000000 1698.00000000 150.00000000 212.00000000
211 21 59 2158.00000000 2308.00000000 2180.00000000 2392.00000000 150.00000000 212.00000000
212 58 75 1304.00000000 1454.00000000 1464.00000000 1676.00000000 150.00000000 212.00000000
213 26 92 1156.00000000 1306.00000000 1205.00000000 1417.00000000 150.00000000 212.00000000
214 57 84 3223.00000000 3373.00000000 2513.00000000 2725.00000000 150.00000000 212.00000000
215 49 52 1633.00000000 1783.00000000 1476.00000000 1688.00000000 150.00000000 212.00000000
216 54 68 2236.00000000 2386.00000000 1615.00000000 1827.00000000 150.00000000 212.00000000
217 39 120 2122.00000000 2272.00000000 2005.00000000 2217.00000000 150.00000000 212.00000000
218 40 107 2474.00000000 2624.00000000 1861.00000000 2073.00000000 150.00000000 212.00000000
219 57 26 650.00000000 800.00000000 563.00000000 775.00000000 150.00000000 212.00000000
220 27 76 1959.00000000 2109.00000000 1523.00000000 1736.00000000 150.00000000 213.00000000
221 51 73 2033.00000000 2183.00000000 1960.00000000 2172.00000000 150.00000000 212.00000000
222 37 82 2689.00000000 2839.00000000 2271.00000000 2484.00000000 150.00000000 213.00000000
223 46 108 602.00000000 752.00000000 825.00000000 1037.00000000 150.00000000 212.00000000
224 60 84 2407.00000000 2557.00000000 2251.00000000 2463.00000000 150.00000000 212.00000000
225 50 95 3545.00000000 3695.00000000 2874.00000000 3086.00000000 150.00000000 212.00000000
226 53 73 2860.00000000 3010.00000000 2285.00000000 2497.00000000 150.00000000 212.00000000
227 58 77 2527.00000000 2677.00000000 2234.00000000 2446.00000000 150.00000000 212.00000000
228 26 49 661.00000000 811.00000000 407.00000000 620.00000000 150.00000000 213.00000000
229 47 106 1923.00000000 2073.00000000 1821.00000000 2033.00000000 150.00000000 212.00000000
230 45 64 2007.00000000 2157.00000000 1890.00000000 2103.00000000 150.00000000 213.00000000
231 55 103 1671.00000000 1821.00000000 1688.00000000 1901.00000000 150.00000000 213.00000000
232 59 123 2071.00000000 2221.00000000 1996.00000000 2208.00000000 150.00000000 212.00000000
233 51 66 2900.00000000 3050.00000000 2609.00000000 2821.00000000 150.00000000 212.00000000
234 40 87 2260.00000000 2410.00000000 1963.00000000 2175.00000000 150.00000000 212.00000000
235 57 59 2493.00000000 2643.00000000 2282.00000000 2494.00000000 150.00000000 212.00000000
236 33 70 1909.00000000 2059.00000000 1811.00000000 2023.00000000 150.00000000 212.00000000
237 48 109 2441.00000000 2591.00000000 1626.00000000 1838.00000000 150.00000000 212.00000000
238 29 64 3101.00000000 3251.00000000 2349.00000000 2561.00000000 150.00000000 212.00000000
239 53 51 3129.00000000 3279.00000000 2327.00000000 2539.00000000 150.00000000 212.00000000
240 35 107 2798.00000000 2948.00000000 1897.00000000 2109.00000000 150.00000000 212.00000000
241 79 98 3108.00000000 3258.00000000 2552.00000000 2764.00000000 150.00000000 212.00000000
242 38 66 1288.00000000 1438.00000000 920.00000000 1132.00000000 150.00000000 212.00000000
243 62 53 2247.00000000 2397.00000000 1704.00000000 1916.00000000 150.00000000 212.00000000
244 94 102 3529.00000000 3891.00000000 2773.00000000 3118.00000000 362.00000000 345.00000000
245 54 48 2538.00000000 2688.00000000 2286.00000000 2498.00000000 150.00000000 212.00000000
246 56 108 2039.00000000 2189.00000000 1757.00000000 1969.00000000 150.00000000 212.00000000
247 49 70 757.00000000 907.00000000 972.00000000 1184.00000000 150.00000000 212.00000000
248 38 100 1588.00000000 1738.00000000 1059.00000000 1271.00000000 150.00000000 212.00000000
249 32 76 3373.00000000 3523.00000000 2699.00000000 2911.00000000 150.00000000 212.00000000
250 111 61 1040.00000000 1190.00000000 1110.00000000 1323.00000000 150.00000000 213.00000000
251 63 84 2550.00000000 2700.00000000 2223.00000000 2435.00000000 150.00000000 212.00000000
252 23 105 2460.00000000 2610.00000000 2059.00000000 2271.00000000 150.00000000 212.00000000
253 27 62 1890.00000000 2040.00000000 1377.00000000 1589.00000000 150.00000000 212.00000000
254 46 82 2278.00000000 2428.00000000 2094.00000000 2306.00000000 150.00000000 212.00000000
255 39 73 2369.00000000 2519.00000000 1773.00000000 1985.00000000 150.00000000 212.00000000
256 73 61 3187.00000000 3337.00000000 2642.00000000 2854.00000000 150.00000000 212.00000000
257 8 113 1924.00000000 2074.00000000 1462.00000000 1674.00000000 150.00000000 212.00000000
258 28 92 2790.00000000 2940.00000000 2221.00000000 2433.00000000 150.00000000 212.00000000
259 41 74 3264.00000000 3414.00000000 2810.00000000 3022.00000000 150.00000000 212.00000000
260 35 84 2512.00000000 2662.00000000 2314.00000000 2526.00000000 150.00000000 212.00000000
261 47 100 1678.00000000 1828.00000000 1293.00000000 1506.00000000 150.00000000 213.00000000
262 43 63 463.00000000 613.00000000 781.00000000 993.00000000 150.00000000 212.00000000
263 69 50 3547.00000000 3697.00000000 2773.00000000 2985.00000000 150.00000000 212.00000000
264 44 70 2363.00000000 2513.00000000 1923.00000000 2135.00000000 150.00000000 212.00000000
265 20 76 2870.00000000 3020.00000000 2620.00000000 2832.00000000 150.00000000 212.00000000
266 62 91 2512.00000000 2662.00000000 2259.00000000 2471.00000000 150.00000000 212.00000000
267 37 66 3317.00000000 3467.00000000 2731.00000000 2943.00000000 150.00000000 212.00000000
268 46 61 1830.00000000 1980.00000000 1736.00000000 1948.00000000 150.00000000 212.00000000
269 24 77 1161.00000000 1311.00000000 1115.00000000 1327.00000000 150.00000000 212.00000000
270 50 52 632.00000000 782.00000000 1068.00000000 1280.00000000 150.00000000 212.00000000
271 53 124 2356.00000000 2506.00000000 2195.00000000 2407.00000000 150.00000000 212.00000000
272 51 78 1601.00000000 1751.00000000 1590.00000000 1802.00000000 150.00000000 212.00000000
273 25 91 2721.00000000 2871.00000000 1936.00000000 2148.00000000 150.00000000 212.00000000
274 64 102 1806.00000000 1956.00000000 1756.00000000 1969.00000000 150.00000000 213.00000000
275 64 66 3302.00000000 3452.00000000 2490.00000000 2702.00000000 150.00000000 212.00000000
276 32 86 1335.00000000 1485.00000000 1520.00000000 1732.00000000 150.00000000 212.00000000
277 21 30 3273.00000000 3423.00000000 2936.00000000 3149.00000000 150.00000000 213.00000000
278 12 31 558.00000000 708.00000000 378.00000000 590.00000000 150.00000000 212.00000000
279 48 102 2171.00000000 2321.00000000 1835.00000000 2048.00000000 150.00000000 213.00000000
280 37 95 1326.00000000 1476.00000000 1345.00000000 1557.00000000 150.00000000 212.00000000
281 74 65 3002.00000000 3152.00000000 2428.00000000 2640.00000000 150.00000000 212.00000000
282 55 95 1347.00000000 1497.00000000 1352.00000000 1565.00000000 150.00000000 213.00000000
283 71 31 2778.00000000 2928.00000000 2451.00000000 2664.00000000 150.00000000 213.00000000
284 41 76 2229.00000000 2379.00000000 2058.00000000 2270.00000000 150.00000000 212.00000000
285 54 51 3441.00000000 3591.00000000 2933.00000000 3145.00000000 150.00000000 212.00000000
286 74 102 328.00000000 693.00000000 375.00000000 1044.00000000 365.00000000 669.00000000
287 36 96 1265.00000000 1415.00000000 1026.00000000 1238.00000000 150.00000000 212.00000000
288 52 70 2349.00000000 2499.00000000 2098.00000000 2310.00000000 150.00000000 212.00000000
289 53 56 3242.00000000 3392.00000000 2708.00000000 2920.00000000 150.00000000 212.00000000
290 70 113 713.00000000 863.00000000 1023.00000000 1235.00000000 150.00000000 212.00000000
291 29 64 1771.00000000 1921.00000000 1607.00000000 1819.00000000 150.00000000 212.00000000
292 95 104 2411.00000000 2561.00000000 2078.00000000 2290.00000000 150.00000000 212.00000000
293 71 91 3330.00000000 3480.00000000 2412.00000000 2624.00000000 150.00000000 212.00000000
294 7 68 2039.00000000 2189.00000000 1958.00000000 2171.00000000 150.00000000 213.00000000
295 49 61 1893.00000000 2043.00000000 1611.00000000 1823.00000000 150.00000000 212.00000000
296 50 100 2593.00000000 2743.00000000 1754.00000000 1966.00000000 150.00000000 212.00000000
297 64 84 3412.00000000 3562.00000000 2612.00000000 2824.00000000 150.00000000 212.00000000
298 37 99 1862.00000000 2012.00000000 1291.00000000 1503.00000000 150.00000000 212.00000000
299 27 28 2406.00000000 2556.00000000 2228.00000000 2440.00000000 150.00000000 212.00000000
300 30 90 2543.00000000 2693.00000000 2083.00000000 2295.00000000 150.00000000 212.00000000
301 68 95 2470.00000000 2620.00000000 1728.00000000 1941.00000000 150.00000000 213.00000000
302 35 79 865.00000000 1015.00000000 908.00000000 1120.00000000 150.00000000 212.00000000
