event_id,roi_ustrip_min,roi_ustrip_max,roi_vstrip_min,roi_vstrip_max,roi_u_width,roi_v_width,n_u_entries_inside_roi,n_v_entries_inside_roi,n_u_unique_inside_roi,n_v_unique_inside_roi,n_u_adcpos_entries_inside_roi,n_v_adcpos_entries_inside_roi,n_u_unique_adcpos_inside_roi,n_v_unique_adcpos_inside_roi,n_uv_entries_inside_roi,n_uv_unique_inside_roi,n_uv_adcpos_entries_inside_roi,n_uv_unique_adcpos_inside_roi
767,3119.0,3269.0,2735.0,2947.0,151.0,213.0,68,96,68,96,68,96,68,96,164,164,164,164
769,1295.0,1445.0,1342.0,1554.0,151.0,213.0,59,81,59,81,59,81,59,81,140,140,140,140
770,1782.0,1932.0,1506.0,1718.0,151.0,213.0,54,113,54,113,54,113,54,113,167,167,167,167
771,2379.0,2529.0,1656.0,1868.0,151.0,213.0,56,110,56,110,56,110,56,110,166,166,166,166
774,1926.0,2076.0,1937.0,2149.0,151.0,213.0,72,110,72,110,72,110,72,110,182,182,182,182
777,1304.0,1454.0,1279.0,1491.0,151.0,213.0,51,82,51,82,51,82,51,82,133,133,133,133
778,1231.0,1497.0,739.0,1366.0,267.0,628.0,67,202,67,202,67,202,67,202,269,269,269,269
779,1094.0,1244.0,911.0,1124.0,151.0,214.0,82,66,82,66,82,66,82,66,148,148,148,148
782,409.0,746.0,693.0,1311.0,338.0,619.0,73,163,73,163,73,163,73,163,236,236,236,236
784,794.0,944.0,1062.0,1274.0,151.0,213.0,50,89,50,89,50,89,50,89,139,139,139,139
789,389.0,733.0,619.0,1249.0,345.0,631.0,30,123,30,123,30,123,30,123,153,153,153,153
793,3493.0,3849.0,2766.0,3113.0,357.0,348.0,88,63,88,63,88,63,88,63,151,151,151,151
800,1322.0,1472.0,991.0,1203.0,151.0,213.0,66,98,66,98,66,98,66,98,164,164,164,164
805,2625.0,2775.0,2355.0,2567.0,151.0,213.0,57,80,57,80,57,80,57,80,137,137,137,137
806,2647.0,2797.0,2227.0,2439.0,151.0,213.0,45,90,45,90,45,90,45,90,135,135,135,135
807,2989.0,3139.0,2560.0,2772.0,151.0,213.0,42,74,42,74,42,74,42,74,116,116,116,116
810,1320.0,1470.0,1459.0,1671.0,151.0,213.0,34,87,34,87,34,87,34,87,121,121,121,121
814,1006.0,1156.0,684.0,896.0,151.0,213.0,111,71,111,71,111,71,111,71,182,182,182,182
825,3434.0,3584.0,2735.0,2947.0,151.0,213.0,57,65,57,65,57,65,57,65,122,122,122,122
827,2777.0,2927.0,2031.0,2243.0,151.0,213.0,28,92,28,92,28,92,28,92,120,120,120,120
828,1869.0,2019.0,1750.0,1962.0,151.0,213.0,56,88,56,88,56,88,56,88,144,144,144,144
833,3424.0,3574.0,2407.0,2619.0,151.0,213.0,13,79,13,79,13,79,13,79,92,92,92,92
845,3212.0,3362.0,2602.0,2814.0,151.0,213.0,27,94,27,94,27,94,27,94,121,121,121,121
846,1306.0,1456.0,1422.0,1635.0,151.0,214.0,41,67,41,67,41,67,41,67,108,108,108,108
852,1478.0,1628.0,1438.0,1650.0,151.0,213.0,32,93,32,93,32,93,32,93,125,125,125,125
853,871.0,1021.0,1075.0,1287.0,151.0,213.0,50,90,50,90,50,90,50,90,140,140,140,140
856,2674.0,2910.0,2426.0,2829.0,237.0,404.0,93,125,93,125,93,125,93,125,218,218,218,218
857,2787.0,2937.0,2543.0,2755.0,151.0,213.0,43,58,43,58,43,58,43,58,101,101,101,101
858,2985.0,3135.0,2448.0,2660.0,151.0,213.0,74,82,74,82,74,82,74,82,156,156,156,156
860,2029.0,2179.0,1576.0,1788.0,151.0,213.0,42,115,42,115,42,115,42,115,157,157,157,157
863,895.0,1045.0,1156.0,1368.0,151.0,213.0,51,81,51,81,51,81,51,81,132,132,132,132
865,2238.0,2409.0,1453.0,1977.0,172.0,525.0,46,184,46,184,46,184,46,184,230,230,230,230
866,1943.0,2093.0,1416.0,1628.0,151.0,213.0,48,121,48,121,48,121,48,121,169,169,169,169
867,2578.0,2728.0,2412.0,2624.0,151.0,213.0,65,71,65,71,65,71,65,71,136,136,136,136
868,2525.0,3967.0,1715.0,3455.0,1443.0,1741.0,381,557,381,557,381,557,381,557,938,938,938,938
872,422.0,765.0,599.0,1233.0,344.0,635.0,77,246,77,246,77,246,77,246,323,323,323,323
873,1230.0,1380.0,1097.0,1309.0,151.0,213.0,20,69,20,69,20,69,20,69,89,89,89,89
874,1179.0,1440.0,964.0,1558.0,262.0,595.0,70,281,70,281,70,281,70,281,351,351,351,351
882,2703.0,2853.0,2204.0,2416.0,151.0,213.0,59,78,59,78,59,78,59,78,137,137,137,137
887,2257.0,2407.0,1630.0,1842.0,151.0,213.0,40,83,40,83,40,83,40,83,123,123,123,123
888,1539.0,1689.0,1567.0,1779.0,151.0,213.0,81,121,81,121,81,121,81,121,202,202,202,202
889,2966.0,3116.0,2567.0,2779.0,151.0,213.0,50,110,50,110,50,110,50,110,160,160,160,160
4449,654.0,971.0,751.0,1367.0,318.0,617.0,70,249,70,249,70,249,70,249,319,319,319,319
4451,2844.0,2994.0,2538.0,2750.0,151.0,213.0,101,122,101,122,101,122,101,122,223,223,223,223
4452,2782.0,2932.0,2334.0,2546.0,151.0,213.0,47,74,47,74,47,74,47,74,121,121,121,121
4455,1859.0,2009.0,1677.0,1889.0,151.0,213.0,30,58,30,58,30,58,30,58,88,88,88,88
4456,3520.0,3670.0,2884.0,3096.0,151.0,213.0,41,28,41,28,41,28,41,28,69,69,69,69
4458,578.0,905.0,677.0,1303.0,328.0,627.0,99,197,99,197,99,197,99,197,296,296,296,296
4461,1815.0,1965.0,1252.0,1464.0,151.0,213.0,25,65,25,65,25,65,25,65,90,90,90,90
4465,3216.0,3366.0,2229.0,2442.0,151.0,214.0,62,86,62,86,62,86,62,86,148,148,148,148
4467,2524.0,2674.0,2153.0,2365.0,151.0,213.0,31,63,31,63,31,63,31,63,94,94,94,94
4475,1704.0,1854.0,1636.0,1848.0,151.0,213.0,54,71,54,71,54,71,54,71,125,125,125,125
4481,2136.0,2286.0,2128.0,2340.0,151.0,213.0,26,77,26,77,26,77,26,77,103,103,103,103
4482,2807.0,2957.0,2031.0,2243.0,151.0,213.0,23,75,23,75,23,75,23,75,98,98,98,98
4483,2414.0,2564.0,1918.0,2130.0,151.0,213.0,52,75,52,75,52,75,52,75,127,127,127,127
4486,3379.0,3529.0,2894.0,3107.0,151.0,214.0,52,84,52,84,52,84,52,84,136,136,136,136
4487,3301.0,3451.0,2768.0,2980.0,151.0,213.0,61,57,61,57,61,57,61,57,118,118,118,118
4494,1960.0,2110.0,1703.0,1915.0,151.0,213.0,42,77,42,77,42,77,42,77,119,119,119,119
4495,2931.0,3081.0,2417.0,2629.0,151.0,213.0,56,69,56,69,56,69,56,69,125,125,125,125
4497,290.0,665.0,276.0,960.0,376.0,685.0,62,163,62,163,62,163,62,163,225,225,225,225
4500,291.0,653.0,450.0,1105.0,363.0,656.0,103,211,103,211,103,211,103,211,314,314,314,314
4506,3315.0,3465.0,2727.0,2939.0,151.0,213.0,42,92,42,92,42,92,42,92,134,134,134,134
4510,1652.0,1802.0,1499.0,1711.0,151.0,213.0,71,91,71,91,71,91,71,91,162,162,162,162
4511,1644.0,1794.0,1755.0,1967.0,151.0,213.0,19,76,19,76,19,76,19,76,95,95,95,95
4513,2981.0,3131.0,2680.0,2892.0,151.0,213.0,36,72,36,72,36,72,36,72,108,108,108,108
4514,2319.0,2469.0,1946.0,2158.0,151.0,213.0,26,74,26,74,26,74,26,74,100,100,100,100
4518,3156.0,3306.0,2733.0,2945.0,151.0,213.0,91,75,91,75,91,75,91,75,166,166,166,166
4519,3169.0,3319.0,2538.0,2750.0,151.0,213.0,19,106,19,106,19,106,19,106,125,125,125,125
4520,2661.0,2898.0,1950.0,2407.0,238.0,458.0,133,223,133,223,133,223,133,223,356,356,356,356
4521,1755.0,1905.0,1628.0,1840.0,151.0,213.0,58,107,58,107,58,107,58,107,165,165,165,165
4522,2369.0,2519.0,1832.0,2044.0,151.0,213.0,44,109,44,109,44,109,44,109,153,153,153,153
4523,1226.0,1376.0,1229.0,1441.0,151.0,213.0,28,88,28,88,28,88,28,88,116,116,116,116
4527,1874.0,2024.0,1554.0,1766.0,151.0,213.0,30,82,30,82,30,82,30,82,112,112,112,112
4530,2959.0,3109.0,2209.0,2421.0,151.0,213.0,58,91,58,91,58,91,58,91,149,149,149,149
4534,1332.0,1563.0,1368.0,1904.0,232.0,537.0,33,156,33,156,33,156,33,156,189,189,189,189
4538,3459.0,3609.0,2853.0,3065.0,151.0,213.0,66,98,66,98,66,98,66,98,164,164,164,164
4540,1784.0,1934.0,1285.0,1497.0,151.0,213.0,30,56,30,56,30,56,30,56,86,86,86,86
4542,2969.0,3243.0,2672.0,3044.0,275.0,373.0,45,88,45,88,45,88,45,88,133,133,133,133
4543,2491.0,2641.0,1913.0,2125.0,151.0,213.0,50,103,50,103,50,103,50,103,153,153,153,153
4544,3207.0,3357.0,2588.0,2800.0,151.0,213.0,49,69,49,69,49,69,49,69,118,118,118,118
4548,2749.0,2899.0,2337.0,2549.0,151.0,213.0,39,75,39,75,39,75,39,75,114,114,114,114
4551,2424.0,2574.0,1786.0,1998.0,151.0,213.0,53,67,53,67,53,67,53,67,120,120,120,120
4552,2879.0,3029.0,2384.0,2596.0,151.0,213.0,102,87,102,87,102,87,102,87,189,189,189,189
4553,3064.0,3214.0,2136.0,2348.0,151.0,213.0,51,89,51,89,51,89,51,89,140,140,140,140
4556,3489.0,3639.0,2941.0,3153.0,151.0,213.0,28,67,28,67,28,67,28,67,95,95,95,95
4560,3512.0,3662.0,3008.0,3220.0,151.0,213.0,23,15,23,15,23,15,23,15,38,38,38,38
4562,1097.0,1247.0,1057.0,1269.0,151.0,213.0,72,25,72,25,72,25,72,25,97,97,97,97
4565,2835.0,2985.0,2570.0,2782.0,151.0,213.0,59,52,59,52,59,52,59,52,111,111,111,111
4570,1062.0,1212.0,1173.0,1385.0,151.0,213.0,81,64,81,64,81,64,81,64,145,145,145,145
4572,351.0,715.0,374.0,1044.0,365.0,671.0,54,109,54,109,54,109,54,109,163,163,163,163
4573,775.0,925.0,841.0,1053.0,151.0,213.0,33,120,33,120,33,120,33,120,153,153,153,153
4574,997.0,1147.0,723.0,935.0,151.0,213.0,71,42,71,42,71,42,71,42,113,113,113,113
4575,2374.0,2524.0,1918.0,2131.0,151.0,214.0,85,118,85,118,85,118,85,118,203,203,203,203
4578,1420.0,1640.0,1452.0,1977.0,221.0,526.0,82,204,82,204,82,204,82,204,286,286,286,286
4580,2271.0,2421.0,1924.0,2136.0,151.0,213.0,36,70,36,70,36,70,36,70,106,106,106,106
4583,1760.0,1910.0,1822.0,2035.0,151.0,214.0,52,96,52,96,52,96,52,96,148,148,148,148
4587,1593.0,1743.0,1257.0,1469.0,151.0,213.0,51,99,51,99,51,99,51,99,150,150,150,150
4593,1780.0,1930.0,1351.0,1563.0,151.0,213.0,30,112,30,112,30,112,30,112,142,142,142,142
4596,2246.0,2396.0,1616.0,1828.0,151.0,213.0,42,102,42,102,42,102,42,102,144,144,144,144
4603,2744.0,2989.0,2488.0,2884.0,246.0,397.0,77,136,77,136,77,136,77,136,213,213,213,213
4606,2360.0,2510.0,1660.0,1873.0,151.0,214.0,85,80,85,80,85,80,85,80,165,165,165,165
4607,605.0,946.0,420.0,1088.0,342.0,669.0,85,197,85,197,85,197,85,197,282,282,282,282
4612,2276.0,2426.0,2024.0,2236.0,151.0,213.0,47,79,47,79,47,79,47,79,126,126,126,126
4613,1044.0,1194.0,1041.0,1253.0,151.0,213.0,96,74,96,74,96,74,96,74,170,170,170,170
4614,722.0,1047.0,505.0,1162.0,326.0,658.0,90,231,90,231,90,231,90,231,321,321,321,321
4619,1740.0,1890.0,1557.0,1769.0,151.0,213.0,49,91,49,91,49,91,49,91,140,140,140,140
4622,3284.0,3434.0,2855.0,3067.0,151.0,213.0,15,53,15,53,15,53,15,53,68,68,68,68
4625,1885.0,2035.0,1818.0,2030.0,151.0,213.0,33,86,33,86,33,86,33,86,119,119,119,119
4626,2967.0,3117.0,2430.0,2642.0,151.0,213.0,62,64,62,64,62,64,62,64,126,126,126,126
4628,2110.0,2260.0,1738.0,1951.0,151.0,214.0,34,65,34,65,34,65,34,65,99,99,99,99
4632,1996.0,2146.0,1833.0,2045.0,151.0,213.0,53,90,53,90,53,90,53,90,143,143,143,143
4636,847.0,997.0,947.0,1159.0,151.0,213.0,66,60,66,60,66,60,66,60,126,126,126,126
4643,2240.0,2390.0,1730.0,1942.0,151.0,213.0,26,65,26,65,26,65,26,65,91,91,91,91
4646,3318.0,3468.0,2634.0,2846.0,151.0,213.0,24,46,24,46,24,46,24,46,70,70,70,70
4647,3220.0,3370.0,2710.0,2922.0,151.0,213.0,38,66,38,66,38,66,38,66,104,104,104,104
4648,3544.0,3906.0,2856.0,3193.0,363.0,338.0,125,104,125,104,125,104,125,104,229,229,229,229
4651,3094.0,3244.0,2462.0,2674.0,151.0,213.0,38,56,38,56,38,56,38,56,94,94,94,94
4652,856.0,1141.0,1045.0,1620.0,286.0,576.0,166,188,166,188,166,188,166,188,354,354,354,354
4657,1067.0,1345.0,807.0,1422.0,279.0,616.0,93,180,93,180,93,180,93,180,273,273,273,273
4659,3443.0,3593.0,3035.0,3247.0,151.0,213.0,37,26,37,26,37,26,37,26,63,63,63,63
4660,2321.0,2471.0,1885.0,2097.0,151.0,213.0,22,45,22,45,22,45,22,45,67,67,67,67
4673,983.0,1133.0,1104.0,1317.0,151.0,214.0,110,61,110,61,110,61,110,61,171,171,171,171
4674,3505.0,3655.0,2617.0,2829.0,151.0,213.0,64,44,64,44,64,44,64,44,108,108,108,108
4677,2154.0,2304.0,1702.0,1914.0,151.0,213.0,36,66,36,66,36,66,36,66,102,102,102,102
4680,801.0,951.0,878.0,1090.0,151.0,213.0,58,59,58,59,58,59,58,59,117,117,117,117
4690,3554.0,3913.0,2946.0,3275.0,360.0,330.0,62,54,62,54,62,54,62,54,116,116,116,116
4692,2064.0,2214.0,1879.0,2091.0,151.0,213.0,66,93,66,93,66,93,66,93,159,159,159,159
4693,2990.0,3140.0,2123.0,2335.0,151.0,213.0,68,61,68,61,68,61,68,61,129,129,129,129
4694,1539.0,1689.0,1239.0,1451.0,151.0,213.0,34,41,34,41,34,41,34,41,75,75,75,75
4695,2437.0,2587.0,2040.0,2252.0,151.0,213.0,45,131,45,131,45,131,45,131,176,176,176,176
4697,614.0,929.0,826.0,1428.0,316.0,603.0,103,277,103,277,103,277,103,277,380,380,380,380
4704,1980.0,2130.0,1883.0,2095.0,151.0,213.0,55,106,55,106,55,106,55,106,161,161,161,161
4718,2124.0,2274.0,1510.0,1722.0,151.0,213.0,45,50,45,50,45,50,45,50,95,95,95,95
4722,3251.0,3401.0,2679.0,2891.0,151.0,213.0,35,74,35,74,35,74,35,74,109,109,109,109
4729,3506.0,3859.0,2905.0,3239.0,354.0,335.0,73,63,73,63,73,63,73,63,136,136,136,136
4731,3478.0,3628.0,2794.0,3006.0,151.0,213.0,37,73,37,73,37,73,37,73,110,110,110,110
4738,2877.0,3027.0,2138.0,2350.0,151.0,213.0,74,71,74,71,74,71,74,71,145,145,145,145
4742,1349.0,1499.0,1107.0,1319.0,151.0,213.0,34,84,34,84,34,84,34,84,118,118,118,118
4743,2574.0,2724.0,2326.0,2538.0,151.0,213.0,47,80,47,80,47,80,47,80,127,127,127,127
4744,822.0,1129.0,680.0,1311.0,308.0,632.0,132,193,132,193,132,193,132,193,325,325,325,325
4745,2587.0,2737.0,2264.0,2477.0,151.0,214.0,29,89,29,89,29,89,29,89,118,118,118,118
4747,617.0,767.0,1054.0,1267.0,151.0,214.0,74,94,74,94,74,94,74,94,168,168,168,168
4751,1133.0,1395.0,1046.0,1627.0,263.0,582.0,74,132,74,132,74,132,74,132,206,206,206,206
4754,2831.0,2981.0,2498.0,2711.0,151.0,214.0,34,73,34,73,34,73,34,73,107,107,107,107
4756,1426.0,1576.0,1486.0,1698.0,151.0,213.0,47,48,47,48,47,48,47,48,95,95,95,95
4758,2158.0,2308.0,2180.0,2392.0,151.0,213.0,22,59,22,59,22,59,22,59,81,81,81,81
4759,1304.0,1454.0,1464.0,1676.0,151.0,213.0,60,76,60,76,60,76,60,76,136,136,136,136
4762,1156.0,1306.0,1205.0,1417.0,151.0,213.0,26,93,26,93,26,93,26,93,119,119,119,119
4769,3223.0,3373.0,2513.0,2725.0,151.0,213.0,59,84,59,84,59,84,59,84,143,143,143,143
4773,1633.0,1783.0,1476.0,1688.0,151.0,213.0,49,52,49,52,49,52,49,52,101,101,101,101
4775,827.0,1113.0,1055.0,1627.0,287.0,573.0,157,235,157,235,157,235,157,235,392,392,392,392
4777,2236.0,2386.0,1615.0,1827.0,151.0,213.0,54,68,54,68,54,68,54,68,122,122,122,122
4779,2122.0,2272.0,2005.0,2217.0,151.0,213.0,39,121,39,121,39,121,39,121,160,160,160,160
4780,2474.0,2624.0,1861.0,2073.0,151.0,213.0,40,108,40,108,40,108,40,108,148,148,148,148
4782,650.0,800.0,563.0,775.0,151.0,213.0,57,26,57,26,57,26,57,26,83,83,83,83
4786,1959.0,2109.0,1523.0,1736.0,151.0,214.0,28,76,28,76,28,76,28,76,104,104,104,104
4792,2033.0,2183.0,1960.0,2172.0,151.0,213.0,51,74,51,74,51,74,51,74,125,125,125,125
4793,2689.0,2839.0,2271.0,2484.0,151.0,214.0,38,82,38,82,38,82,38,82,120,120,120,120
4794,602.0,752.0,825.0,1037.0,151.0,213.0,48,108,48,108,48,108,48,108,156,156,156,156
4795,453.0,785.0,727.0,1340.0,333.0,614.0,67,249,67,249,67,249,67,249,316,316,316,316
4800,2407.0,2557.0,2251.0,2463.0,151.0,213.0,61,84,61,84,61,84,61,84,145,145,145,145
4801,3545.0,3695.0,2874.0,3086.0,151.0,213.0,50,96,50,96,50,96,50,96,146,146,146,146
4802,2860.0,3010.0,2285.0,2497.0,151.0,213.0,53,75,53,75,53,75,53,75,128,128,128,128
4803,2527.0,2677.0,2234.0,2446.0,151.0,213.0,58,77,58,77,58,77,58,77,135,135,135,135
4807,661.0,811.0,407.0,620.0,151.0,214.0,26,49,26,49,26,49,26,49,75,75,75,75
4810,1923.0,2073.0,1821.0,2033.0,151.0,213.0,49,106,49,106,49,106,49,106,155,155,155,155
4813,2007.0,2157.0,1890.0,2103.0,151.0,214.0,45,64,45,64,45,64,45,64,109,109,109,109
4819,630.0,943.0,841.0,1441.0,314.0,601.0,66,185,66,185,66,185,66,185,251,251,251,251
4820,1671.0,1821.0,1688.0,1901.0,151.0,214.0,55,105,55,105,55,105,55,105,160,160,160,160
4821,2071.0,2221.0,1996.0,2208.0,151.0,213.0,59,124,59,124,59,124,59,124,183,183,183,183
4825,2864.0,3125.0,2585.0,2967.0,262.0,383.0,83,181,83,181,83,181,83,181,264,264,264,264
4827,2900.0,3050.0,2609.0,2821.0,151.0,213.0,52,67,52,67,52,67,52,67,119,119,119,119
4828,2260.0,2410.0,1963.0,2175.0,151.0,213.0,41,87,41,87,41,87,41,87,128,128,128,128
4830,2493.0,2643.0,2282.0,2494.0,151.0,213.0,57,60,57,60,57,60,57,60,117,117,117,117
4831,1909.0,2059.0,1811.0,2023.0,151.0,213.0,33,71,33,71,33,71,33,71,104,104,104,104
4833,2441.0,2591.0,1626.0,1838.0,151.0,213.0,49,110,49,110,49,110,49,110,159,159,159,159
4842,3101.0,3251.0,2349.0,2561.0,151.0,213.0,29,65,29,65,29,65,29,65,94,94,94,94
4847,3129.0,3279.0,2327.0,2539.0,151.0,213.0,53,51,53,51,53,51,53,51,104,104,104,104
4849,2798.0,2948.0,1897.0,2109.0,151.0,213.0,35,107,35,107,35,107,35,107,142,142,142,142
4855,3108.0,3258.0,2552.0,2764.0,151.0,213.0,79,100,79,100,79,100,79,100,179,179,179,179
4856,1288.0,1438.0,920.0,1132.0,151.0,213.0,38,67,38,67,38,67,38,67,105,105,105,105
4858,653.0,961.0,885.0,1479.0,309.0,595.0,98,191,98,191,98,191,98,191,289,289,289,289
4859,2247.0,2397.0,1704.0,1916.0,151.0,213.0,62,54,62,54,62,54,62,54,116,116,116,116
4862,1308.0,1542.0,1353.0,1890.0,235.0,538.0,50,194,50,194,50,194,50,194,244,244,244,244
4864,3529.0,3891.0,2773.0,3118.0,363.0,346.0,94,102,94,102,94,102,94,102,196,196,196,196
4865,1180.0,1427.0,1283.0,1828.0,248.0,546.0,84,220,84,220,84,220,84,220,304,304,304,304
4866,2538.0,2688.0,2286.0,2498.0,151.0,213.0,54,48,54,48,54,48,54,48,102,102,102,102
4873,2039.0,2189.0,1757.0,1969.0,151.0,213.0,56,108,56,108,56,108,56,108,164,164,164,164
4874,869.0,1174.0,642.0,1280.0,306.0,639.0,170,191,170,191,170,191,170,191,361,361,361,361
4876,757.0,907.0,972.0,1184.0,151.0,213.0,49,71,49,71,49,71,49,71,120,120,120,120
4879,1588.0,1738.0,1059.0,1271.0,151.0,213.0,40,100,40,100,40,100,40,100,140,140,140,140
4884,1057.0,1343.0,688.0,1321.0,287.0,634.0,130,233,130,233,130,233,130,233,363,363,363,363
4887,3373.0,3523.0,2699.0,2911.0,151.0,213.0,32,77,32,77,32,77,32,77,109,109,109,109
4889,1298.0,1555.0,781.0,1402.0,258.0,622.0,68,211,68,211,68,211,68,211,279,279,279,279
4890,1040.0,1190.0,1110.0,1323.0,151.0,214.0,112,62,112,62,112,62,112,62,174,174,174,174
4892,1063.0,1337.0,924.0,1522.0,275.0,599.0,135,263,135,263,135,263,135,263,398,398,398,398
4899,2550.0,2700.0,2223.0,2435.0,151.0,213.0,63,84,63,84,63,84,63,84,147,147,147,147
4901,2460.0,2610.0,2059.0,2271.0,151.0,213.0,24,106,24,106,24,106,24,106,130,130,130,130
4902,1890.0,2040.0,1377.0,1589.0,151.0,213.0,27,63,27,63,27,63,27,63,90,90,90,90
4903,2278.0,2428.0,2094.0,2306.0,151.0,213.0,47,82,47,82,47,82,47,82,129,129,129,129
4904,2369.0,2519.0,1773.0,1985.0,151.0,213.0,40,75,40,75,40,75,40,75,115,115,115,115
4910,3187.0,3337.0,2642.0,2854.0,151.0,213.0,74,62,74,62,74,62,74,62,136,136,136,136
4911,1924.0,2074.0,1462.0,1674.0,151.0,213.0,8,115,8,115,8,115,8,115,123,123,123,123
4912,2790.0,2940.0,2221.0,2433.0,151.0,213.0,29,94,29,94,29,94,29,94,123,123,123,123
4913,3264.0,3414.0,2810.0,3022.0,151.0,213.0,42,75,42,75,42,75,42,75,117,117,117,117
4915,2512.0,2662.0,2314.0,2526.0,151.0,213.0,35,84,35,84,35,84,35,84,119,119,119,119
4919,1678.0,1828.0,1293.0,1506.0,151.0,214.0,48,100,48,100,48,100,48,100,148,148,148,148
4920,463.0,613.0,781.0,993.0,151.0,213.0,44,63,44,63,44,63,44,63,107,107,107,107
4921,3547.0,3697.0,2773.0,2985.0,151.0,213.0,70,50,70,50,70,50,70,50,120,120,120,120
4922,2363.0,2513.0,1923.0,2135.0,151.0,213.0,45,71,45,71,45,71,45,71,116,116,116,116
4928,2870.0,3020.0,2620.0,2832.0,151.0,213.0,20,76,20,76,20,76,20,76,96,96,96,96
4933,2512.0,2662.0,2259.0,2471.0,151.0,213.0,62,93,62,93,62,93,62,93,155,155,155,155
4934,3317.0,3467.0,2731.0,2943.0,151.0,213.0,37,66,37,66,37,66,37,66,103,103,103,103
4936,1830.0,1980.0,1736.0,1948.0,151.0,213.0,46,62,46,62,46,62,46,62,108,108,108,108
4937,1161.0,1311.0,1115.0,1327.0,151.0,213.0,25,78,25,78,25,78,25,78,103,103,103,103
4939,632.0,782.0,1068.0,1280.0,151.0,213.0,52,52,52,52,52,52,52,52,104,104,104,104
4943,2356.0,2506.0,2195.0,2407.0,151.0,213.0,55,125,55,125,55,125,55,125,180,180,180,180
4945,1601.0,1751.0,1590.0,1802.0,151.0,213.0,53,78,53,78,53,78,53,78,131,131,131,131
4946,1168.0,1417.0,1280.0,1825.0,250.0,546.0,71,224,71,224,71,224,71,224,295,295,295,295
4947,2721.0,2871.0,1936.0,2148.0,151.0,213.0,26,92,26,92,26,92,26,92,118,118,118,118
4958,1806.0,1956.0,1756.0,1969.0,151.0,214.0,64,104,64,104,64,104,64,104,168,168,168,168
4959,466.0,810.0,544.0,1189.0,345.0,646.0,64,194,64,194,64,194,64,194,258,258,258,258
4962,3302.0,3452.0,2490.0,2702.0,151.0,213.0,65,68,65,68,65,68,65,68,133,133,133,133
4965,1335.0,1485.0,1520.0,1732.0,151.0,213.0,33,87,33,87,33,87,33,87,120,120,120,120
4966,3273.0,3423.0,2936.0,3149.0,151.0,214.0,21,30,21,30,21,30,21,30,51,51,51,51
4969,558.0,708.0,378.0,590.0,151.0,213.0,13,32,13,32,13,32,13,32,45,45,45,45
4972,2171.0,2321.0,1835.0,2048.0,151.0,214.0,48,103,48,103,48,103,48,103,151,151,151,151
4975,1326.0,1476.0,1345.0,1557.0,151.0,213.0,39,97,39,97,39,97,39,97,136,136,136,136
4978,3002.0,3152.0,2428.0,2640.0,151.0,213.0,75,66,75,66,75,66,75,66,141,141,141,141
4984,1347.0,1497.0,1352.0,1565.0,151.0,214.0,56,96,56,96,56,96,56,96,152,152,152,152
4990,2778.0,2928.0,2451.0,2664.0,151.0,214.0,72,32,72,32,72,32,72,32,104,104,104,104
4994,2489.0,3967.0,1867.0,3455.0,1479.0,1589.0,407,492,407,492,407,492,407,492,899,899,899,899
4995,2229.0,2379.0,2058.0,2270.0,151.0,213.0,41,77,41,77,41,77,41,77,118,118,118,118
5002,3441.0,3591.0,2933.0,3145.0,151.0,213.0,55,52,55,52,55,52,55,52,107,107,107,107
5003,328.0,693.0,375.0,1044.0,366.0,670.0,74,103,74,103,74,103,74,103,177,177,177,177
5005,1235.0,1476.0,1312.0,1854.0,242.0,543.0,101,256,101,256,101,256,101,256,357,357,357,357
5006,1265.0,1415.0,1026.0,1238.0,151.0,213.0,37,96,37,96,37,96,37,96,133,133,133,133
5007,2349.0,2499.0,2098.0,2310.0,151.0,213.0,54,71,54,71,54,71,54,71,125,125,125,125
5009,733.0,1030.0,988.0,1568.0,298.0,581.0,88,234,88,234,88,234,88,234,322,322,322,322
5011,3242.0,3392.0,2708.0,2920.0,151.0,213.0,54,56,54,56,54,56,54,56,110,110,110,110
5012,713.0,863.0,1023.0,1235.0,151.0,213.0,70,113,70,113,70,113,70,113,183,183,183,183
5017,1771.0,1921.0,1607.0,1819.0,151.0,213.0,30,66,30,66,30,66,30,66,96,96,96,96
5022,2411.0,2561.0,2078.0,2290.0,151.0,213.0,96,104,96,104,96,104,96,104,200,200,200,200
5024,3330.0,3480.0,2412.0,2624.0,151.0,213.0,71,92,71,92,71,92,71,92,163,163,163,163
5026,2039.0,2189.0,1958.0,2171.0,151.0,214.0,8,68,8,68,8,68,8,68,76,76,76,76
5030,1893.0,2043.0,1611.0,1823.0,151.0,213.0,50,63,50,63,50,63,50,63,113,113,113,113
5033,2593.0,2743.0,1754.0,1966.0,151.0,213.0,51,102,51,102,51,102,51,102,153,153,153,153
5034,3412.0,3562.0,2612.0,2824.0,151.0,213.0,64,84,64,84,64,84,64,84,148,148,148,148
5036,1862.0,2012.0,1291.0,1503.0,151.0,213.0,37,100,37,100,37,100,37,100,137,137,137,137
5038,2406.0,2556.0,2228.0,2440.0,151.0,213.0,28,28,28,28,28,28,28,28,56,56,56,56
5043,2543.0,2693.0,2083.0,2295.0,151.0,213.0,30,91,30,91,30,91,30,91,121,121,121,121
5045,2470.0,2620.0,1728.0,1941.0,151.0,214.0,69,96,69,96,69,96,69,96,165,165,165,165
